msoa,all_ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
E02001529,4832,38,40,40,55,65,45,50,55,50,65,55,55,50,55,50,45,30,56,60,41,40,40,55,60,45,49,60,45,50,71,65,65,60,81,55,55,55,65,56,35,61,50,55,55,45,59,45,55,70,55,85,85,80,55,75,84,55,74,70,75,70,55,60,65,70,50,50,70,55,59,45,48,61,59,54,45,54,44,38,34,29,31,31,24,25,37,32,26,29,18,69
E02001530,3695,47,45,57,39,45,45,40,41,45,45,50,45,45,55,35,51,40,41,30,47,30,54,40,51,68,55,56,48,63,72,64,63,64,50,60,45,56,45,46,41,46,46,45,54,25,30,30,35,40,51,45,58,55,54,50,55,60,45,61,63,53,49,40,47,40,50,36,20,25,30,25,25,25,25,25,44,30,20,20,21,19,14,21,14,15,4,10,0,12,0,29
E02001531,3868,57,35,50,50,50,55,59,46,50,45,30,35,25,30,35,36,25,35,30,30,30,52,40,61,61,54,67,50,54,71,79,77,50,66,60,56,50,60,30,41,52,67,35,25,30,40,45,50,54,45,60,45,64,55,50,49,65,50,54,50,50,50,45,40,50,44,36,50,40,35,44,38,50,40,40,35,36,35,20,20,30,22,14,15,10,10,14,5,14,5,29
E02001532,5432,42,45,45,54,66,69,59,61,79,76,61,66,70,75,60,66,69,67,50,30,41,20,35,45,56,50,35,60,59,50,55,76,50,66,75,81,76,70,88,72,71,76,96,74,66,68,53,79,83,75,76,86,74,90,95,74,89,83,90,86,60,75,75,55,75,60,65,75,70,59,65,53,74,59,60,45,35,45,40,34,30,31,29,35,23,10,20,25,16,16,64
E02001533,3954,33,45,62,49,40,35,54,46,64,45,40,25,56,60,46,51,60,30,40,35,30,43,35,45,41,54,66,59,45,67,50,72,40,67,65,46,61,55,51,46,51,52,46,35,45,40,50,44,55,55,55,67,60,55,60,54,70,50,50,40,49,44,60,67,60,45,40,44,40,40,35,44,35,44,40,40,30,15,25,10,29,15,14,15,9,14,10,10,12,12,19
E02001534,4863,55,50,45,65,55,65,64,55,55,60,50,60,60,45,65,72,45,40,45,40,55,40,50,55,72,75,70,65,89,71,65,65,80,65,85,75,65,75,62,62,61,60,74,60,50,63,60,55,73,75,85,81,70,89,70,70,70,60,65,55,55,69,55,55,45,35,50,45,40,58,35,39,35,44,35,35,40,30,24,34,30,20,15,25,29,20,15,11,14,6,42
E02001535,3259,10,25,30,20,35,35,30,25,39,25,25,30,40,35,45,30,40,36,25,20,25,20,30,35,15,25,20,20,20,25,25,30,30,25,25,25,30,35,52,20,35,45,45,45,45,39,45,39,40,60,55,55,55,65,40,59,65,68,71,50,55,45,40,50,55,55,46,60,50,40,50,40,40,50,51,40,36,40,25,18,25,19,15,30,25,21,15,20,0,0,50
E02001536,4482,53,35,30,40,45,35,45,45,55,45,50,45,40,40,40,40,50,30,40,35,51,43,35,50,46,55,50,55,50,60,55,51,60,60,40,45,50,55,61,62,30,45,54,50,50,58,50,54,69,61,65,98,70,70,74,64,60,54,50,56,63,45,60,67,45,55,50,54,40,49,40,52,55,70,73,49,51,50,47,43,39,31,36,47,29,36,29,25,15,24,59
E02001537,4286,47,40,45,55,55,30,50,40,45,40,50,50,66,45,35,40,50,45,30,30,40,42,45,50,40,45,50,50,64,55,60,73,70,71,60,60,55,50,73,51,57,60,55,55,60,45,58,50,45,82,75,65,70,70,75,70,75,79,75,50,64,49,60,45,55,45,40,50,44,49,45,34,35,30,43,40,31,25,25,15,25,25,21,15,15,14,10,14,21,0,39
E02001538,4022,23,40,40,30,41,40,49,46,39,45,51,45,50,45,51,51,35,46,40,30,36,43,35,30,51,40,35,60,40,30,59,57,55,50,55,50,61,50,51,41,35,47,40,40,30,35,55,43,50,50,65,65,70,70,40,49,75,60,70,65,49,59,55,68,65,44,60,50,45,54,35,38,35,50,62,49,46,24,44,24,32,30,25,25,25,10,26,15,15,12,31
E02001539,3409,26,35,45,40,44,45,56,45,58,45,45,60,50,47,54,40,45,45,41,30,36,42,40,52,45,50,46,59,76,51,50,65,50,64,45,40,54,40,50,45,45,30,25,30,25,39,30,46,35,25,41,45,50,77,56,56,50,45,40,25,49,35,45,35,30,40,30,35,20,29,20,25,35,34,34,20,20,25,5,24,10,20,5,10,20,4,5,6,5,0,23
E02001540,6152,56,62,74,73,47,69,77,60,70,70,70,69,64,87,84,88,88,65,77,45,47,81,70,70,60,71,81,88,75,61,75,94,109,74,75,101,82,64,70,75,72,85,55,55,49,60,66,60,90,72,100,91,91,85,99,109,83,119,95,75,65,91,81,75,80,73,50,78,72,60,70,73,68,64,68,61,47,50,41,39,34,34,30,36,29,46,12,25,14,5,52
E02001541,5775,60,60,50,55,64,50,55,45,55,50,70,50,65,69,80,60,65,50,60,45,40,61,60,61,60,65,62,60,70,70,75,70,76,90,85,60,74,54,65,75,55,65,60,55,72,55,61,64,75,70,85,80,108,90,85,86,89,85,95,96,80,85,87,65,69,70,64,60,65,65,74,55,75,73,79,83,55,60,44,40,42,40,43,34,24,33,20,39,19,35,76
E02001542,3871,38,55,55,40,35,40,45,50,50,60,45,64,60,50,45,50,40,35,46,34,41,25,50,57,50,40,52,64,60,60,55,55,55,55,55,55,40,35,45,50,40,60,35,35,35,30,40,51,40,50,59,45,66,65,61,56,69,50,50,50,54,50,52,45,50,45,30,34,35,44,50,40,30,35,35,24,30,30,30,15,27,25,15,20,20,10,15,12,5,12,29
E02001543,4028,47,45,40,30,38,45,25,45,35,46,61,49,50,40,44,40,40,39,41,35,30,43,35,31,45,40,56,50,40,45,55,45,63,60,54,45,54,45,45,45,51,60,30,30,44,50,45,30,50,57,50,40,62,65,50,55,58,45,65,61,65,64,62,50,60,59,50,44,40,45,48,39,59,51,73,47,47,35,37,34,20,19,33,20,26,25,18,10,18,10,61
E02001544,4296,31,45,40,35,50,69,60,55,45,65,50,60,50,54,60,50,51,60,51,35,30,35,35,51,50,50,45,50,50,55,65,50,76,50,50,60,45,45,45,55,55,50,45,50,45,30,45,35,60,62,61,70,70,70,65,66,65,65,54,60,65,65,67,49,55,55,30,35,30,45,55,45,40,50,63,50,24,40,41,35,26,30,24,20,19,15,30,4,5,11,42
E02001545,4452,32,35,40,35,30,40,45,45,50,25,35,45,50,58,40,45,45,45,35,25,20,20,30,45,50,40,46,50,45,45,55,45,55,45,45,40,50,40,40,35,55,40,60,55,54,39,56,71,50,60,65,65,60,60,71,80,69,75,70,71,55,70,72,55,50,65,64,75,65,65,84,65,70,83,65,63,54,39,40,35,34,35,49,46,29,35,30,18,19,12,44
E02001546,3405,15,30,25,30,25,35,25,40,25,40,35,35,35,30,35,35,30,35,30,30,20,15,30,30,35,30,25,45,45,40,30,30,30,40,50,35,40,45,30,25,35,35,35,30,35,34,40,40,30,36,56,50,61,45,61,55,55,60,35,55,35,50,68,50,69,49,40,50,51,51,35,50,34,50,65,45,35,40,25,35,32,35,34,34,20,15,20,22,16,21,56
E02001547,5538,60,61,60,65,71,70,77,71,85,71,78,77,69,74,55,77,67,63,71,75,47,69,66,62,70,71,78,77,70,83,94,88,94,94,89,65,63,66,78,75,65,71,66,73,57,64,58,66,65,61,71,65,75,70,77,105,92,80,88,66,75,65,55,65,60,60,54,45,40,40,40,50,40,57,54,46,24,24,35,30,27,33,25,36,13,10,16,15,12,10,51
E02001548,4098,48,70,69,79,67,45,51,60,65,50,45,40,59,49,55,51,35,40,35,30,48,54,76,54,50,55,68,71,60,50,60,69,79,60,64,60,62,43,51,50,45,45,50,34,44,44,40,46,56,45,51,60,60,55,67,51,59,40,55,50,45,45,51,44,45,35,35,35,40,24,30,25,30,30,35,20,31,25,15,25,31,20,19,10,10,20,24,14,18,10,33
E02001549,3184,25,35,20,30,24,35,41,40,35,45,40,44,39,39,39,35,36,35,25,15,20,20,25,26,35,40,40,34,35,30,45,40,46,49,40,35,43,39,41,40,30,40,40,35,39,24,41,51,46,40,46,35,45,67,45,46,34,49,45,51,45,44,52,49,30,35,49,44,46,30,44,35,29,39,44,31,20,30,21,23,15,28,15,27,15,19,11,10,23,10,22
E02001550,4046,48,45,35,45,39,45,55,45,54,55,56,44,53,58,50,46,45,30,45,40,31,35,45,30,55,50,56,49,50,67,50,60,36,73,54,71,54,54,57,55,46,70,35,48,40,54,45,52,55,35,41,55,60,65,60,56,55,70,44,45,63,54,45,60,45,49,39,40,40,40,30,39,35,39,35,36,42,15,25,25,20,28,20,10,19,20,18,15,29,20,55
E02001551,2993,28,25,25,30,30,40,30,35,35,35,40,39,40,30,25,30,25,30,30,20,31,15,35,47,30,35,52,44,45,47,50,50,46,50,59,35,30,39,41,40,30,30,30,25,35,29,24,40,35,58,35,30,40,40,51,46,50,50,54,35,35,39,40,40,35,30,34,25,36,30,34,44,34,25,30,19,38,15,32,25,26,20,15,10,11,5,18,16,12,5,5
E02001552,3923,42,51,45,50,48,55,41,66,40,45,56,45,40,54,49,50,45,54,30,44,41,53,50,41,55,45,46,49,50,55,45,75,67,60,60,60,59,48,60,55,57,45,25,45,40,43,40,55,55,56,66,50,50,56,45,51,59,59,44,51,45,45,51,45,48,35,35,35,30,30,45,30,30,34,34,32,30,15,20,28,15,10,14,30,16,16,4,22,23,11,49
E02001553,5234,48,61,65,65,54,59,66,65,85,65,71,64,69,60,60,56,45,55,50,44,62,51,40,45,70,60,80,64,70,86,75,70,96,94,75,85,88,59,76,80,76,65,50,59,67,72,51,66,75,60,71,65,60,65,64,75,80,65,65,75,74,60,65,50,49,55,59,55,45,35,40,55,50,55,69,29,25,44,31,30,31,25,45,41,30,25,15,12,19,18,39
E02001554,3154,21,20,25,30,20,30,25,25,25,30,30,30,30,25,35,30,50,45,41,30,15,35,30,30,30,45,25,40,35,45,35,30,45,35,30,40,45,29,35,40,30,30,35,40,35,39,46,41,30,46,51,45,50,45,56,45,50,40,40,45,49,45,47,35,35,44,45,55,36,40,35,30,35,35,30,25,36,35,32,29,32,30,25,25,32,25,10,24,16,23,29
E02001555,2701,25,10,20,15,20,15,20,30,15,20,20,20,20,30,25,25,25,30,15,25,10,10,25,21,30,15,10,25,35,25,25,40,41,40,35,25,20,35,25,20,30,25,40,30,15,28,30,15,35,30,30,40,35,30,35,41,48,35,55,56,40,48,46,55,40,52,45,39,46,45,59,44,48,34,45,41,37,49,26,20,31,32,28,10,20,21,18,10,17,5,30
E02001556,4771,63,55,55,60,55,45,65,45,70,65,81,55,64,45,69,45,50,60,56,44,45,30,50,61,50,40,61,65,65,60,80,70,60,65,74,90,89,72,73,74,81,60,45,45,55,55,55,73,71,60,78,50,86,80,75,65,50,70,60,55,65,50,51,65,55,35,60,44,49,35,35,45,34,64,50,34,20,20,20,19,20,19,29,20,24,15,11,18,14,12,49
E02001557,4657,34,35,45,50,40,55,35,50,60,45,40,45,54,55,45,45,45,55,45,30,45,46,45,61,65,70,103,80,70,70,80,75,85,70,90,70,64,58,65,65,50,70,50,65,64,50,55,56,71,60,70,85,60,70,81,60,60,55,75,60,50,70,55,50,50,55,40,55,40,50,35,55,30,35,35,25,25,40,30,19,15,20,20,10,15,25,5,24,10,9,108
E02001558,3150,14,20,25,30,30,20,20,25,25,35,15,35,25,35,25,25,25,35,35,34,20,25,20,30,30,30,25,30,25,30,20,30,15,30,20,40,40,25,36,30,40,35,25,25,29,35,35,30,35,46,45,40,35,45,45,55,64,60,55,45,60,59,35,64,64,44,50,54,58,35,40,49,67,50,68,35,36,49,49,25,32,15,24,24,37,20,26,16,10,12,35
E02001559,3828,19,25,25,40,30,45,40,50,35,40,45,40,45,48,45,35,50,35,36,25,30,30,30,30,20,45,41,40,35,35,30,45,40,40,40,45,64,53,35,45,50,50,35,40,49,35,46,45,70,67,56,55,55,65,55,60,65,60,60,76,69,45,66,55,40,35,45,40,45,35,49,29,49,45,63,40,39,45,36,35,37,30,29,24,34,24,25,14,16,12,58
E02001560,5256,83,61,69,65,68,60,65,85,54,75,56,70,69,78,79,72,55,55,65,58,67,66,71,100,125,107,87,94,95,102,110,129,97,103,110,96,75,97,81,74,87,116,86,70,62,59,65,55,71,40,66,65,65,50,40,45,60,60,60,55,50,39,39,40,45,45,30,59,46,15,30,20,35,24,20,20,14,30,26,10,20,15,5,9,10,0,15,11,6,11,12
E02001561,3019,46,40,40,35,47,30,30,30,40,61,45,39,49,35,35,35,30,30,25,20,32,36,40,41,35,40,47,59,45,46,40,50,45,55,54,51,50,35,41,45,46,30,41,40,44,39,25,41,35,42,52,40,40,50,45,30,45,50,35,40,30,48,30,35,45,30,25,25,20,20,20,24,15,15,20,15,15,19,15,5,15,5,14,10,10,10,10,9,6,5,15
E02001562,3109,19,20,44,35,30,25,35,25,35,40,35,35,35,39,30,35,35,25,30,30,15,20,20,25,35,30,36,30,55,35,45,59,51,30,49,35,35,39,41,40,41,50,20,25,44,30,36,30,45,35,40,40,45,45,39,41,44,30,40,40,45,39,35,40,40,30,45,45,36,42,40,25,35,45,35,30,35,30,30,20,21,24,20,10,20,21,16,21,28,16,68
E02001563,4098,36,20,35,50,45,35,45,50,45,40,55,49,45,25,40,40,55,35,30,25,15,20,35,30,40,35,35,30,40,56,30,40,65,35,60,60,55,53,61,55,51,70,55,55,44,50,46,40,35,56,41,55,61,50,71,55,44,45,54,45,50,54,56,55,55,48,44,60,67,47,54,54,60,50,64,30,46,55,43,35,29,41,35,47,30,31,27,21,21,10,106
E02001564,4210,42,51,35,35,25,45,35,45,50,45,40,40,60,39,50,40,45,44,41,25,20,20,40,30,45,30,25,30,40,30,35,45,40,55,45,50,40,44,60,50,61,50,61,50,49,54,57,51,50,71,55,59,65,60,60,65,74,65,60,66,45,64,62,83,64,60,50,64,56,56,64,65,59,79,70,52,51,45,31,35,25,35,29,18,24,24,15,12,9,28,47
E02001565,4030,32,40,35,50,30,40,45,35,30,40,40,45,40,40,35,46,45,35,35,35,25,25,25,35,40,30,51,40,45,45,55,65,55,50,50,45,59,54,45,40,50,55,56,55,43,35,52,51,45,55,67,60,51,55,55,55,65,55,65,71,59,60,57,49,64,49,45,64,47,68,64,50,55,50,63,67,45,30,26,24,14,19,25,31,21,25,32,11,11,6,51
E02001566,4289,48,55,50,50,57,49,56,82,65,55,50,55,54,58,50,56,66,45,40,35,42,35,45,68,69,71,61,68,91,60,89,79,89,89,69,93,74,62,72,64,67,65,60,44,54,48,57,55,60,77,86,66,66,55,61,50,50,69,40,55,45,40,41,45,35,30,30,35,14,36,20,15,20,35,20,20,15,20,20,10,10,10,10,20,5,5,0,11,6,0,15
E02001567,4467,60,55,60,45,51,50,45,50,50,60,65,53,44,54,50,56,71,40,56,40,48,42,56,48,40,45,72,59,70,61,70,65,56,55,64,75,77,59,67,60,41,60,45,40,45,38,35,72,50,35,62,50,50,75,61,61,64,65,75,66,65,50,35,55,40,50,45,68,36,62,50,49,48,50,49,43,31,30,29,15,20,25,30,14,31,15,21,10,18,10,39
E02001568,3466,47,46,40,49,48,39,56,40,39,51,46,40,40,39,40,25,30,30,31,24,36,35,81,41,50,41,57,49,56,61,55,44,41,59,59,51,54,48,31,34,46,45,40,25,29,38,36,36,45,30,36,45,46,50,46,50,40,50,55,46,49,34,35,40,30,35,40,30,30,35,35,35,35,45,39,25,30,30,25,34,15,20,29,20,10,15,15,6,5,6,17
E02001569,4413,53,66,59,45,40,40,45,45,60,50,55,60,50,55,40,55,40,45,40,72,46,45,75,50,70,65,72,60,50,75,70,65,65,60,80,50,54,55,57,50,50,50,50,35,45,54,45,45,55,45,56,65,61,70,76,75,65,70,60,55,45,64,61,54,44,40,45,30,40,40,35,40,35,50,35,25,35,50,26,35,24,15,25,18,25,10,36,6,10,10,49
E02001570,3510,33,35,44,35,40,45,35,25,34,40,51,43,35,39,45,52,35,50,36,25,31,51,46,47,30,46,52,49,50,41,60,40,45,50,54,51,35,40,73,45,40,40,30,40,30,25,40,38,45,47,58,40,50,55,35,46,49,45,55,45,58,48,29,35,30,43,45,30,46,35,45,40,29,45,35,30,30,30,19,20,20,24,30,20,24,31,5,10,12,10,36
E02001571,3042,9,20,20,20,30,30,20,30,25,35,30,25,30,25,35,25,45,35,30,25,25,20,25,40,30,30,47,53,30,30,30,35,35,35,35,35,25,34,40,25,30,30,25,25,30,35,25,30,35,51,94,55,55,45,40,35,64,45,40,35,53,45,40,49,49,39,45,30,35,31,35,45,34,50,45,20,40,35,32,30,25,20,25,25,26,20,9,17,17,16,33
E02001572,3879,41,45,44,55,49,30,46,50,64,35,50,49,39,48,40,46,30,30,45,20,25,25,55,35,64,45,56,54,61,71,69,69,81,55,79,50,59,35,46,50,50,45,46,44,39,35,46,51,50,51,50,60,59,50,55,56,59,55,50,45,74,55,50,45,35,49,50,20,36,41,30,40,44,30,35,25,34,25,26,15,14,25,29,15,15,14,14,10,6,14,28
E02001573,3965,50,35,45,45,35,50,60,45,50,61,55,39,45,57,60,56,65,50,40,40,30,30,40,45,45,40,40,59,50,55,50,50,55,69,50,50,60,58,74,45,35,45,35,40,40,35,45,57,77,52,62,50,50,45,55,55,50,60,65,61,50,49,34,50,44,44,45,30,41,20,40,55,30,40,39,25,20,19,26,30,32,19,29,24,19,31,20,10,18,10,30
E02001574,3062,26,25,25,25,30,25,30,20,34,25,35,20,45,39,35,35,30,25,30,25,20,20,30,36,25,25,31,30,25,40,30,30,40,30,44,25,35,35,36,39,40,50,35,35,29,30,31,35,41,30,46,51,46,50,56,51,59,50,30,50,50,63,41,35,50,53,45,45,40,36,34,40,43,54,45,25,41,20,32,34,26,15,15,15,15,15,20,12,0,0,48
E02001575,4056,51,55,54,40,54,45,50,60,65,50,65,68,40,57,45,55,35,50,40,49,30,51,61,45,55,51,56,79,71,81,70,55,60,55,64,50,73,77,45,55,35,65,50,45,30,35,47,30,45,50,45,50,60,55,60,45,45,60,45,55,45,55,45,63,39,35,35,40,29,30,30,35,45,25,35,15,20,24,14,30,20,15,25,20,10,9,16,17,15,24,32
E02001576,3643,46,30,54,40,44,45,40,30,40,55,51,45,54,49,30,45,40,49,36,20,20,20,40,36,30,56,41,59,60,40,50,59,45,59,40,66,44,58,46,40,51,50,45,45,52,44,52,57,50,56,51,55,56,45,61,45,49,64,45,40,30,54,36,39,44,35,34,39,41,31,30,25,34,52,44,20,32,25,27,19,22,19,14,10,22,10,16,23,11,6,34
E02001577,3392,12,25,25,25,25,15,35,20,25,40,30,30,35,25,30,30,25,40,20,15,20,15,10,30,20,25,15,20,35,30,25,20,40,35,30,30,20,30,40,40,45,35,30,45,30,45,40,20,40,45,35,40,45,45,50,50,50,59,40,55,50,55,62,50,45,59,40,55,60,51,60,65,55,64,64,56,68,64,46,35,31,34,43,30,36,32,43,30,14,29,65
E02001578,5925,53,56,68,64,78,88,83,70,88,95,74,75,77,81,77,82,78,61,67,53,41,57,57,64,50,60,78,86,70,79,85,83,88,101,107,94,93,104,91,96,103,87,92,73,59,82,74,74,102,77,89,98,84,97,85,60,81,89,63,72,80,75,65,78,59,60,67,70,68,50,35,31,54,30,50,35,25,43,20,9,20,37,10,25,29,15,15,12,21,12,32
