msoa,all_ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
E02001579,5169,45,62,51,40,50,55,55,50,70,75,70,70,59,65,50,81,70,67,61,40,45,45,45,40,55,49,50,40,45,74,89,50,74,60,70,65,80,66,60,84,84,60,60,60,55,60,50,60,70,60,60,70,60,93,65,86,65,55,83,60,65,65,45,70,80,65,50,60,59,44,59,67,40,55,55,50,49,49,35,50,40,25,40,38,24,37,24,31,24,12,74
E02001580,4307,27,35,30,35,50,45,40,30,35,45,35,50,55,55,45,40,40,35,40,25,35,40,40,45,55,54,40,65,50,60,65,65,55,45,60,45,55,45,60,54,40,50,55,40,50,40,45,65,55,65,65,54,60,55,60,60,45,65,65,55,65,44,60,60,60,50,50,50,50,50,45,62,59,60,69,55,50,39,62,35,35,24,36,29,20,19,30,26,20,0,79
E02001581,3208,22,36,36,39,41,35,40,40,39,35,30,40,45,30,35,46,30,25,20,15,25,30,36,30,46,44,31,40,40,44,44,30,49,61,46,45,60,35,35,40,49,35,35,30,25,25,30,35,35,40,44,40,35,45,50,61,50,50,54,40,50,40,35,46,56,50,50,45,35,36,40,41,43,41,29,25,30,20,20,20,25,25,14,15,5,15,10,10,5,0,34
E02001582,3926,34,35,36,44,35,50,49,55,55,50,40,45,45,50,35,35,60,40,52,30,46,40,35,50,30,50,36,56,61,64,54,50,60,55,50,45,55,40,55,40,34,49,30,45,45,50,50,50,45,50,45,50,64,65,60,65,70,60,54,60,60,40,50,45,56,54,40,45,35,35,49,35,50,29,45,29,35,30,29,44,25,19,19,20,25,15,9,10,9,18,34
E02001583,2911,37,30,35,40,36,45,35,35,40,45,30,30,40,45,30,45,35,30,25,25,25,30,35,35,30,45,41,40,40,35,49,40,45,60,35,35,40,50,50,45,30,45,30,25,30,20,30,35,34,45,45,40,40,35,40,45,40,35,35,40,45,25,30,45,40,35,31,30,29,31,25,20,29,19,25,15,15,20,19,19,15,10,15,14,10,10,9,10,10,0,24
E02001584,3432,10,15,20,30,35,25,35,25,30,30,30,25,35,20,25,25,40,35,40,25,25,30,20,20,40,35,30,25,35,35,45,40,35,40,40,45,20,40,25,35,50,45,30,30,40,50,30,60,55,50,55,60,54,50,50,60,61,70,65,69,50,65,60,56,50,60,50,45,65,46,55,45,54,55,45,35,41,40,30,20,25,31,24,20,10,15,15,11,9,12,44
E02001585,3137,34,35,35,35,50,50,40,40,45,45,35,40,40,30,30,35,40,41,36,36,30,30,36,30,35,45,41,50,55,45,50,56,45,50,45,30,40,50,35,45,35,35,40,30,30,40,40,35,40,30,39,44,35,55,40,30,35,50,34,35,40,40,30,50,30,30,35,25,30,30,30,25,25,35,35,30,20,15,24,15,15,19,16,15,20,21,15,5,15,5,30
E02001586,3874,42,40,30,40,30,25,35,30,25,25,25,30,30,45,40,25,40,25,30,25,43,40,59,50,50,54,41,45,50,60,55,50,50,35,40,50,45,46,20,49,25,45,35,35,35,35,45,60,30,60,59,53,70,50,65,70,64,65,72,64,65,65,50,41,39,50,39,49,45,45,34,52,45,55,59,39,55,45,38,44,30,35,43,29,30,31,20,15,14,23,44
E02001587,2995,25,35,36,20,35,30,25,35,35,40,25,40,30,30,25,25,15,25,25,30,32,41,32,45,40,48,40,50,40,40,35,41,44,35,45,30,30,46,40,35,30,25,30,25,35,40,45,35,50,30,40,45,49,50,50,50,45,40,44,50,40,40,25,41,30,40,35,39,29,24,30,35,30,50,20,30,35,20,28,25,15,20,14,10,20,19,15,9,6,0,38
E02001588,3690,33,40,30,45,41,40,40,64,50,45,45,45,50,45,35,55,45,56,51,30,30,35,30,30,35,45,35,45,45,60,59,60,50,50,60,55,65,60,50,50,40,45,55,40,34,45,45,40,55,40,45,55,55,60,59,60,50,55,45,54,50,50,50,35,40,34,25,35,35,25,35,30,35,30,29,20,20,23,25,15,4,30,25,20,24,20,15,20,15,18,47
E02001589,4151,37,41,40,40,40,35,45,45,45,40,44,60,54,55,40,50,59,56,51,25,26,25,47,35,25,40,35,45,50,45,60,40,60,45,40,50,40,57,60,44,64,64,72,54,50,55,50,45,87,78,70,68,60,82,50,61,56,55,49,49,45,60,51,51,61,56,46,57,40,46,30,58,48,45,59,45,56,39,28,19,30,42,21,20,24,10,17,12,6,6,33
E02001590,3795,29,52,46,58,52,65,59,69,54,65,60,66,55,65,45,45,62,45,56,46,37,45,48,40,45,57,51,55,50,70,50,55,50,60,66,65,50,61,71,45,55,45,45,40,44,60,35,45,50,40,49,55,45,56,49,50,55,50,30,45,40,35,40,39,40,30,25,25,40,25,30,30,25,30,20,24,15,25,19,20,20,10,5,10,10,0,10,6,10,12,17
E02001591,4120,59,62,56,69,40,70,65,69,64,65,79,60,45,55,61,60,60,40,45,41,51,51,47,50,55,58,51,55,55,65,70,65,59,60,71,65,55,45,75,60,58,69,55,50,50,45,45,55,35,50,55,60,50,55,65,54,45,55,45,45,39,35,55,30,40,30,35,40,25,41,35,35,25,29,25,20,14,20,25,20,15,20,20,4,15,10,5,15,5,0,24
E02001592,4344,47,41,41,40,25,35,45,35,30,50,45,45,45,55,45,55,40,45,40,35,31,35,41,45,66,50,46,55,50,60,60,60,55,55,60,60,45,45,40,50,55,65,45,30,45,45,50,40,75,45,79,65,65,54,55,76,70,84,72,80,80,55,60,60,45,54,66,50,55,40,45,45,54,69,64,40,45,54,47,40,20,40,15,25,29,25,15,15,19,0,30
E02001593,3619,52,51,62,52,42,40,50,54,44,60,50,40,44,60,51,40,48,46,52,52,59,52,59,50,51,54,73,55,60,65,55,60,63,60,51,65,68,46,61,61,59,61,40,45,35,45,45,54,45,47,45,55,45,40,35,24,41,35,39,50,35,45,35,40,25,35,20,15,25,25,15,10,25,20,30,15,15,10,15,18,10,15,15,15,0,10,0,6,12,6,14
E02001594,3628,67,62,52,40,51,64,44,50,54,55,53,51,59,51,40,50,39,58,62,57,52,63,69,58,62,58,57,71,72,59,63,66,63,81,62,60,50,46,50,35,40,44,45,45,55,40,45,35,35,51,40,40,30,25,40,45,25,35,30,30,35,45,35,40,30,20,20,20,25,20,20,10,15,15,25,15,14,9,19,10,10,9,5,15,20,11,16,11,10,15,33
E02001595,4244,34,30,40,35,45,40,30,35,55,35,50,40,45,40,35,40,50,40,40,35,30,50,41,45,40,45,40,40,56,50,50,65,55,55,50,30,45,55,45,55,40,45,55,35,40,45,40,60,55,76,60,80,70,87,54,70,71,65,59,60,70,75,66,72,60,45,45,56,50,51,54,50,35,55,60,45,60,53,38,39,34,25,26,28,29,16,20,10,0,18,56
E02001596,4363,25,35,50,35,30,35,45,35,40,50,55,50,59,60,35,55,53,45,35,36,37,35,36,35,35,35,35,30,40,45,55,35,45,40,65,55,50,40,50,45,50,64,55,30,40,45,35,50,55,50,55,80,55,65,55,55,67,65,50,59,55,85,66,61,50,50,59,50,72,56,45,58,57,67,68,53,61,49,46,39,31,47,45,45,34,54,32,23,20,30,69
E02001597,4892,46,57,57,59,67,70,60,75,68,65,65,65,59,60,50,60,55,56,45,35,41,45,73,60,60,78,72,81,76,60,74,55,69,70,76,65,75,75,68,55,55,49,55,45,40,45,49,50,54,60,75,75,69,60,70,60,66,55,59,70,65,59,65,54,50,65,62,49,55,40,45,46,45,45,58,35,35,25,38,35,30,20,41,30,24,15,13,16,9,11,49
E02001598,5056,32,50,62,40,61,50,50,64,60,65,60,60,59,60,65,55,72,51,45,35,31,35,53,59,45,35,56,50,55,65,75,55,65,65,55,65,59,50,55,65,75,63,76,54,60,55,70,60,60,60,83,60,84,65,70,65,61,80,81,55,69,70,76,73,55,55,47,49,65,51,50,50,50,60,65,50,55,45,38,38,36,50,35,29,24,38,29,45,27,28,78
E02001600,5688,43,51,51,63,56,69,65,75,74,65,74,86,68,65,81,87,68,55,93,65,80,68,86,79,82,58,66,65,70,74,60,65,60,66,76,70,84,77,66,72,80,90,83,59,55,70,55,60,65,84,75,59,84,96,74,61,77,70,64,69,66,60,55,56,40,51,54,50,50,52,54,63,52,60,72,61,55,52,38,50,48,36,31,40,32,30,34,28,16,24,70
E02001602,4658,57,46,51,45,61,49,45,50,45,45,50,50,40,50,56,55,39,50,40,36,42,46,48,45,56,50,56,75,40,59,55,87,79,70,55,70,55,72,55,45,45,49,45,55,55,50,50,60,45,66,60,75,74,70,84,55,62,60,69,70,70,60,56,45,50,46,40,53,55,30,55,58,48,64,72,55,48,45,34,35,37,35,36,31,24,32,35,6,30,0,54
E02001603,3806,44,36,52,59,46,60,59,50,45,49,40,50,44,40,46,41,35,26,30,30,25,30,41,44,56,39,52,50,61,64,59,72,54,71,66,50,40,51,46,49,40,49,46,49,30,45,44,39,46,50,43,40,50,51,45,56,51,59,49,58,46,50,46,46,40,51,35,35,39,41,35,47,34,41,49,30,30,29,29,24,15,25,25,19,10,5,20,5,10,18,35
E02001604,5959,88,76,82,88,87,80,74,80,60,79,64,71,83,75,70,65,64,61,72,58,51,62,63,64,81,74,93,111,112,123,113,119,107,112,117,90,127,118,96,83,89,79,82,83,63,65,80,93,79,87,84,88,74,86,69,75,62,65,72,65,65,55,45,62,50,55,45,40,29,30,50,41,35,55,45,40,35,40,24,20,10,15,20,10,14,15,11,10,6,18,36
E02001605,3843,48,51,41,44,35,54,40,45,50,50,40,35,35,30,30,30,35,35,25,25,35,30,35,50,45,49,41,50,45,59,64,45,50,56,45,45,40,46,35,54,44,45,50,40,35,35,50,50,60,55,55,82,50,60,74,76,60,60,55,55,60,45,49,30,45,49,46,44,35,46,40,40,44,40,50,25,45,25,39,44,25,20,23,20,15,14,10,21,15,6,45
E02001606,4151,43,30,51,35,45,50,50,45,50,40,50,55,50,50,55,45,60,69,46,30,30,35,51,45,40,40,52,45,45,55,65,71,45,55,56,35,55,50,45,45,45,45,30,35,35,30,45,60,55,46,78,55,40,65,65,61,76,50,64,50,55,59,55,55,46,51,35,40,60,63,50,37,58,56,54,48,50,35,24,35,19,40,30,24,25,10,16,23,5,11,43
E02001607,4594,49,46,51,45,51,55,45,65,54,50,50,45,64,55,55,40,55,46,53,49,30,37,36,44,40,49,48,55,65,65,50,77,68,75,45,50,50,51,56,59,75,68,50,45,40,40,40,60,50,72,60,63,60,50,65,62,56,75,49,48,62,70,73,56,60,51,70,61,58,43,50,62,61,56,64,40,46,39,38,29,25,35,36,42,34,24,24,12,22,6,44
E02001608,3627,32,52,36,39,30,35,30,35,35,44,45,40,43,50,36,41,39,41,37,32,25,37,42,40,52,35,25,40,35,50,53,51,39,50,46,59,45,41,61,40,54,39,57,38,39,50,53,44,45,51,59,49,64,66,54,51,46,40,35,39,52,45,41,47,35,40,40,35,49,47,39,58,43,51,50,30,57,25,28,30,11,26,27,26,5,16,11,11,11,0,30
E02001609,4385,31,15,25,40,35,45,30,50,55,50,60,60,35,50,40,51,35,41,42,37,30,30,36,40,40,35,42,35,40,30,55,46,50,40,25,50,40,41,50,45,50,49,40,40,35,55,50,54,66,67,60,73,79,71,65,51,68,65,68,59,62,50,52,62,67,56,56,56,63,58,74,59,80,78,73,80,67,68,67,39,45,41,36,40,19,30,24,18,16,12,45
E02001610,4440,37,25,36,40,46,40,45,50,45,50,69,50,64,50,60,51,50,45,47,41,25,51,35,44,45,44,46,45,51,49,45,55,49,50,41,55,45,40,55,69,54,59,56,49,35,50,50,55,70,76,69,60,82,60,59,60,76,70,66,55,55,50,55,45,59,50,62,34,45,40,45,65,35,66,83,59,60,49,55,35,41,30,37,28,29,24,11,10,15,24,53
E02001611,3922,29,36,40,40,35,20,35,45,50,45,40,40,50,45,30,45,40,35,35,30,25,25,35,40,35,50,40,55,45,55,40,50,56,50,40,50,30,40,35,50,40,50,45,60,39,40,55,50,65,50,50,65,60,50,60,70,50,65,50,50,30,45,45,45,57,55,45,44,35,45,50,53,68,40,65,44,45,35,30,44,45,29,34,25,29,29,21,26,9,20,60
E02001612,2882,20,20,20,25,40,25,35,30,20,20,20,35,30,25,25,35,30,30,30,25,25,28,30,20,30,30,15,25,35,35,35,35,30,25,30,41,40,30,25,35,30,40,40,35,25,45,35,30,45,46,50,40,55,45,45,45,50,50,40,50,40,39,45,35,29,40,25,41,35,30,29,49,42,46,45,31,46,31,33,26,15,25,25,15,10,10,10,16,0,15,24
E02001613,5286,48,51,45,45,49,70,50,55,55,65,72,45,50,50,70,50,50,56,45,40,47,39,39,50,45,50,45,70,65,66,65,45,78,70,56,61,85,73,55,65,65,71,50,54,55,61,45,50,66,85,79,75,70,69,75,70,75,94,79,64,80,79,78,76,78,88,74,50,59,70,64,50,71,70,81,65,50,50,55,34,46,34,25,35,47,29,34,24,36,18,54
E02001614,5725,29,51,45,46,49,30,55,40,54,55,51,68,54,64,55,51,69,62,49,39,51,43,56,68,69,50,40,70,55,55,60,45,51,70,62,66,70,44,77,55,65,56,71,69,68,77,89,87,86,91,86,89,86,80,91,76,81,71,92,84,81,86,73,65,60,56,72,77,64,74,69,91,75,84,90,77,77,77,59,49,55,45,36,69,38,25,41,36,28,24,104
E02001615,3630,25,25,30,30,15,30,25,30,20,20,35,30,30,40,25,35,40,30,30,20,25,20,20,35,20,25,30,35,40,30,30,35,30,30,40,25,40,30,40,45,55,29,40,30,30,35,35,40,50,45,65,64,55,50,81,56,40,65,60,64,55,65,45,50,51,45,49,51,50,70,67,62,45,55,76,57,60,76,39,45,34,30,51,25,25,35,26,26,10,21,55
E02001616,3757,45,25,45,45,30,35,40,30,50,40,35,40,40,40,25,40,50,65,40,35,35,46,30,49,35,35,35,60,45,45,40,40,35,50,46,45,40,60,44,50,40,50,50,35,62,45,40,45,30,51,60,55,55,53,44,45,55,60,45,63,45,45,40,44,40,40,30,30,40,55,25,45,40,35,65,41,35,36,39,40,46,29,35,40,15,30,26,5,15,15,48
E02001617,3186,58,36,50,51,55,50,40,55,63,50,56,55,50,55,45,40,44,45,40,20,20,19,30,30,35,40,45,35,55,55,40,45,51,75,56,51,45,50,35,35,40,35,40,30,35,35,35,35,56,51,45,60,45,35,50,50,35,25,35,25,35,25,49,30,24,20,20,10,15,30,15,20,15,15,20,15,25,15,15,14,15,15,15,10,15,10,10,16,5,16,30
E02001618,4931,33,35,45,45,50,50,55,60,60,61,60,55,70,65,75,55,65,65,45,35,45,34,45,25,35,45,40,40,35,50,55,60,55,49,30,50,45,79,65,50,75,60,60,82,59,60,65,92,70,70,80,84,85,85,82,81,70,75,74,84,75,92,75,65,50,60,50,55,60,50,64,50,45,61,65,57,61,45,45,41,46,15,35,20,19,20,15,20,10,15,41
E02001619,5193,47,51,70,55,74,65,85,85,55,55,65,70,65,65,75,75,79,85,55,45,50,38,64,60,70,80,76,85,100,70,75,80,70,90,80,70,60,84,90,65,65,55,60,50,65,55,55,60,60,70,70,74,65,75,80,91,65,50,75,73,60,59,60,45,40,54,35,66,45,40,35,34,43,40,38,30,25,30,29,25,25,30,30,25,30,24,15,14,14,10,52
E02001620,3784,43,36,81,52,40,70,79,64,58,57,78,77,59,35,50,46,54,40,30,39,25,28,29,64,49,40,67,55,50,45,61,99,62,70,68,56,40,54,35,45,50,30,40,44,44,46,30,56,52,45,55,45,50,40,35,40,51,61,45,48,50,30,40,45,30,30,30,15,25,30,20,25,36,19,30,30,34,20,25,31,5,9,19,25,20,10,0,22,0,17,25
E02001621,3133,28,36,51,62,44,46,54,39,34,46,41,49,49,29,49,36,40,46,40,34,20,33,34,40,40,60,46,49,35,56,67,66,67,69,41,41,49,49,46,40,45,35,30,29,30,35,30,30,52,40,40,35,35,64,46,35,40,35,30,39,35,35,35,30,20,30,25,20,10,15,20,20,20,20,20,31,15,20,15,14,15,10,9,10,15,15,14,5,5,10,19
E02001622,4592,50,35,50,55,60,70,70,60,64,76,60,59,69,45,55,45,64,60,30,45,50,47,72,50,65,55,76,55,65,90,75,85,86,65,66,50,65,65,65,65,59,40,71,45,40,40,50,50,55,60,55,60,60,60,60,60,55,55,70,45,59,40,69,45,30,25,40,35,49,35,35,25,25,40,50,36,30,50,24,30,25,30,41,24,24,20,25,10,15,10,72
E02001623,4229,57,35,45,45,63,55,50,45,55,55,55,60,70,68,65,66,77,79,68,63,52,43,52,68,79,40,56,45,84,50,50,50,62,69,56,67,55,50,45,55,55,56,44,63,49,45,50,76,56,50,75,50,40,60,40,60,54,45,45,40,55,39,39,34,46,28,45,20,30,25,40,44,36,25,30,39,20,15,19,24,15,25,10,25,19,25,16,14,16,17,37
E02001624,4650,54,46,66,50,59,50,55,50,63,56,56,49,45,53,49,61,54,45,58,35,41,50,60,58,58,60,66,65,65,81,71,65,73,84,77,66,69,73,50,50,55,61,71,49,54,56,60,55,51,50,80,44,71,80,65,70,73,55,78,44,60,49,59,49,35,45,49,45,45,30,35,45,40,35,45,40,31,52,39,25,45,29,42,20,21,32,6,12,6,6,20
E02001625,4171,47,51,55,62,72,45,50,65,69,55,66,59,50,50,60,50,64,56,35,30,30,57,39,54,53,65,55,55,60,65,60,66,51,70,62,72,64,45,55,60,55,65,50,45,40,40,35,40,76,55,40,45,71,60,55,45,61,35,50,60,45,35,49,35,56,40,34,40,29,25,34,35,36,30,40,30,51,36,30,28,15,24,16,19,10,15,10,15,14,6,37
E02001626,3073,28,40,40,30,40,25,40,20,40,30,30,30,30,40,45,35,35,35,40,20,25,5,24,20,35,30,45,45,35,30,35,50,41,50,40,30,40,40,30,40,50,35,55,30,40,35,45,45,46,44,65,50,35,55,50,35,50,30,40,50,55,30,49,25,51,46,40,24,35,25,35,25,30,31,30,20,31,25,20,19,20,30,19,15,15,10,5,15,10,16,24
E02001627,3032,23,20,20,30,35,40,30,30,25,35,25,25,35,30,15,25,20,20,30,20,34,42,35,30,54,69,66,60,65,70,56,55,40,65,62,55,50,40,45,55,50,30,46,35,43,35,40,40,45,40,45,45,45,45,40,40,25,50,35,45,35,45,35,30,35,25,14,35,30,15,20,20,25,35,25,20,25,25,15,15,10,5,10,15,5,15,10,9,10,9,10
E02001628,3257,51,47,40,47,40,60,50,45,63,66,63,52,60,62,55,41,53,52,48,47,46,37,37,44,43,50,45,40,55,50,56,40,40,65,51,63,45,43,50,35,45,56,66,39,40,52,40,46,40,30,39,40,30,45,30,30,20,20,25,30,25,15,15,20,20,25,20,25,15,25,30,20,14,25,15,10,15,20,10,20,10,10,15,25,10,10,11,12,10,0,20
E02001629,3262,48,40,50,36,53,50,60,60,35,40,45,48,40,44,45,41,39,30,43,39,38,28,43,34,38,25,45,60,50,66,61,45,40,50,51,40,45,45,40,35,40,56,35,34,34,36,30,41,42,30,35,35,51,40,56,45,39,40,50,45,25,35,48,20,15,35,30,20,35,20,20,15,25,25,25,15,15,32,20,34,20,15,26,24,10,11,17,5,6,0,40
E02001630,4583,58,88,66,79,71,70,75,70,81,78,78,67,93,62,70,72,77,90,90,62,66,56,60,53,63,50,56,70,85,77,76,71,72,88,69,89,69,59,60,60,65,57,61,63,62,50,55,45,51,56,55,55,60,45,40,40,45,35,35,30,40,30,48,30,25,25,30,41,25,35,29,25,14,20,15,30,25,15,9,20,15,20,25,15,9,15,15,17,6,12,52
E02001631,3916,24,40,45,30,40,25,50,25,40,51,30,35,40,40,45,35,45,35,40,35,20,24,43,35,49,35,40,45,55,60,66,45,46,80,60,55,50,60,55,65,50,55,55,45,40,50,55,50,40,65,60,65,60,65,45,65,65,64,55,74,66,60,40,45,30,25,35,50,35,25,35,30,40,40,50,35,40,40,35,40,20,35,25,25,19,18,15,20,27,15,40
E02001632,5961,107,126,128,99,121,111,99,94,96,98,108,107,119,120,98,92,107,88,78,63,62,84,104,125,126,99,116,109,105,96,113,107,110,114,107,94,99,91,85,96,59,87,81,77,50,92,65,61,61,55,70,60,50,50,46,50,50,40,40,39,50,45,20,50,30,25,30,35,30,25,25,20,20,20,25,20,10,20,15,10,15,14,10,15,16,9,12,5,6,5,45
E02001633,3943,32,35,35,40,40,45,35,40,40,45,40,35,35,40,40,35,50,35,35,25,30,24,25,35,35,30,30,35,35,30,20,40,45,40,45,35,55,59,55,45,45,50,35,30,40,45,40,30,55,60,75,53,55,60,55,56,55,45,83,60,70,65,50,70,56,45,55,63,50,45,39,48,49,54,66,34,73,46,39,40,46,25,30,40,29,29,31,24,30,14,56
E02001634,4517,39,55,50,45,45,45,35,40,35,35,45,35,35,30,20,15,35,30,35,30,44,41,59,50,80,80,113,95,100,106,106,111,113,90,97,66,88,88,80,70,70,81,60,45,50,40,50,40,50,76,35,85,30,50,35,60,77,55,55,50,65,65,35,50,40,40,50,44,35,30,45,45,35,45,40,30,40,29,30,20,15,25,10,20,25,20,15,15,15,0,39
E02001635,3049,23,25,35,30,35,30,25,20,30,35,30,40,30,45,30,25,30,30,30,15,35,20,29,30,25,25,25,40,40,20,35,45,35,35,56,35,45,35,50,40,40,50,35,25,30,25,45,35,35,35,40,50,50,50,50,40,40,40,39,45,35,35,35,35,40,41,25,35,30,30,30,30,41,29,30,24,46,40,30,36,24,30,30,30,20,26,25,32,10,15,38
E02001636,4553,46,50,55,61,64,65,55,55,45,45,45,50,50,54,45,45,40,35,98,188,111,76,96,89,93,99,70,85,89,65,87,81,92,85,77,60,64,59,76,60,50,60,40,50,30,45,45,40,35,45,60,55,35,45,50,44,45,44,50,35,40,50,35,35,25,35,25,34,30,49,29,30,30,40,23,25,24,25,25,25,20,24,15,24,20,10,20,9,15,5,49
E02001637,4341,66,67,88,89,77,71,69,73,69,77,88,67,79,72,93,79,72,93,77,81,81,61,66,52,57,59,84,59,55,70,66,67,79,73,57,84,78,62,72,70,55,63,61,48,40,36,55,57,71,66,55,40,45,35,35,40,35,25,29,35,30,25,20,20,25,20,30,31,25,25,5,15,14,31,5,5,25,15,15,20,15,18,10,5,9,10,11,10,6,6,15
E02001638,2842,31,25,25,15,25,20,15,15,20,10,15,20,10,10,15,10,15,15,10,55,231,299,239,175,106,70,77,50,50,50,56,46,62,30,46,45,35,25,25,30,25,35,15,30,25,15,15,10,20,25,20,15,15,25,15,20,25,15,10,15,25,20,19,15,20,20,10,15,9,15,20,20,10,15,15,15,0,10,4,5,10,5,0,5,0,5,0,5,0,0,17
E02001639,2965,21,30,25,30,20,30,25,35,30,35,20,25,20,30,25,20,20,25,20,15,43,71,71,52,59,83,77,80,65,66,66,55,46,55,46,46,45,55,40,30,40,25,35,45,39,30,35,30,35,35,20,45,35,35,20,30,25,20,30,35,25,30,39,25,25,25,20,20,30,15,15,15,30,25,30,25,25,25,19,14,25,20,15,15,19,19,10,5,9,4,51
E02001640,3966,25,30,25,20,20,35,25,25,25,30,20,25,30,15,35,20,25,20,25,88,401,526,432,220,151,83,71,45,60,30,50,40,40,45,40,35,30,35,35,30,30,30,25,30,29,25,25,21,25,15,30,20,30,20,25,25,30,30,20,15,25,15,15,15,25,25,25,20,20,25,15,20,10,10,15,15,15,26,15,0,5,10,5,5,5,11,12,11,4,10,75
E02001642,5097,64,61,50,73,64,65,40,50,54,50,56,49,45,55,55,35,59,50,59,63,48,71,72,72,64,79,81,89,75,91,96,56,82,94,77,71,65,78,60,60,65,88,82,73,49,60,65,60,55,55,65,69,76,89,65,65,55,65,64,73,65,60,45,40,40,35,45,40,40,39,50,33,40,44,55,41,45,38,45,24,40,45,35,30,24,21,35,9,10,16,52
E02001643,3189,25,30,25,25,34,30,35,30,35,46,35,49,45,54,30,35,45,30,30,20,15,28,28,25,25,20,10,20,10,30,20,15,25,20,41,25,45,30,25,25,50,51,55,40,44,51,60,45,45,35,45,50,61,40,35,45,45,50,49,54,45,45,40,40,46,35,45,35,50,44,29,34,40,46,62,41,30,25,35,35,26,20,31,25,30,27,10,20,9,12,57
E02001646,3795,18,5,15,5,15,15,10,15,25,20,20,25,15,30,15,25,25,30,103,339,415,417,279,121,121,88,71,35,30,61,25,40,25,40,35,25,30,25,30,25,25,15,20,25,10,15,30,20,25,40,20,30,35,35,20,15,25,25,25,30,30,25,35,25,20,20,15,20,15,40,20,25,30,15,20,20,20,15,19,14,5,20,15,15,10,15,16,11,9,5,38
E02001647,3245,31,31,40,62,44,35,50,40,35,35,30,34,30,39,45,35,30,25,35,25,24,37,28,25,40,35,25,40,40,40,57,50,26,45,52,41,35,39,30,45,34,30,41,20,39,25,30,41,51,45,45,64,50,40,45,45,45,50,35,44,40,30,30,30,36,24,34,41,35,45,34,30,41,35,30,40,41,47,20,25,20,35,24,23,19,21,10,20,21,6,54
E02001648,4139,28,20,30,10,30,25,20,30,25,36,36,39,25,25,40,41,43,31,197,754,208,57,39,49,48,45,35,30,35,25,25,25,25,30,30,40,40,48,36,30,35,52,40,30,44,41,40,47,57,50,55,44,40,45,30,45,40,40,40,47,46,35,34,30,35,36,30,46,35,35,44,30,36,36,30,30,36,26,25,20,15,10,20,15,16,10,12,18,18,18,65
E02001649,5672,67,72,71,88,80,80,65,95,74,97,81,94,94,74,65,76,69,96,64,45,59,42,63,102,92,85,93,94,90,106,119,92,98,104,125,93,85,83,90,80,79,50,65,89,73,55,74,80,65,76,80,70,55,80,60,60,71,80,50,79,50,65,55,50,55,49,35,45,40,25,45,30,40,29,35,35,25,30,30,35,20,29,24,15,5,14,0,4,5,0,20
E02001650,4514,23,35,35,40,40,35,30,40,20,45,25,35,35,35,30,20,30,35,167,511,372,298,241,156,146,119,132,94,80,75,65,60,61,55,60,60,60,44,40,45,40,45,35,35,20,35,35,30,35,25,20,20,25,35,44,20,25,25,25,25,15,25,25,10,15,20,15,10,15,20,10,15,15,20,5,5,10,5,15,5,5,5,15,5,10,5,5,10,0,5,46
E02001651,4146,28,20,25,50,44,55,45,50,49,45,66,60,55,49,55,50,55,41,40,20,20,24,24,30,15,15,20,15,25,25,15,30,25,35,35,35,40,50,45,60,60,65,66,64,44,60,55,50,45,56,65,59,71,65,71,39,66,65,64,59,60,71,67,55,50,45,60,62,76,50,54,62,54,74,70,46,45,61,39,35,35,35,31,35,19,26,37,26,15,11,66
E02001652,6013,48,50,35,50,30,45,45,45,40,35,40,35,45,40,40,30,35,35,187,616,628,483,336,283,172,167,143,143,105,127,100,106,103,80,76,71,64,50,55,65,55,60,55,45,43,30,35,30,15,35,25,30,30,25,40,35,45,25,25,25,15,20,25,20,30,20,15,15,25,20,20,15,15,24,15,15,5,5,5,14,9,5,10,5,5,5,5,15,5,5,15
E02001653,3785,49,68,40,50,45,45,30,55,40,50,40,45,45,50,45,30,40,39,30,49,58,52,62,73,77,80,83,74,80,60,76,76,78,80,78,72,59,59,66,60,54,40,60,44,48,35,35,44,35,35,55,40,55,40,41,38,51,35,45,40,20,40,29,29,41,35,30,25,15,20,10,33,20,29,30,29,25,15,20,20,15,15,10,15,10,10,5,5,5,4,18
E02001654,3214,33,20,25,25,30,35,20,40,39,30,30,35,25,49,40,41,45,40,20,30,25,24,19,30,34,40,30,45,40,40,61,45,40,50,41,25,45,20,40,50,30,25,30,25,40,20,25,35,40,35,55,50,56,60,40,56,45,45,40,50,45,45,39,55,35,36,35,20,20,35,25,35,24,41,40,41,25,34,35,29,27,35,40,35,32,14,21,21,20,14,63
E02001655,3970,63,46,51,52,45,55,45,45,45,45,45,50,45,49,55,30,40,40,40,30,49,28,43,45,49,55,66,70,80,55,67,51,68,55,61,45,55,50,40,45,45,45,30,30,30,35,50,61,40,50,60,59,60,60,55,70,50,50,50,55,45,40,40,44,36,35,45,35,45,30,44,35,46,45,45,40,20,25,20,30,30,45,26,20,20,10,10,5,14,10,57
