msoa,staff/owner,staff/owner's relative,temporary/visiting
E02004589,0,0,0
E02004590,0,0,1
E02004591,0,0,0
E02004592,0,0,0
E02004593,0,1,5
E02004594,0,0,1
E02004595,11,0,0
E02004596,22,0,0
E02004597,0,0,0
E02004598,0,0,4
E02004599,1,0,0
E02004843,0,0,0
E02004844,0,0,0
E02004845,2,0,0
E02004846,0,0,4
E02004847,0,0,0
E02004848,0,0,0
E02004849,0,0,0
E02004850,0,0,0
E02004851,0,0,0
E02004852,0,1,1
E02004853,0,0,1
E02004854,0,0,0
E02004855,0,0,4
E02004856,13,0,7
E02004857,2,0,3
E02004858,0,0,0
E02004859,32,0,1
E02004860,0,0,0
E02004861,1,0,0
E02004862,0,0,0
E02004863,0,1,0
E02004864,0,0,0
E02004865,0,0,0
E02004866,0,0,0
E02004867,0,0,1
E02004868,34,0,0
E02004869,0,0,1
E02004870,0,3,7
E02004871,0,0,0
E02004872,0,0,0
E02004873,0,0,1
E02004874,1,5,0
E02004875,0,0,1
E02004876,5,7,39
E02004877,3,0,0
E02004878,0,0,0
E02004880,1,0,1
E02004881,1,0,0
E02004882,10,2,4
E02004883,18,4,1
E02004884,0,0,0
E02004885,0,0,0
E02004886,12,1,0
E02004887,3,0,0
E02004888,0,0,0
E02004889,0,0,0
E02004890,0,0,0
E02004891,0,0,2
E02004892,0,0,0
E02004893,0,0,0
E02004894,0,0,1
E02004895,30,2,16
E02004896,0,0,0
E02004897,0,0,0
E02004898,6,0,0
E02004899,29,0,5
E02004900,1,0,0
E02004901,8,1,1
E02004902,0,0,0
E02004903,0,0,1
E02004904,0,0,2
E02004905,34,10,7
E02004906,0,0,28
E02004907,4,0,0
E02004908,1,0,0
E02004909,1,0,1
E02004910,0,0,0
E02004911,0,0,0
E02004912,0,0,3
E02004914,0,0,2
E02004915,0,0,0
E02004916,6,4,1
E02004917,0,0,0
E02004918,0,0,0
E02004919,0,0,0
E02004920,1,4,1
E02004921,0,0,0
E02004922,5,0,0
E02004923,2,0,1
E02004924,0,0,0
E02004925,2,1,1
E02004926,0,8,0
E02004927,6,0,0
E02004928,0,0,0
E02004929,0,0,0
E02004930,0,0,0
E02004931,0,0,0
E02004932,15,0,0
E02004933,0,0,0
E02004934,7,0,2
E02004935,1,2,24
E02004936,0,0,0
E02004937,0,1,1
E02004939,8,0,0
E02004940,6,1,0
E02004941,0,0,0
E02004942,0,0,0
E02004943,0,0,0
E02004944,0,0,0
E02004945,0,0,45
E02004946,0,0,2
E02004948,0,0,0
E02004949,0,1,9
E02004950,0,0,1
E02004951,0,0,12
E02004952,0,0,0
E02004953,0,0,0
E02004954,0,0,3
E02004955,0,0,0
E02004956,0,0,0
E02004957,0,2,0
E02004958,0,0,0
E02004959,1,0,1
E02004960,0,0,0
E02004961,0,0,0
E02004962,0,0,0
E02004963,0,0,0
E02004964,0,0,0
E02004965,0,0,0
E02004966,4,0,14
E02004967,0,0,0
E02004968,0,0,0
E02004969,0,0,0
E02004970,0,0,0
E02004971,0,0,0
E02004972,0,0,0
E02004973,0,0,0
E02004974,0,3,0
E02004975,2,0,0
E02004976,0,0,45
E02004977,0,0,0
E02004978,1,0,0
E02004979,0,0,0
E02004980,0,0,0
E02004981,0,0,0
E02004982,0,0,0
E02004983,0,0,0
E02004984,0,0,0
E02004985,0,0,0
E02004986,0,0,0
E02004987,0,0,1
E02004988,0,1,1
E02004989,2,0,34
E02004990,0,9,5
E02004991,0,0,1
E02004992,2,0,35
E02004994,8,0,1
E02004995,0,0,0
E02005503,3,0,0
E02005504,0,2,0
E02005505,0,0,0
E02005506,0,0,0
E02005507,0,0,0
E02005508,0,0,0
E02005509,2,2,1
E02005510,1,2,0
E02005511,0,0,0
E02005512,0,2,26
E02005513,0,0,0
E02005514,0,0,0
E02005515,0,0,0
E02005516,1,0,0
E02005517,0,0,0
E02005518,2,0,0
E02005519,0,0,0
E02005520,0,0,0
E02005521,0,0,0
E02005522,0,1,0
E02005523,0,0,0
E02005524,0,0,0
E02005525,5,4,0
E02005526,2,1,0
E02005527,0,0,0
E02005528,0,0,0
E02005529,0,0,0
E02005530,0,0,0
E02005531,0,0,0
E02005532,0,0,0
E02005533,4,0,0
E02005534,0,0,0
E02005535,0,0,0
E02005536,33,0,0
E02005537,0,1,0
E02005538,9,4,8
E02005539,0,0,0
E02005540,0,0,0
E02005541,5,0,0
E02005542,16,24,2
E02005543,28,11,18
E02005544,3,0,0
E02005545,0,0,0
E02005546,0,0,0
E02005547,2,0,0
E02005548,0,0,0
E02005549,1,0,0
E02005550,0,0,0
E02005551,11,5,0
E02005552,4,0,1
E02005553,0,0,0
E02005554,0,0,0
E02005555,2,0,0
E02005556,0,0,0
E02005557,0,0,13
E02005558,6,5,10
E02005559,1,0,1
E02005560,6,0,0
E02005561,0,0,2
E02005562,0,3,0
E02005563,0,4,0
E02005564,0,4,0
E02005565,0,0,0
E02005566,0,0,0
E02005567,0,0,0
E02005568,0,3,0
E02005569,0,1,0
E02005570,3,0,0
E02005571,4,0,2
E02005572,2,1,1
E02005573,12,0,3
E02005574,3,0,3
E02005575,6,0,0
E02005576,1,0,1
E02005577,1,0,0
E02005578,1,0,0
E02005580,0,0,2
E02005581,1,1,8
E02005582,0,0,0
E02005583,0,1,0
E02005584,1,1,0
E02005585,1,0,6
E02005586,1,0,0
E02005587,0,7,25
E02005588,0,0,0
E02005589,0,0,2
E02005592,0,0,0
E02005593,2,7,36
E02005594,1,0,4
E02005595,0,0,1
E02005596,1,0,0
E02005598,0,0,0
E02005599,0,2,4
E02005600,12,2,4
E02005601,0,0,0
E02005602,5,1,0
E02005603,0,0,0
E02005604,0,0,0
E02005605,0,0,0
E02005606,0,0,0
E02005607,0,0,0
E02005608,0,1,2
E02005609,0,0,0
E02005610,1,1,0
E02005611,1,1,1
E02006227,9,6,0
E02006228,0,0,0
E02006229,0,1,1
E02006230,3,0,0
E02006231,0,1,0
E02006232,0,0,0
E02006233,0,0,1
E02006234,0,0,0
E02006235,0,0,0
E02006236,0,1,0
E02006237,20,22,3
E02006238,0,0,0
E02006239,3,0,23
E02006240,0,0,3
E02006241,0,0,6
E02006242,2,0,0
E02006243,20,0,2
E02006245,2,0,1
E02006246,2,9,1
E02006247,0,0,0
E02006248,0,0,13
E02006249,0,0,1
E02006250,1,8,0
E02006251,1,0,18
E02006252,5,0,0
E02006253,1,0,0
E02006254,2,4,1
E02006255,0,0,1
E02006256,1,0,0
E02006257,0,0,0
E02006258,0,0,0
E02006259,5,10,1
E02006260,0,0,0
E02006261,0,0,1
E02006262,0,0,0
E02006263,0,0,0
E02006264,0,0,0
E02006265,0,0,0
E02006266,0,0,0
E02006267,0,0,0
E02006268,2,0,0
E02006269,3,0,0
E02006270,0,0,3
E02006271,5,1,12
E02006272,0,0,0
E02006273,0,0,0
E02006274,6,0,2
E02006275,1,0,0
E02006276,1,1,6
E02006277,0,0,0
E02006278,0,0,9
E02006279,0,0,0
E02006280,22,4,2
E02006281,0,0,0
E02006282,3,0,0
E02006283,5,4,70
E02006284,0,0,0
E02006285,1,0,0
E02006286,0,0,0
E02006287,0,0,0
E02006288,8,2,1
E02006289,2,0,0
E02006290,18,3,1
E02006291,0,0,0
E02006292,1,0,0
E02006293,9,6,28
E02006294,1,0,0
E02006295,0,0,0
E02006296,0,0,0
E02006297,1,0,1
E02006298,0,3,0
E02006299,0,0,0
E02006300,0,0,0
E02006301,1,0,0
E02006302,0,0,0
E02006303,0,0,0
E02006304,2,0,0
E02006305,0,0,0
E02006306,0,0,1
E02006307,0,0,0
E02006308,0,8,6
E02006309,0,0,0
E02006310,0,0,0
E02006311,1,2,0
E02006312,0,0,0
E02006313,0,0,0
E02006314,0,0,0
E02006315,6,0,0
E02006316,1,0,0
E02006825,0,0,0
E02006826,1,0,0
E02006859,0,0,0
E02006873,0,0,0
E02006874,0,0,0
E02006877,0,0,1
E02006878,0,0,0
E02006907,1,4,15
E02006908,1,0,0
E02006922,0,0,0
E02006926,0,0,0
E02006937,0,0,0
E02006938,0,0,31
E02006978,3,2,38
E02006979,2,0,1
E02006980,0,0,0
E02006981,0,0,0
E02007004,0,0,1
E02007005,0,0,0
E02007010,0,0,0
E02007011,0,0,0
E02007032,1,0,1
E02007033,0,1,0
E02007052,5,0,9
E02007053,2,0,19
E02007054,0,0,0
E02007055,0,0,0
E02007056,0,0,0
E02007057,0,1,2
E02007085,1,0,2
E02007086,3,0,0
E02007087,24,7,26
E02007088,0,0,0
E02007089,0,3,0
E02007090,1,0,5
E02007091,0,0,0
E02007092,0,0,1
E02007093,0,0,0
