msoa,all_ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
E02001747,3279,19,25,40,35,34,35,30,30,35,30,35,25,15,25,20,35,30,25,25,10,15,10,20,25,20,15,20,25,25,20,30,30,35,40,35,40,30,36,45,35,55,40,45,30,39,25,48,30,43,44,35,40,61,30,45,50,58,62,45,35,40,55,44,50,43,48,44,40,60,39,43,52,46,63,61,41,36,43,40,29,43,44,32,42,26,26,28,31,25,27,69
E02001748,4382,47,51,56,56,39,55,59,58,44,68,59,44,60,61,51,68,45,51,50,36,25,41,46,40,40,30,54,51,51,72,68,71,71,73,71,81,76,66,71,66,68,64,86,61,74,69,59,64,60,74,84,64,76,50,74,53,40,45,55,50,55,50,45,35,50,45,35,50,40,35,30,35,44,49,40,25,23,25,20,10,15,15,20,15,10,15,5,5,10,5,34
E02001749,3277,23,25,35,25,34,35,25,25,20,45,25,35,30,25,45,25,30,41,35,21,20,25,20,35,45,25,35,40,35,39,35,30,40,30,35,50,40,46,61,35,45,40,45,35,35,40,44,40,44,40,30,40,45,30,49,63,45,44,55,56,54,56,57,40,40,39,55,45,35,30,44,57,52,59,62,24,32,25,25,24,20,20,10,24,15,25,20,20,14,23,41
E02001750,3520,23,25,30,40,44,30,25,35,39,35,40,40,40,35,35,35,40,40,30,26,20,30,15,25,20,25,30,25,35,30,30,35,40,35,30,45,40,52,56,45,49,39,60,46,49,40,45,52,45,45,60,60,45,35,50,50,53,44,61,45,45,50,39,55,45,40,50,50,44,44,38,45,51,58,62,37,30,30,35,29,31,38,29,37,21,25,24,14,23,17,61
E02001751,3468,37,30,40,40,44,35,39,39,43,45,30,30,35,40,30,39,35,30,25,26,25,36,20,31,45,47,34,45,51,48,50,30,52,54,50,40,50,46,40,56,54,54,55,30,49,39,43,39,44,44,45,50,50,63,54,53,50,39,40,55,40,35,47,56,43,40,40,35,40,56,39,25,36,30,35,37,30,19,20,23,10,25,15,20,16,24,19,8,16,18,59
E02001752,3377,32,35,35,35,35,45,43,39,39,49,50,40,50,61,45,39,34,46,48,37,25,25,36,36,35,39,34,40,47,34,45,46,63,50,55,46,51,63,41,57,50,35,40,35,39,50,43,43,54,53,40,60,46,40,50,45,44,39,36,35,39,25,35,35,29,43,20,30,40,39,25,30,29,25,35,33,41,25,20,19,15,30,15,24,19,16,14,16,9,6,14
E02001753,3209,18,25,15,25,30,35,30,25,30,40,30,40,25,30,30,20,20,30,25,20,20,15,20,20,30,20,40,45,35,34,25,51,20,40,40,20,35,50,45,50,50,50,45,45,35,45,44,40,45,55,55,45,40,40,30,40,55,59,51,45,45,35,49,50,35,59,40,50,35,39,35,61,40,39,72,40,35,34,29,20,30,20,24,19,26,15,19,21,18,14,49
E02001754,2982,31,25,25,20,20,15,20,25,35,20,20,25,25,25,25,30,15,31,25,15,10,20,25,30,25,29,25,35,30,35,48,30,41,30,55,35,51,35,40,40,45,40,30,30,35,40,40,44,30,40,45,50,40,35,40,50,55,55,45,35,50,50,44,45,45,45,50,45,35,30,35,30,30,39,29,30,35,34,35,30,20,24,19,24,20,20,20,15,18,11,60
E02001755,5037,46,61,71,66,67,74,57,59,45,65,45,55,60,55,50,45,60,45,35,36,25,41,35,46,40,61,48,50,71,73,78,77,72,74,70,92,87,88,65,70,82,80,65,66,45,54,69,78,64,73,65,70,61,89,69,64,73,73,66,70,76,60,59,60,54,54,64,50,55,45,44,51,51,45,51,33,37,35,46,33,26,19,29,28,26,20,14,22,13,21,80
E02001756,4822,46,51,56,67,57,55,57,63,50,50,39,59,45,70,51,48,49,40,35,31,29,47,36,46,61,67,77,71,66,87,97,97,103,75,90,82,92,88,81,76,73,65,55,65,55,55,54,54,49,49,59,50,70,72,55,70,52,71,64,71,55,61,54,70,54,59,34,50,35,49,39,35,25,44,50,33,24,34,18,29,21,25,25,20,27,15,20,22,10,17,73
E02001757,3062,19,30,30,25,30,35,25,25,25,25,20,25,30,25,20,30,35,35,20,5,25,20,20,30,25,35,28,35,47,25,35,40,35,35,40,30,35,36,45,35,25,40,30,25,40,30,44,40,35,35,45,35,50,51,54,50,67,58,51,50,61,50,44,55,40,30,45,50,45,30,49,36,46,40,62,34,26,30,30,20,21,20,19,23,27,15,15,20,12,9,33
E02001758,2924,24,20,30,20,24,35,28,24,43,30,39,40,40,25,41,27,34,20,25,20,23,32,26,26,30,41,24,25,25,29,35,41,30,39,46,41,46,40,35,51,43,35,40,35,25,30,35,44,35,39,40,30,30,51,38,35,44,44,30,41,30,35,57,56,48,39,49,39,61,43,40,50,36,30,47,32,32,25,25,14,26,15,15,15,12,0,9,6,0,0,20
E02001759,3052,30,25,25,35,30,20,34,25,25,30,25,20,15,25,35,25,25,35,30,21,20,15,31,31,41,39,43,40,41,58,45,45,45,50,50,46,67,41,35,35,40,45,30,20,30,55,39,34,30,35,25,35,45,35,40,40,44,55,46,41,51,50,44,50,25,40,30,45,30,34,48,40,25,40,35,30,31,25,20,20,21,20,29,14,20,20,15,15,12,10,46
E02001760,4113,50,51,50,55,44,60,68,54,54,59,57,59,66,61,50,49,55,51,49,37,47,49,43,62,71,58,65,60,62,68,55,62,62,65,86,70,51,67,55,45,59,55,39,51,45,45,45,54,48,53,60,60,55,63,53,64,65,49,46,67,40,45,44,49,54,45,40,25,20,30,25,25,14,30,25,24,20,29,24,24,4,15,5,9,19,10,10,3,0,12,36
