msoa,centroid_easting,centroid_northing,station,station_easting,station_northing,postcode,station_postcode_distance,distance_to_msoa_centroid
E02000295,530278.7318,195058.3485,Southgate,529666.75,194277.5,N14 5BH,8.17817311868595e-06,0.9906292259581692
E02000850,530122.3674,164827.113,Waddon Marsh Tram ,531045.0,165949.0,CR9 4PB,8.882660721675708e-06,1.4503590789851624
E02000059,521959.7472,188207.798800001,Hendon Central,522962.5,188632.0,NW4 3AB,3.795079894510976e-07,1.085917252296044
E02006953,521846.2469,189967.3947,Colindale,521320.0,189954.0,NW9 5HR,4.092260379449099e-06,0.5248457814348343
E02000929,526772.0816,175662.8498,Parsons Green,525029.25,176687.25,SW6 4DD,7.565482327436909e-06,2.017020726097957
E02000327,543362.9128,177681.3901,Woolwich Arsenal DLR,543732.0,178850.66666666666,SE186EU,4.190501308646207e-06,1.2252572137964979
E02000797,515899.9051,173266.488399999,Richmond Underground,518100.0,175175.0,TW9 2NB,3.919851367224239e-06,2.906991009669246
E02000731,542322.8936,183716.800000001,East Ham,542355.75,184231.0,E6  1JD,4.252078110610054e-06,0.5150057943722872
E02004404,554689.8853,134630.3484,Eridge (Spa Valleyway),554277.5,134505.0,TN3 9LD,1.923810825394311e-06,0.42977128203562903
E02000970,528371.9415,181591.1732,Bond Street,528511.0714285714,181107.2142857143,W1N 0AA,3.026833217861727e-06,0.5032762688672411
E02000810,534068.8793,179395.8474,Bermondsey,534504.5,179455.5,SE164PP,7.4080764800937035e-06,0.4383721204953836
E02000548,508863.2728,173617.168500001,Heathrow Terminal 4,508110.5,174470.5,TW6 3YD,7.942974518894893e-06,1.136298138616577
E02000201,534356.6653,168444.3303,Harrington Road Tram ,535012.5,168516.0,SE254NF,9.527225512985492e-06,0.657761539424486
E02000211,536112.065,166900.0595,Arena Tram ,535215.3333333334,167542.0,CR0 7YJ,1.6551332617042316e-05,1.1005451887086957
E02000039,521654.3781,192224.0098,Burnt Oak,520324.5,190743.0,HA8 0LA,6.141651723343125e-06,1.9872628824994385
E02000311,531762.294,192139.681,Wood Green,531010.5,190419.0,N22 5JR,4.033835712247264e-06,1.8760769287216355
E02000287,528047.6689,196345.614700001,Cockfosters,528120.25,196369.875,EN4 0DZ,1.0906159112853796e-05,0.07631505395488397
E02004268,402478.7885,78902.8572000004,Swanage (Swanageway),402908.5,78915.0,BH191HB,2.4190699413028363e-06,0.42870250362723417
E02000353,533505.7534,186404.8869,Manor House,532051.1428571428,187482.64285714284,N4  1BZ,9.150657595129307e-06,1.8066939564210562
E02000314,545499.7528,180081.665999999,Gallions Reach,543872.5,180914.0,E16 2UB,1.0191273122909347e-05,1.8232818702384794
E02000491,551373.85,183214.703199999,Dagenham East,550296.5,185030.5,RM108AA,3.1477086502440736e-06,2.109050126438754
E02000639,530060.387,173700.8826,Clapham South,528806.5,174270.5,SW129DU,4.432898006520459e-06,1.373758591814007
E02000502,509340.1752,186445.281500001,Ruislip,509485.5,187024.0,HA4 8LD,3.0190298445070526e-06,0.5963671690125503
E02000791,518199.7107,174477.964400001,Richmond Underground,518100.0,175175.0,TW9 2NB,3.919851367224239e-06,0.7038526226668367
E02000886,536634.5577,181084.2206,Limehouse,536140.5,181090.5,E14 7JE,2.437576047212517e-06,0.4926037980791296
E02000976,525849.5055,181001.007300001,swater,525850.5,180824.0,W2  4AJ,4.082412418996097e-06,0.17694067315784953
E02000960,527088.6671,183309.8389,St John's Wood,526744.0,183316.0,NW8 6DN,3.040314725725395e-06,0.34369028747994024
E02006899,406549.7906,287184.0956,Town Hall (Midlands Metro ),406657.0,286817.0,B1  1BH,6.815135643035366e-06,0.38221746915925886
E02000537,514243.4919,176636.772500001,Hounslow East,514233.5,176202.0,TW3 4AB,9.025968149544486e-06,0.43473252501110804
E02000910,537396.231,188868.615800001,Walthamstow Central Underground,537290.0,188980.0,E17 7LS,1.365659982428203e-06,0.15367326527477002
E02000824,534354.6314,177518.1723,Bermondsey,534504.5,179455.5,SE164PP,7.4080764800937035e-06,1.9422562453383443
E02000250,517391.3342,182132.2433,Hanger Lane,518530.75,182609.5,W5  1DL,6.442359729464995e-06,1.2320888672454007
E02000579,523715.4964,181382.686899999,Latimer Road,523772.5,180907.5,W11 1TF,6.9880863837553165e-06,0.4783982066992911
E02000926,526873.5308,176292.973999999,Fulham Broadway,525411.5,177225.0,SW6 1DJ,1.9124783126981347e-06,1.7300631268873123
E02000026,527520.2169,196144.023499999,Cockfosters,528120.25,196369.875,EN4 0DZ,1.0906159112853796e-05,0.6393816674959089
E02000772,546455.1028,187862.4079,Newbury Park,544948.5,188378.5,IG2 7RN,3.897607390811682e-07,1.588178246001444
E02000064,524816.3786,186337.861400001,Golders Green,525248.25,187478.0,NW117RN,1.2494329034496404e-05,1.2182569311822404
E02000418,529752.4085,189177.030200001,Highgate,528566.8333333333,188155.5,N6  5AA,1.067282682387344e-05,1.5618862341523345
E02000443,515150.5708,190244.456800001,Harrow & Wealdstone Underground,515420.0,189470.0,HA3 5BQ,6.818417636043392e-06,0.8194780373478384
E02003169,288837.8063,57566.4522999991,Churston (Paignton and Dartmouthway),289435.0,56290.0,TQ5 0LL,2.2127893697348977e-06,1.4082705058323832
E02003171,292007.3123,55133.3840999994,Churston (Paignton and Dartmouthway),289435.0,56290.0,TQ5 0LL,2.2127893697348977e-06,2.8134324519664142
E02000880,535067.871,181591.2291,Whitechapel Underground,534700.0,181850.0,E1  1AH,7.841116529546193e-06,0.44882588626349906
E02000382,522268.7036,178695.2105,Ravenscourt Park,522544.5,178710.75,W6  0UX,1.0490165993726754e-05,0.27541083291643215
E02000359,535923.2506,185548.507300001,Stratford International DLR,538136.3333333334,184833.0,E15 2ER,1.386574404656448e-05,2.319493664125927
E02000964,524910.6275,182503.3181,Westbourne Park,524921.0,181766.0,W11 1AB,5.274782293649609e-06,0.7371030564695881
E02000243,514731.6271,183423.222200001,Greenford Underground,514795.0,183910.0,UB6 8PU,8.281052895008539e-06,0.4906781709896367
E02000435,516207.1313,191834.0887,Stanmore,517575.6666666666,192581.5,HA7 4PD,2.0140514364346418e-06,1.5555467965698693
E02000744,540461.5144,181961.5965,Custom House,540757.75,180909.75,E16 3BB,1.2378810621839338e-05,1.0921155192789749
E02006787,536412.6068,168611.3923,Elmers End,535781.0,168411.0,BR3 5WA,1.4883287049167018e-05,0.6607662142305527
E02000094,520716.708,189129.0594,Colindale,521320.0,189954.0,NW9 5HR,4.092260379449099e-06,1.0206198913407014
E02000356,532827.571,185848.773700001,Arsenal,531355.0,186103.5,N5  1PH,8.385555992812796e-06,1.4900823513299983
E02000686,537301.44,171605.3484,Beckenham Junction Tram ,537372.5,169808.0,BR3 1HL,6.145412565856651e-06,1.7980105155739625
E02000403,531011.5891,190972.694499999,Wood Green,531010.5,190419.0,N22 5JR,4.033835712247264e-06,0.5534606004359394
E02000395,524535.1312,176166.8215,Putney Bridge,524504.5,175869.0,SW6 3PA,7.343223200124019e-06,0.2992664169026063
E02000346,532362.0368,187567.788799999,Manor House,532051.1428571428,187482.64285714284,N4  1BZ,9.150657595129307e-06,0.3214181070112064
E02000897,539136.8845,193167.6031,Woodford,540952.0,191776.75,IG8 7QE,4.467379043222655e-06,2.2821146867873017
E02000218,537279.9384,165209.100299999,Addington Village Tram ,537090.0,163758.0,CR0 5AR,1.9362433665916324e-05,1.462796339189733
E02000783,544153.8834,185150.361300001,Barking Underground,544421.0,184321.0,IG118TU,1.6689420656426668e-06,0.8707407843036131
E02000662,536115.663,175627.395300001,Deptford Bridge,537436.5,176890.5,SE8 4HP,8.612942858890848e-06,1.8241981196230728
E02000930,527507.0683,175622.0833,Clapham South,528806.5,174270.5,SW129DU,4.432898006520459e-06,1.871958927498598
E02000025,525945.485,196361.4102,High Barnet,525021.5,196172.75,EN5 5RP,3.8462375574283466e-06,0.9402946469837141
E02000944,524079.9698,173604.8489,Southfields,524735.5,173307.0,SW185RJ,1.160340713745356e-05,0.7182311695963158
E02000366,535704.5781,184225.971899999,Bethnal Green,534989.0,182726.25,E2  0ET,4.876935425999679e-06,1.660093017082821
E02000968,527035.8873,182138.0463,Edgware Road (Bakerloo line),527105.3333333334,181721.66666666663,NW1 5BZ,4.258729359148966e-06,0.4219423746489306
E02000536,513021.9541,176798.4528,Hounslow Central,513533.0,175962.5,TW3 4DQ,6.6708310601076115e-06,0.9788031969476559
E02000571,532282.0401,183829.4167,Angel,531467.0,183206.75,EC1V1NS,5.03660847892147e-06,1.0234985486646537
E02000710,527172.5045,168029.3826,Mitcham Tram ,527284.0,168097.0,CR4 4BG,1.020286280666016e-05,0.13009123504722067
E02000558,530974.0017,186528.455,Finsbury Park,531317.625,186749.375,N4  3FU,9.130969998872032e-06,0.40756763978470534
E02000980,529792.033,178701.3663,Pimlico,529676.6666666667,178335.3333333333,SW1V2PU,7.0925106888464215e-06,0.3835244659470632
E02000786,521374.9081,175896.776799999,Kew Gardens Underground,519182.0,176738.0,TW9 3QT,5.265407828420787e-06,2.3426228886963805
E02000692,524270.8485,170643.5999,Wimbledon Tram ,524823.5,170650.0,SW197NH,4.893071761114177e-06,0.5510393686868664
E02000013,547212.8404,184753.665999999,Becontree,547622.0,184529.5,RM9 4NU,1.2406033432052827e-05,0.4654219655354634
E02000668,539807.0193,174232.3104,Lewisham,538121.0,175855.75,SE135FS,7.481100338382185e-06,2.336566451082935
E02000655,535693.0749,177368.779200001,Deptford Bridge,537436.5,176890.5,SE8 4HP,8.612942858890848e-06,1.8027663413914279
E02000121,518143.1367,183856.106899999,Alperton,518036.5,183784.5,HA0 4GP,7.9359017348335e-06,0.12816315748163867
E02000044,520971.4503,191486.753900001,Burnt Oak,520324.5,190743.0,HA8 0LA,6.141651723343125e-06,0.9842099184155347
E02000433,517073.0159,192515.355900001,Stanmore,517575.6666666666,192581.5,HA7 4PD,2.0140514364346418e-06,0.5054913080532646
E02001901,403222.6838,284707.543199999,Edgbaston Village (Midland Metro ),405290.0,286010.0,B16 8PD,3.0031303884497417e-06,2.4381513249858284
E02000304,530050.3663,193342.965600001,Southgate,529666.75,194277.5,N14 5BH,8.17817311868595e-06,1.0094471735089139
E02000727,541360.7827,184245.304,Upton Park,541256.6666666667,183789.6666666667,E13 9AT,5.404489797666477e-06,0.4670973695060611
E02000178,524910.2034,184623.8883,Kilburn,524626.5,184636.0,NW6 7QL,3.858562311165506e-06,0.28311547435093865
E02003584,459471.6708,92476.2683000006,Smallbrook Junction (Isle of Wight Steamway,457735.0,90765.0,PO334BY,5.464243777340696e-05,2.434473159745587
E02006796,511471.5276,185599.6121,South Ruislip Underground,511094.0,185433.0,HA4 6TP,6.827677457009031e-06,0.4115970169140966
E02000434,518259.4749,191610.121200001,Canons Park,518190.5,191242.75,HA8 6QU,4.199000465095677e-06,0.3736047428540937
E02000575,531634.9834,182495.0283,Farringdon,531577.75,181870.0,EC1M5QR,3.4700214433661683e-06,0.6273628898121574
E02000622,531206.4469,177311.7991,Oval,531160.0,177579.75,SE115TW,8.644753936066839e-06,0.27182227581689705
E02000170,524902.0147,185379.9288,Kilburn,524626.5,184636.0,NW6 7QL,3.858562311165506e-06,0.792713546371102
E02000101,520039.9821,186585.836200001,Wembley Park,519364.8333333334,186319.8333333333,HA9 9AA,3.942245411965911e-06,0.7237234898436
E02006786,546009.5281,177846.4047,Woolwich Arsenal DLR,543732.0,178850.66666666666,SE186EU,4.190501308646207e-06,2.482703956559795
E02003167,288816.3051,60633.9877000004,Paignton (Paignton and Dartmouthway),288958.5,60601.0,TQ4 5EF,6.8093058504466684e-06,0.14556616547315282
E02000917,538156.1255,187157.0019,Leyton,538355.0,186068.5,E10 5QB,1.2483695557963257e-05,1.1059668258323567
E02000378,523617.6497,179598.988700001,Shepherd's Bush (Central Line),523749.25,179911.25,W12 8ND,5.170657805334791e-06,0.3385811290947468
E02006788,535002.4678,167655.652000001,Arena Tram ,535215.3333333334,167542.0,CR0 7YJ,1.6551332617042316e-05,0.24073233680055042
E02000506,506913.9259,184922.5627,Hillingdon,507595.0,185010.5,UB109NR,1.3189925473155515e-05,0.684727193760112
E02000488,553491.8905,185456.5603,Hornchurch,553949.5,186245.5,RM126LS,3.6277595064156303e-06,0.9109393789838345
E02000027,524320.1399,195577.629000001,High Barnet,525021.5,196172.75,EN5 5RP,3.8462375574283466e-06,0.9180052350317872
E02000565,532951.6973,185220.704,Highbury & Islington Underground,531615.0,184755.0,N5  1RE,2.3780560958452963e-06,1.4115717530035938
E02000437,515127.818,191040.163899999,Harrow & Wealdstone Underground,515420.0,189470.0,HA3 5BQ,6.818417636043392e-06,1.5964126360477875
E02000667,536605.2063,174525.174799999,Lewisham,538121.0,175855.75,SE135FS,7.481100338382185e-06,2.0129881339925735
E02000829,535006.7673,176766.6972,Deptford Bridge,537436.5,176890.5,SE8 4HP,8.612942858890848e-06,2.42552983083142
E02000867,537178.5884,183172.6741,Bow Church,537383.0,182847.5,E3  3AD,8.494369706428647e-06,0.3836621595802483
E02000934,526595.0429,175076.2754,East Putney,524395.0,174874.0,SW152SZ,2.6940350845396986e-06,2.2027432536390097
E02000923,527555.8971,176956.1193,Battersea Power Underground,529103.0,177289.5,SW8 4BF,1.4176921637781334e-06,1.5780109191670135
E02000400,529854.8944,191176.354,Bounds Green,529985.5,191460.0,N11 2ES,8.292035381853693e-06,0.31198188394983434
E02000641,531167.5648,173521.6592,Brixton,531050.5,175425.0,SW9 8HE,4.5967411332692764e-06,1.9061727609329426
E02000125,522972.9921,183134.2708,Kensal Green Underground,523220.0,182785.0,NW105EJ,5.073396076682258e-06,0.4272779710944321
E02000920,537763.1565,186600.878699999,Leyton,538355.0,186068.5,E10 5QB,1.2483695557963257e-05,0.7946212410197284
E02000503,510579.5119,186330.0351,Ruislip Gardens,510262.0,185834.25,HA4 6LG,9.776414253877789e-06,0.5880578251304565
E02001873,404776.5478,288681.4087,Soho Benson Rd (Midland Metro ),404771.0,288778.5,B18 5TB,8.189120440573765e-06,0.09721337854365963
E02006799,547519.7945,186808.674699999,Becontree,547622.0,184529.5,RM9 4NU,1.2406033432052827e-05,2.2803902486032617
E02000312,530563.2966,192048.900599999,Bounds Green,529985.5,191460.0,N11 2ES,8.292035381853693e-06,0.8235661101080071
E02000217,531667.3551,165357.181600001,Wandle Park Tram ,531426.5,165492.0,CR0 4FN,6.193457088014826e-06,0.27537993167438
E02000014,548906.7219,184485.9812,Dagenham Heathway,549031.5,184719.0,RM108QS,8.430810843136661e-06,0.26402902061186667
E02006404,506330.2294,173359.9901,Heathrow Terminal 4,508110.5,174470.5,TW6 3YD,7.942974518894893e-06,2.093506138999246
E02000416,530436.0177,189428.6941,Turnpike Lane,531506.5,189650.25,N15 3NX,4.841670095241434e-06,1.0899637787936796
E02000657,536807.1686,176597.4911,Deptford Bridge,537436.5,176890.5,SE8 4HP,8.612942858890848e-06,0.6923835033074717
E02000441,511250.8295,190384.415899999,Northwood Hills,510256.5,190290.5,HA6 1NQ,3.5305484479356017e-06,0.9958171802023761
E02007112,539042.0422,180929.658299999,East India,538733.0,180838.1666666667,E14 9QN,1.746994930580354e-06,0.32137811659030435
E02000715,542933.3748,185647.4616,East Ham,542355.75,184231.0,E6  1JD,4.252078110610054e-06,1.5283724814906645
E02000627,530526.7146,176081.3883,Stockwell,530483.25,176481.75,SW9 9BF,5.789011002813514e-06,0.4025464962085351
E02000501,510915.9067,186989.3835,Eastcote,511156.25,187620.25,HA5 1RB,6.0132489601955715e-06,0.6746080762483762
E02000789,518633.2352,174832.6876,Richmond Underground,518100.0,175175.0,TW9 2NB,3.919851367224239e-06,0.6322913360258848
E02000115,524168.0753,184612.8222,Kilburn,524626.5,184636.0,NW6 7QL,3.858562311165506e-06,0.4576381239011407
E02000486,553127.299,186097.560000001,Elm Park,552560.0,185730.5,RM124RW,8.60592020139711e-06,0.6740775984765875
E02000975,526384.249,181046.9234,Paddington Underground,526704.2,181279.6,W2  1XP,2.9899057228855714e-06,0.3947567273905186
E02000635,531604.5805,174902.431399999,Brixton,531050.5,175425.0,SW9 8HE,4.5967411332692764e-06,0.7603281028635693
E02000538,510689.4439,176503.4268,Hounslow West,512188.0,176156.5,TW3 3DJ,9.29845423201724e-06,1.5338975512938646
E02000689,525368.456,172230.3511,Wimbledon Park,525240.5,172159.0,SW198AB,4.100384678568792e-06,0.1461502811090195
E02000449,518367.3598,189363.093,Queensbury,518833.5,189757.5,HA8 5NP,7.292468872009466e-06,0.6094165140670278
E02000787,519248.6868,175784.2096,Kew Gardens Underground,519182.0,176738.0,TW9 3QT,5.265407828420787e-06,0.9557651219734515
E02000462,513846.6489,185957.1533,South Harrow,514284.75,186396.0,HA2 8HW,4.678876410004455e-06,0.6190301511472281
E02000508,506057.6237,183612.2728,Uxbridge,505603.25,184153.0,UB8 1DR,4.0881203351986695e-06,0.7053255352929281
E02000690,523703.7935,171244.104499999,Wimbledon Tram ,524823.5,170650.0,SW197NH,4.893071761114177e-06,1.2645720252064439
E02000767,544378.7658,188676.302999999,Newbury Park,544948.5,188378.5,IG2 7RN,3.897607390811682e-07,0.6413027561339814
E02006791,520402.634,179165.1259,Chiswick Park,520345.1666666666,178703.0,W4  5NF,2.4090598506619272e-06,0.4654860613565175
E02000870,535452.2442,182802.169199999,Bethnal Green,534989.0,182726.25,E2  0ET,4.876935425999679e-06,0.4680267235784315
E02000560,530579.1881,186213.160399999,Arsenal,531355.0,186103.5,N5  1PH,8.385555992812796e-06,0.781219334024497
E02000494,508868.0968,191640.1252,Northwood,509241.5,191429.0,HA6 2XL,2.318448899088728e-06,0.42798108566591087
E02000188,529039.9089,182726.669399999,Warren Street,529259.5,182290.25,NW1 3AB,3.3273811323495513e-06,0.4881227291184286
E02000751,540548.578,192284.6291,Woodford,540952.0,191776.75,IG8 7QE,4.467379043222655e-06,0.6477059795744817
E02006403,505641.9623,174101.6219,Heathrow Terminal 5 Underground,504940.0,175645.0,TW6 2NQ,2.5435772194010797e-05,1.6942742329871636
E02000795,518472.4429,173046.909299999,Richmond Underground,518100.0,175175.0,TW9 2NB,3.919851367224239e-06,2.1595359670560215
E02000413,528024.1796,189808.772399999,East Finchley,527242.25,189166.75,N2  8AA,5.3181080712850724e-06,1.0096887293841992
E02000362,536477.4729,184864.2707,Stratford International DLR,538136.3333333334,184833.0,E15 2ER,1.386574404656448e-05,1.65413305876171
E02000564,530888.69,185397.7097,Holloway Road,530926.0,185455.0,N7  8HS,3.061663321271629e-06,0.06828285006458355
E02004138,324305.7796,90620.0215000007,Seaton Terminus (Seaton Tramway),324683.0,90046.0,EX122TB,6.938877864433599e-06,0.6862030900740956
E02000966,526103.5023,182318.7981,Warwick Avenue,526095.75,182045.0,W9  1DX,9.679458821549053e-06,0.2737979147847289
E02000903,536369.055,190637.9573,Blackhorse Road Underground,535805.0,189380.0,E17 6JL,3.3488880568965913e-06,1.377353229315677
E02000981,529132.8653,178410.709000001,Pimlico,529676.6666666667,178335.3333333333,SW1V2PU,7.0925106888464215e-06,0.5473893181744987
E02000215,533428.4653,166163.8905,Lebanon Road Tram ,533383.0,165756.0,CR0 6SF,6.289267585216076e-06,0.410235666040352
E02000879,535484.4307,181578.664799999,Stepney Green,535620.5,182132.0,E1  4DT,5.91056718788565e-06,0.5694749436342192
E02004703,466741.3205,135052.9515,Medstead & Four Marks (Mid Hantsway),466896.0,135348.0,GU345JH,2.14091470911829e-05,0.3328752396372171
E02004135,325831.8242,94209.2586000003,Colyton (Seaton Tramway),325165.0,94078.0,EX246HB,1.408523378731735e-05,0.6777793406150215
E02003119,367053.5857,172140.235099999,Oldland (Avon Valleyway),367616.0,171734.0,BS308FF,3.6928586113960224e-06,0.692445827273076
E02000864,536812.0898,183689.4471,Bow Road,537099.0,182750.0,E3  4NA,5.8652549098464724e-06,0.9816789058386491
E02000636,529363.0993,174517.693600001,Clapham South,528806.5,174270.5,SW129DU,4.432898006520459e-06,0.6074273276023003
E02000681,537083.2122,172423.922,Beckenham Junction Tram ,537372.5,169808.0,BR3 1HL,6.145412565856651e-06,2.6307363525983094
E02006793,533312.7137,192187.3882,Wood Green,531010.5,190419.0,N22 5JR,4.033835712247264e-06,2.896838255540117
E02000381,523847.2606,179194.8378,Kensington (Olympia) Underground,524350.0,179150.0,W14 0NE,7.781155270559894e-06,0.5032439111487523
E02000261,521427.8701,180444.272600001,East Acton,521706.5,181197.5,W12 0BP,1.330040892544797e-05,0.8025218416563409
E02000595,526895.1041,177915.387499999,South Kensington,526864.7,178841.9,SW7 2LT,1.8442042611803835e-06,0.9266491024420052
E02001890,404164.0657,286096.594799999,Edgbaston Village (Midland Metro ),405290.0,286010.0,B16 8PD,3.0031303884497417e-06,1.1260524935946283
E02001879,404019.2721,287635.4374,Winson Green  (Midland Metro ),404244.0,288971.5,B18 4QH,1.6780522912238102e-05,1.3542428890962863
E02000697,525311.9233,170101.699999999,Merton Park Tram ,525157.0,169862.0,SW193NB,9.177220744893964e-06,0.2850645158547974
E02006996,538641.5758,184887.622400001,Stratford DLR,538559.0,184431.5,E15 1AZ,3.533855837547162e-06,0.4632833544103737
E02000794,515675.9643,173930.4058,Hounslow East,514233.5,176202.0,TW3 4AB,9.025968149544486e-06,2.688065369236085
E02000876,534771.7631,182165.2239,Whitechapel Underground,534700.0,181850.0,E1  1AH,7.841116529546193e-06,0.32310176706639326
E02000056,526339.7774,188895.8585,East Finchley,527242.25,189166.75,N2  8AA,5.3181080712850724e-06,0.939594551247924
E02000621,530395.9819,177496.641100001,Nine Elms Underground,530064.5,177322.5,SW8 2GE,1.4971586031311352e-06,0.3735057750760775
E02000204,531081.2559,167897.831599999,Therapia Lane Tram ,530298.3333333334,166832.33333333334,CR0 3DD,1.632282062488653e-05,1.3204090893626343
E02000763,545274.9142,188934.471999999,Newbury Park,544948.5,188378.5,IG2 7RN,3.897607390811682e-07,0.6439385705059854
E02000238,514593.2279,185177.4827,Sudbury Hill,515434.75,185522.25,UB6 0HX,7.879981077136838e-06,0.9070161841725469
E02003121,366236.0317,171207.591800001,Bitton (Avon Valleyway),366990.0,170257.0,BS306HD,7.3473595539483e-06,1.2118158133232555
E02000550,510149.3358,172991.986099999,Hatton Cross,509635.5,175375.75,TW6 3RE,5.532304976474038e-06,2.437469461595236
E02000043,525217.6769,191814.9476,West Finchley,525544.5,191589.5,N3  1NT,9.542201239501977e-06,0.396204821645566
E02000582,525126.7811,180698.4223,Notting Hill ,525263.8,180458.1,W2  4EN,3.085722967734593e-06,0.27636975199303454
E02000724,541676.7883,184662.8222,East Ham,542355.75,184231.0,E6  1JD,4.252078110610054e-06,0.8028524347261691
E02003165,288167.8003,61051.2601999994,Paignton (Paignton and Dartmouthway),288958.5,60601.0,TQ4 5EF,6.8093058504466684e-06,0.9078455040910155
E02000009,546845.0517,185718.0502,Becontree,547622.0,184529.5,RM9 4NU,1.2406033432052827e-05,1.4182927020275755
E02007084,528827.8759,176711.563100001,Battersea Power Underground,529103.0,177289.5,SW8 4BF,1.4176921637781334e-06,0.6394874394998777
E02000700,526629.4033,169378.966399999,Phipps Bridge Tram ,526555.5,168751.0,CR4 3QN,1.3708198177939206e-05,0.6320298543005883
E02000817,535057.9542,178672.1065,Canada Water Underground,535475.0,179470.0,SE162BY,3.064389464485416e-07,0.8993805400559518
E02005113,607291.9397,124740.562100001,New Romney (RHDR),607423.0,124840.0,TN288UB,1.0838188767200498e-05,0.1641147744581824
E02000950,524051.291,172933.3978,Southfields,524735.5,173307.0,SW185RJ,1.160340713745356e-05,0.7776639098957254
E02000333,540388.9724,176679.2817,Cutty Sark for Maritime Greenwich,538233.5,177728.0,SE109EJ,4.04603793913427e-07,2.3911138037840964
E02000405,529499.2377,190557.7425,Bounds Green,529985.5,191460.0,N11 2ES,8.292035381853693e-06,1.023864211034974
E02000440,516942.6872,190752.164999999,Canons Park,518190.5,191242.75,HA8 6QU,4.199000465095677e-06,1.3372116326567496
E02000317,542588.1434,178642.5723,Woolwich Arsenal DLR,543732.0,178850.66666666666,SE186EU,4.190501308646207e-06,1.1591553610735381
E02000907,538280.3423,189602.262399999,Walthamstow Central Underground,537290.0,188980.0,E17 7LS,1.365659982428203e-06,1.1668453579180673
E02000410,528690.161,190120.4684,East Finchley,527242.25,189166.75,N2  8AA,5.3181080712850724e-06,1.7298384407689005
E02000572,530676.1606,183663.3552,King's Cross St. Pancras Underground,530209.5,182988.85714285716,N1C 4TB,8.907229381176864e-06,0.8191178904370353
E02000497,510364.7473,189034.0386,Northwood Hills,510256.5,190290.5,HA6 1NQ,3.5305484479356017e-06,1.260647902909866
E02000682,538619.2281,172076.1547,Beckenham Junction Tram ,537372.5,169808.0,BR3 1HL,6.145412565856651e-06,2.5854171469001948
E02001861,406323.6853,290347.6328,Soho Benson Rd (Midland Metro ),404771.0,288778.5,B18 5TB,8.189120440573765e-06,2.203956083134154
E02000032,528805.0351,194199.078,Southgate,529666.75,194277.5,N14 5BH,8.17817311868595e-06,0.8626802188739003
E02000908,536022.6709,189642.308,Blackhorse Road Underground,535805.0,189380.0,E17 6JL,3.3488880568965913e-06,0.3403284272078253
E02000972,529160.1335,181600.848300001,Oxford Circus,529035.0555555555,181229.77777777775,W1B 3HA,4.2502858634723884e-06,0.391306311045065
E02006609,536051.8237,129240.423900001,Horsted Keynes (Bluebellway),537160.0,129240.0,RH177BB,3.99616064088058e-05,1.1048523670317212
E02006099,316641.6829,128957.3727,Bishops Lydeard (West Somersetway),316386.5,129034.5,TA4 3BX,3.526232286396477e-06,0.2658746979730819
E02000309,534436.5668,192213.923800001,Tottenham Hale Underground,534479.0,189477.0,N17 9NA,1.0142531915172605e-06,2.7360647704737855
E02000777,541084.5172,186937.4197,Wanstead,540658.75,188237.25,E11 2NT,9.802710576108953e-06,1.3668820966755517
E02000141,535164.3874,169225.9871,Birkbeck Tram ,535349.5,168985.0,BR3 4EL,1.823061766283671e-05,0.3034805600086235
E02000591,525166.3638,178612.036900001,Earl's Court,525482.75,178513.75,SW5 9TW,4.786286931206557e-06,0.3303989585414076
E02000457,513149.7946,187675.3138,Rayners Lane,512988.0,187499.5,HA5 5EG,2.0322142565334307e-06,0.2385458853243583
E02000584,525322.6159,180049.054400001,Notting Hill ,525263.8,180458.1,W2  4EN,3.085722967734593e-06,0.41307699116296526
E02006997,538308.6393,183524.0195,Pudding Mill Lane,537919.5,183565.5,E15 2NR,7.21164300275601e-06,0.3901743947907046
E02000785,519014.7486,176591.3299,Kew Gardens Underground,519182.0,176738.0,TW9 3QT,5.265407828420787e-06,0.2220304591999839
E02000034,527202.5139,193187.205399999,Totteridge & Whetstone,526118.0,193967.0,N20 9QP,2.906308145652829e-06,1.3330099575654475
E02000298,531502.1173,194456.818700001,Southgate,529666.75,194277.5,N14 5BH,8.17817311868595e-06,1.838570279936166
E02006918,535116.1924,186824.818600001,Seven Sisters,533630.5,188914.1,N15 5BT,8.032713870802642e-06,2.5604978841402555
E02000877,536856.8579,181927.695599999,Mile End,536518.0,182529.5,E3  4SS,4.23099431094379e-06,0.6899600986330462
E02000442,518903.8896,190254.6074,Queensbury,518833.5,189757.5,HA8 5NP,7.292468872009466e-06,0.5018384198430665
E02000460,513341.373,186652.374600001,Rayners Lane,512988.0,187499.5,HA5 5EG,2.0322142565334307e-06,0.9172246926866802
E02000840,527328.3041,166785.531500001,Mitcham Junction,528240.0,167583.0,CR4 4HN,1.033688235881669e-05,1.2089295125027746
E02000946,526318.0995,173182.453400001,Wimbledon Park,525240.5,172159.0,SW198AB,4.100384678568792e-06,1.48346556952476
E02000093,519626.7764,189732.6548,Queensbury,518833.5,189757.5,HA8 5NP,7.292468872009466e-06,0.7913077287771638
E02000844,527357.8356,165803.543199999,Mitcham Junction,528240.0,167583.0,CR4 4HN,1.033688235881669e-05,1.9842468804782487
