msoa,centroid_easting,centroid_northing,station,station_easting,station_northing,postcode,station_postcode_distance,distance_to_msoa_centroid
E02007114,537977.6288,179457.430500001,Crossharbour,537929.25,179287.75,E14 9QD,8.56102024931409e-06,0.17632578119611006
E02000623,530299.0282,176970.5529,Nine Elms Underground,530064.5,177322.5,SW8 2GE,1.4971586031311352e-06,0.42244890756119535
E02007017,547212.1875,188669.0243,Newbury Park,544948.5,188378.5,IG2 7RN,3.897607390811682e-07,2.275318130044398
E02000725,539016.1694,184575.1017,Stratford DLR,538559.0,184431.5,E15 1AZ,3.533855837547162e-06,0.4778302229977708
E02000397,530550.9992,191311.472200001,Bounds Green,529985.5,191460.0,N11 2ES,8.292035381853693e-06,0.5830357055264508
E02000549,511170.7115,173512.225400001,Hatton Cross,509635.5,175375.75,TW6 3RE,5.532304976474038e-06,2.4112310627111757
E02001858,405144.2116,290697.604800001,Winson Green  (Midland Metro ),404244.0,288971.5,B18 4QH,1.6780522912238102e-05,1.9449920220843948
E02006954,521189.7467,189697.813100001,Colindale,521320.0,189954.0,NW9 5HR,4.092260379449099e-06,0.28711807304292153
E02000866,536314.1285,183199.528200001,Mile End,536518.0,182529.5,E3  4SS,4.23099431094379e-06,0.6999303725649257
E02000748,542426.0471,181358.4893,Beckton Park,542701.5,180901.5,E6  4NE,2.0222324927765667e-05,0.5330117781008096
E02000477,552984.266,188381.7237,Hornchurch,553949.5,186245.5,RM126LS,3.6277595064156303e-06,2.3421132321615428
E02003118,366041.6365,172905.8226,Oldland (Avon Valleyway),367616.0,171734.0,BS308FF,3.6928586113960224e-06,1.9588785374698112
E02001866,406084.1201,289491.753900001,Soho Benson Rd (Midland Metro ),404771.0,288778.5,B18 5TB,8.189120440573765e-06,1.4909045229853493
E02000227,536254.8575,162646.249299999,Gravel Hill Tram ,536384.5,163544.0,CR0 5BJ,1.2562497024412471e-05,0.9066349830766812
E02000842,524639.4823,166181.3675,Morden,525676.0,168557.25,SM4 5AZ,3.1242104036859157e-06,2.589977179323034
E02006113,297012.0523,146001.091499999,Minehead (West Somersetway),297475.0,146325.0,TA245BG,1.6980059553111425e-05,0.5638840805117061
E02006928,537764.0662,177659.5655,Greenwich,537975.0,177350.5,SE109QN,8.601416472915412e-06,0.3737410960832667
E02000139,536102.8201,169455.4373,Beckenham Road Tram ,536177.5,169639.5,BR3 4RR,9.148919084552374e-06,0.19847181584539247
E02000588,527681.4909,179036.977499999,Sloane Square,528085.75,178650.25,SW1W8BB,1.6556338399324665e-06,0.5585050272217722
E02000351,531985.6706,186761.923800001,Finsbury Park,531317.625,186749.375,N4  3FU,9.130969998872032e-06,0.6661491505999395
E02000702,528805.9083,169182.762,Mitcham Junction,528240.0,167583.0,CR4 4HN,1.033688235881669e-05,1.6956957613454826
E02000753,545478.6239,192206.278000001,Grange Hill Underground,544947.5,192581.5,IG7 4JX,6.750368340985331e-06,0.6489107083780573
E02000319,544788.9906,178580.720799999,Woolwich Arsenal DLR,543732.0,178850.66666666666,SE186EU,4.190501308646207e-06,1.0878012406731725
E02000007,549495.6414,186301.226600001,Dagenham East,550296.5,185030.5,RM108AA,3.1477086502440736e-06,1.5003135870954043
E02000454,512059.8227,188392.0504,Pinner,512251.25,189438.5,HA5 5NF,6.599088789677518e-06,1.0633150567568084
E02000858,530176.5371,163489.1644,Wandle Park Tram ,531426.5,165492.0,CR0 4FN,6.193457088014826e-06,2.3581048297916247
E02006956,519617.5208,185182.1711,Stonebridge Park Underground,519656.0,184193.0,NW100RP,8.487447511223711e-06,0.9895438865478202
E02000541,511744.0955,175946.835999999,Hounslow West,512188.0,176156.5,TW3 3DJ,9.29845423201724e-06,0.4896915641189601
E02000971,527592.095,181547.877900001,Edgware Road (Circle line),527235.5,181707.25,NW1 5DN,3.792329831767677e-06,0.38960609007823477
E02000296,529241.5764,194998.925000001,Southgate,529666.75,194277.5,N14 5BH,8.17817311868595e-06,0.8365276371093106
E02006802,531670.9982,179465.5627,Elephant & Castle,531950.75,179029.75,SE1 6TQ,1.2655417737978859e-05,0.5173015580947958
E02000816,534461.8551,178646.0612,Bermondsey,534504.5,179455.5,SE164PP,7.4080764800937035e-06,0.8102113675408633
E02004195,286949.3879,51366.1364999991,Kingswear (Paignton and Dartmouthway),288185.0,51057.0,TQ6 0AA,6.046266182083755e-06,1.2701895736356508
E02000160,539783.2901,165252.2763,Fieldway Tram ,537673.0,163211.5,CR0 0QA,1.3933293644473781e-05,2.9302845412516754
E02000481,557529.0983,187740.327299999,Upminster Underground,556130.0,186865.0,RM142FF,3.2083555531703846e-06,1.6463228917719621
E02005169,558607.3977,139929.1066,Tunbridge Wells West (Spa Valleyway),557790.0,138458.5,TN4 8HL,1.0753474437173328e-05,1.680599842396764
E02000137,539028.0913,169391.2645,Beckenham Junction Tram ,537372.5,169808.0,BR3 1HL,6.145412565856651e-06,1.702392602977816
E02000380,522924.5974,179232.27,Goldhawk Road,523173.0,179606.0,W12 8DD,4.548767801807061e-06,0.4481968001988949
E02000191,529553.4964,182017.8029,Goodge Street,529531.0,181840.0,W1T 2HF,3.372489753780108e-06,0.17913739138537696
E02000669,538776.6677,174153.888599999,Lewisham,538121.0,175855.75,SE135FS,7.481100338382185e-06,1.8224954772523339
E02000927,528330.983,175921.829500001,Clapham Common,529427.5,175281.8333333333,SW4 7AJ,1.2838066060831277e-06,1.2667307521367737
E02000554,530234.34,187430.225199999,Archway,529374.5,186814.8333333333,N19 5RQ,2.834501011977434e-06,1.0550532636567025
E02000628,531156.8836,175971.6753,Brixton,531050.5,175425.0,SW9 8HE,4.5967411332692764e-06,0.5566399554434662
E02000198,532286.9169,169081.4561,Harrington Road Tram ,535012.5,168516.0,SE254NF,9.527225512985492e-06,2.7756174147294286
E02000659,538459.7235,176143.0646,Lewisham,538121.0,175855.75,SE135FS,7.481100338382185e-06,0.4432736302035614
E02000956,526975.4379,171537.225099999,Tooting Broadway,527444.5,171455.0,SW170TA,2.980303704794103e-06,0.4748375968528623
E02003585,454888.5936,92121.3386000004,Wootton (Isle of Wight Steamway),453600.0,91331.0,PO334RG,2.3931973567438363e-05,1.5085158508603587
E02000181,525795.0374,184328.0166,West Hampstead Underground,525532.0,184640.5,NW6 2LS,1.286512907729426e-06,0.4078779277408233
E02000424,530716.3658,188591.4933,Turnpike Lane,531506.5,189650.25,N15 3NX,4.841670095241434e-06,1.3192240327003764
E02000885,535182.2857,181069.3049,Shadwell DLR,535002.6666666666,180977.66666666663,E1  2QD,2.514736079849525e-06,0.2011324763647473
E02000820,531843.588,178322.604599999,Kennington,531611.5,178294.5,SE114JQ,1.11537415572584e-05,0.2330850501704942
E02000762,543135.5107,189045.2907,Gants Hill,543275.9,188442.85,IG2 6UD,2.2628983676719746e-06,0.6182340350309956
E02000223,537970.7838,163403.4298,Fieldway Tram ,537673.0,163211.5,CR0 0QA,1.3933293644473781e-05,0.3534563037909974
E02000113,520517.6955,184760.589,Stonebridge Park Underground,519656.0,184193.0,NW100RP,8.487447511223711e-06,1.0295129985572686
E02000699,524152.8799,169566.7223,Dundonald Road Tram ,524736.0,170243.5,SW193SA,1.0084846552908483e-05,0.8919592921398358
E02000819,533901.7045,178450.3256,Bermondsey,534504.5,179455.5,SE164PP,7.4080764800937035e-06,1.1707011795681836
E02000036,520272.8556,193003.4091,Edgware,519509.25,191938.25,HA8 7AW,4.493813067112639e-06,1.3088532953681487
E02000672,537413.6848,173769.716800001,Lewisham,538121.0,175855.75,SE135FS,7.481100338382185e-06,2.201072364964553
E02000264,519130.4504,180295.456800001,Ealing Common,518889.0,180422.0,W5  3NU,4.152262786570745e-06,0.2719578280219154
E02000194,533172.2623,170286.130799999,Birkbeck Tram ,535349.5,168985.0,BR3 4EL,1.823061766283671e-05,2.5306525840214835
E02000345,533831.2942,187907.930400001,Seven Sisters,533630.5,188914.1,N15 5BT,8.032713870802642e-06,1.025494207327182
E02000509,505297.3237,183250.9312,Uxbridge,505603.25,184153.0,UB8 1DR,4.0881203351986695e-06,0.9519234807667579
E02006992,539266.1671,178563.288799999,Island Gardens,538257.5,178418.0,E14 3FA,8.801003323088835e-06,1.0160207035943136
E02005170,559409.4922,139820.379000001,Tunbridge Wells West (Spa Valleyway),557790.0,138458.5,TN4 8HL,1.0753474437173328e-05,2.111626156148589
E02005167,555467.3353,139981.5875,High Rocks (Spa Valleyway),555796.0,138251.5,TN3 9JJ,1.4972481102218194e-05,1.7601602668381335
E02000883,537863.0161,181263.4693,Langdon Park,537888.25,181449.0,E14 6UE,6.896714951191426e-06,0.18714557663867243
E02000949,527813.0243,172942.0035,Tooting Bec,528019.5,172344.375,SW178BX,3.5523431248365467e-06,0.631896659970257
E02000632,530313.5437,175265.709799999,Clapham North,530011.0,175679.0,SW4 7TS,4.735454337080131e-06,0.5115564482736384
E02007019,544312.7383,186588.105900001,Newbury Park,544948.5,188378.5,IG2 7RN,3.897607390811682e-07,1.8983993361913627
E02000888,535575.8307,180923.0469,Shadwell DLR,535002.6666666666,180977.66666666663,E1  2QD,2.514736079849525e-06,0.5740418275011075
E02000736,543248.7929,183443.646500001,East Ham,542355.75,184231.0,E6  1JD,4.252078110610054e-06,1.188376888436673
E02000952,528538.881,172435.0812,Tooting Bec,528019.5,172344.375,SW178BX,3.5523431248365467e-06,0.5256919542003916
E02000275,512799.9312,179039.1587,Osterley,514540.5,177091.25,TW7 4QY,1.752481790181944e-05,2.6084782265672755
E02000718,543107.9222,185208.3144,East Ham,542355.75,184231.0,E6  1JD,4.252078110610054e-06,1.2314139880354236
E02000978,527590.7782,179489.441099999,Knightsbridge,527759.625,179665.875,SW3 1ED,3.5868755118250297e-06,0.24379313074240141
E02000436,512972.3084,191599.380100001,Pinner,512251.25,189438.5,HA5 5NF,6.599088789677518e-06,2.2764998380686303
E02000364,534175.3365,184663.638499999,Bethnal Green,534989.0,182726.25,E2  0ET,4.876935425999679e-06,2.099707835123751
E02001273,378845.8743,391643.689200001,Sale (Manchester Metrolink),378902.5,391996.0,M33 3FS,8.242954518152664e-06,0.3566239618387856
E02001129,389283.6562,401346.3477,Failsworth (Manchester Metrolink),389276.0,401543.0,M35 0DL,6.956234595142139e-06,0.1966946153607097
E02001182,376966.4033,398165.597999999,Eccles (Manchester Metrolink),377895.0,398535.3333333333,M30 0FH,1.1726198707271351e-05,0.9969153121495726
E02002065,401499.9756,288959.8619,Kenrick Park (Midland Metro ),401335.0,290065.0,B70 6RQ,1.556417964259007e-05,1.1169143927189835
E02002045,400045.0107,295359.0606,Wednesbury Great Western St (Metro ),398447.0,294521.5,WS107NR,1.496920463824895e-05,1.8000115053401435
E02006916,382765.678,397166.4768,Cornbrook (Manchester Metrolink),382334.0,397067.5,M15 4WE,9.208234310095556e-06,0.44164318108381323
E02001106,392375.4183,407131.431700001,Derker (Manchester Metrolink),393355.0,405931.0,OL1 4AP,1.5989823991461226e-05,1.547074963024325
E02001171,378827.539,400747.998,Ladywell (Manchester Metrolink),378414.4,398632.6,M50 1AW,1.168928730215055e-05,2.1540214053279607
E02002066,400088.7631,288585.798699999,Kenrick Park (Midland Metro ),401335.0,290065.0,B70 6RQ,1.556417964259007e-05,1.931496772751262
E02001099,394099.3158,409572.630999999,Shaw and Crompton (Manchester Metrolink),394167.3333333333,408885.0,OL2 8PF,9.333364756965966e-06,0.690591381222345
E02002056,395921.4834,293292.4937,Bradley Lane (Midland Metro ),396212.0,295315.5,WV148BZ,1.9960573124213312e-05,2.042894540142835
E02001183,376144.0134,398005.386299999,The Trafford Centre (Manchester Metrolink),377013.3333333333,396849.0,M41 7JX,2.2673573887545112e-05,1.4446657018810274
E02001092,381304.001,388958.350299999,Martinscroft (Manchester Metrolink),381473.75,388369.0,M23 2QA,4.966936666586974e-06,0.6128744273314396
E02001197,388101.9603,390842.2234,East Didsbury (Manchester Metrolink),385650.75,390570.0,M19 1RJ,1.9207976591339827e-05,2.459179289055764
E02001591,444220.7164,393309.7371,Parkgate,443712.0,394226.0,S60 1TG,4.3793451179352795e-05,1.046869139588404
E02001272,379832.4352,391635.7886,Sale (Manchester Metrolink),378902.5,391996.0,M33 3FS,8.242954518152664e-06,0.9946604753928591
E02001026,381220.5915,410913.120200001,Bury (Manchester Metrolink),380426.0,410527.3,BL9 0AG,1.9339640378830058e-05,0.8811327407526218
E02001082,384484.7201,392626.8246,Burton Road (Manchester Metrolink),384125.6666666667,392493.6666666667,M20 1HW,8.884099647616445e-06,0.3819471762883547
E02001104,395109.1396,407612.4757,Shaw and Crompton (Manchester Metrolink),394167.3333333333,408885.0,OL2 8PF,9.333364756965966e-06,1.5809381259997874
E02002170,395520.4561,297774.916999999,The Crescent (Midland Metro ),394624.0,296682.5,WV140DA,1.2724477599309566e-05,1.4112137823291255
E02001592,440064.922,393248.500600001,Meadowhall Interchange,439104.5,391310.0,S9  1EQ,1.714239770579675e-05,2.1611535758462197
E02002177,393435.469,296660.596899999,Priestfield (Midland Metro ),393478.0,297093.5,WV2 2PB,1.6169313003794396e-05,0.4348128415055629
E02001066,386096.1306,395662.8298,Piccadilly (Manchester Metrolink),384803.4,397850.6,M60 1NB,7.798749137008707e-06,2.5382262651909473
E02001244,395650.7544,397703.6072,Ashton-Under-Lyne (Manchester Metrolink),393592.6666666667,399295.6666666667,OL6 6DR,6.943286281723191e-06,2.596730938021602
E02002191,405146.0011,440998.692600001,Ingrow West (Keighley & Worth Valleyway),405690.0,439730.0,BD215AX,1.6924410839244e-05,1.3790840096219579
E02001134,392856.6711,415280.434699999,Kingsway (Manchester Metrolink),391908.25,412738.75,OL164JN,1.1810647465980052e-05,2.710584843902463
E02001222,384804.0704,386143.192399999,Peel Hall (Manchester Metrolink),383435.6,386344.6,M22 5FX,1.6989248926881535e-05,1.3792562925417855
E02001068,383870.4411,395394.739499999,Deansgate-Castlefield (Manchester Metrolink),383444.5,397581.5,M3  4QL,2.1660714728589106e-06,2.2264704663246357
E02002190,406635.0463,441550.8806,Ingrow West (Keighley & Worth Valleyway),405690.0,439730.0,BD215AX,1.6924410839244e-05,2.049271577135925
E02001270,378387.4901,392482.7334,Sale (Manchester Metrolink),378902.5,391996.0,M33 3FS,8.242954518152664e-06,0.7073471851188822
E02001032,377682.2465,408237.163899999,Radcliffe (Manchester Metrolink),378829.0,407349.0,M26 9SY,1.9236610928037654e-05,1.4475114967082943
E02002193,405780.1498,440012.9209,Ingrow West (Keighley & Worth Valleyway),405690.0,439730.0,BD215AX,1.6924410839244e-05,0.2966953297143513
E02002142,398204.8167,297083.5419,Wednesbury Parkway (Midland Metro ),398022.0,294627.5,WS107LQ,7.124422958112007e-06,2.461877106070945
E02002178,391009.8618,296309.2764,The Royal(Midland Metro ),392125.0,298180.5,WV1 3QW,7.143568058584929e-06,2.1760716278668144
E02001114,390499.3571,405264.956800001,Freehold (Manchester Metrolink),390948.6666666667,404565.6666666667,OL9 8QZ,1.1620227369560836e-05,0.8301647296162762
E02006943,402967.6364,288324.924699999,Handsworth Booth St (Midland Metro ),403343.0,289341.5,B66 2PQ,1.3208387076175812e-05,1.0829414095392274
E02001268,375810.5161,394492.305400001,Barton Dock Road (Manchester Metrolink),377390.2,396610.4,M17 8AS,2.2880904276932537e-05,2.6386653383710468
E02002052,400347.64,293422.6391,Black Lake (Midland Metro ),399356.0,292515.5,B70 0PA,2.024817772129087e-05,1.3416509535016088
E02006213,402252.2859,345132.3408,Kingsley & Froghall (Churnet Valleyway),402475.0,347145.0,ST102HE,1.7666381494144238e-05,2.0239673674229945
E02001080,385806.4462,393362.172599999,Burton Road (Manchester Metrolink),384125.6666666667,392493.6666666667,M20 1HW,8.884099647616445e-06,1.8873649884286567
E02001587,446592.5788,394747.406199999,Parkgate,443712.0,394226.0,S60 1TG,4.3793451179352795e-05,2.9189968999139557
E02001235,394836.3813,399258.4066,Ashton-Under-Lyne (Manchester Metrolink),393592.6666666667,399295.6666666667,OL6 6DR,6.943286281723191e-06,1.2406513060668602
E02002159,392493.6114,300701.460200001,Wolverhampton (Midland Metro ),391993.0,298832.0,WV100DQ,1.0817003397183381e-05,1.9342701197339636
E02001022,380709.9977,412797.887399999,Bury Bolton Street (East Lancashireway),380260.0,410816.0,BL9 0EY,3.4576262675110796e-06,2.030973860360346
E02001281,378268.8732,388691.5612,Navigation Road (Manchester Metrolink),377261.3333333333,388792.3333333333,WA157QL,6.711523428449254e-06,1.0096393068813427
E02001108,393940.1016,406182.169600001,Derker (Manchester Metrolink),393355.0,405931.0,OL1 4AP,1.5989823991461226e-05,0.6351139997000539
E02002070,402025.262,287890.7805,The Hawthorns (Midland Metro ),402497.0,289760.5,B71 4NE,6.248746180221982e-06,1.9273196253893772
E02001285,376222.1943,386627.7544,Altrincham (Manchester Metrolink),376979.6666666667,387904.0,WA141EN,4.941655289416519e-06,1.4824223546353408
E02001208,386938.1083,388504.155300001,East Didsbury (Manchester Metrolink),385650.75,390570.0,M19 1RJ,1.9207976591339827e-05,2.4312256212049688
E02001081,381521.1741,393318.8222,Barlow Moor Road,382213.5,392929.3333333334,M21 7SA,1.0078896970666701e-05,0.7925013514921788
E02006209,397677.5241,354798.191500001,Cheddleton (Churnet Valleyway),398255.0,352050.0,ST137EG,3.799844356973344e-05,2.8066172130095537
E02001151,386130.2572,409958.6193,Heywood (East Lancashireway),386388.0,410287.0,OL101PW,1.572247237586124e-05,0.4168467495318746
E02001261,380185.174,395430.305299999,Old Trafford (Manchester Metrolink),381179.25,395528.5,M16 0NY,7.070493093152035e-06,0.9960275734332134
E02001181,375473.4053,398211.4614,The Trafford Centre (Manchester Metrolink),377013.3333333333,396849.0,M41 7JX,2.2673573887545112e-05,2.0522584142053195
E02001072,382730.801,394914.0338,Firswood (Manchester Metrolink),381644.5,394994.5,M16 0EX,7.611389368038364e-06,1.086116101678889
E02001164,379445.4035,401914.1578,Prestwich (Manchester Metrolink),381382.6666666667,404147.0,M25 5BP,6.439574910428197e-06,2.9515165210506495
E02002055,399178.4678,293456.0239,Black Lake (Midland Metro ),399356.0,292515.5,B70 0PA,2.024817772129087e-05,0.9566950225530794
E02001111,392605.8888,405693.3802,Derker (Manchester Metrolink),393355.0,405931.0,OL1 4AP,1.5989823991461226e-05,0.7837755638039475
E02001282,376990.9595,388662.0691,Navigation Road (Manchester Metrolink),377261.3333333333,388792.3333333333,WA157QL,6.711523428449254e-06,0.2993816379968069
E02001065,389351.081,396400.2563,Cemetery Road (Manchester Metrolink),389812.8,398136.6,M43 6UF,8.661192409042936e-06,1.7954516006936174
E02001113,391618.3539,405540.2907,Westwood (Manchester Metrolink),391756.3333333333,405089.6666666667,OL9 6BF,7.848414277188157e-06,0.4709223418968231
E02001145,393289.0967,412450.5997,Milnrow (Manchester Metrolink),392674.0,412399.6,OL164HD,1.3048879298648666e-05,0.615415965613665
E02006962,382330.0655,397536.210200001,Cornbrook (Manchester Metrolink),382334.0,397067.5,M15 4WE,9.208234310095556e-06,0.46847619690136366
E02001180,381283.5002,398950.5978,Langworthy (Manchester Metrolink),380445.0,398249.3333333333,M5  5GH,7.81421747619246e-06,1.0909880252218591
E02001259,382477.3178,396063.2304,Trafford Bar (Manchester Metrolink),381697.5,396152.5,M16 0LH,1.129247363344867e-05,0.7826458968828173
E02001283,375859.2579,388216.0266,Altrincham (Manchester Metrolink),376979.6666666667,387904.0,WA141EN,4.941655289416519e-06,1.159851251447847
E02001048,384051.0826,402850.5009,Crumpsall (Manchester Metrolink),384102.0,402311.0,M8  6EB,1.3083753206872091e-05,0.5415927754325629
E02002073,401106.5149,287502.5603,Kenrick Park (Midland Metro ),401335.0,290065.0,B70 6RQ,1.556417964259007e-05,2.5716159480924436
E02002194,404777.9505,439779.093699999,Ingrow West (Keighley & Worth Valleyway),405690.0,439730.0,BD215AX,1.6924410839244e-05,0.9106977238643369
E02001586,441454.1026,395212.013699999,Parkgate,443712.0,394226.0,S60 1TG,4.3793451179352795e-05,2.4575601261131426
E02001064,387249.9184,396292.9268,Velopark (Manchester Metrolink),387259.5,398395.75,M11 4AH,1.0495761199285194e-05,2.1017255655661295
E02001149,385187.2345,410576.6077,Heywood (East Lancashireway),386388.0,410287.0,OL101PW,1.572247237586124e-05,1.2317465630592863
E02002205,403532.3124,437046.009500001,Haworth (Keighley & Worth Valleyway),403462.0,437220.0,BD228NJ,2.6513227388429486e-06,0.18748846440794245
E02001168,377862.8407,401068.2455,Ladywell (Manchester Metrolink),378414.4,398632.6,M50 1AW,1.168928730215055e-05,2.49566601210995
E02002000,394697.9848,294228.674900001,Loxdale (Midland Metro ),395656.0,295777.5,WV140PJ,9.093752300719318e-06,1.8192380795394965
E02001089,385268.9097,390322.1458,East Didsbury (Manchester Metrolink),385650.75,390570.0,M19 1RJ,1.9207976591339827e-05,0.4542300825632865
E02001136,389340.3127,415040.122400001,Rochdale Interchange (Manchester Metrolink),389820.0,413430.5,OL161RL,7.1112447557872346e-06,1.6783143216753484
E02001166,383188.7869,401769.6752,Crumpsall (Manchester Metrolink),384102.0,402311.0,M8  6EB,1.3083753206872091e-05,1.05916601712845
E02001020,378121.9723,414744.224400001,Ramsbottom (East Lancashireway),379290.0,416855.0,BL0 9AB,7.382883784749952e-06,2.4097248128139523
E02001029,380586.6754,409821.182800001,Bury (Manchester Metrolink),380426.0,410527.3,BL9 0AG,1.9339640378830058e-05,0.7236782589673415
E02001074,383948.1875,394346.7842,Withington (Manchester Metrolink),383551.0,392902.3333333333,M20 1JZ,1.1985131720392722e-05,1.4970286885497104
E02002168,390559.6357,297975.938300001,Pipers Row (Midland Metro ),391728.5,298545.75,WV1 3JZ,1.024964217109736e-05,1.2972607868638186
E02001274,377181.4802,391454.2544,Brooklands (Manchester Metrolink),378438.0,391198.5,M33 3SP,6.921372883344117e-06,1.2786637756192523
E02001073,381576.7593,394341.9087,Chorlton (Manchester Metrolink),381936.5,394026.0,M21 0UE,6.9552948126005315e-06,0.4778585711497664
E02001105,391420.5314,407332.419399999,Westwood (Manchester Metrolink),391756.3333333333,405089.6666666667,OL9 6BF,7.848414277188157e-06,2.266397035813616
E02006915,383790.3319,400591.700999999,Abraham Moss (Manchester Metrolink),384432.0,401548.6666666667,M8  0NG,1.6061902142955812e-05,1.1507198240353886
E02006902,384532.4345,398914.245100001,Shudehill (Manchester Metrolink),384230.6,398752.8,M4  2AJ,4.2366604154115535e-06,0.3414848498006499
E02001247,392281.2951,396863.529999999,Audenshaw (Manchester Metrolink),391400.0,397948.3333333333,M34 5QN,7.278978779793669e-06,1.3955990929312105
E02001069,384720.7124,395197.7467,Withington (Manchester Metrolink),383551.0,392902.3333333333,M20 1JZ,1.1985131720392722e-05,2.5736569797838387
E02001593,441336.2161,392901.5255,Rotherham,442564.0,392979.0,S60 1QH,8.64122957897661e-06,1.2266297875701098
E02001101,391382.6076,408674.072899999,Shaw and Crompton (Manchester Metrolink),394167.3333333333,408885.0,OL2 8PF,9.333364756965966e-06,2.784594533298152
E02001043,380934.6656,402822.9957,Prestwich (Manchester Metrolink),381382.6666666667,404147.0,M25 5BP,6.439574910428197e-06,1.396652542735864
E02001055,388245.0553,400271.864499999,Newton Heath & Moston (Manchester Metrolink),387892.5,400840.5,M10 0AD,8.779129247889877e-06,0.6682560399890672
E02001226,385460.7058,385496.663699999,Shadowmoss (Manchester Metrolink),383288.6666666667,385709.0,M22 0LH,1.0771327326166039e-05,2.17609298452984
E02001044,382643.3557,402811.798699999,Bowker Vale (Manchester Metrolink),383578.3333333333,403136.3333333333,M8  6LR,6.739857002871089e-06,0.9870709105416843
E02001150,384057.2678,410545.4901,Heywood (East Lancashireway),386388.0,410287.0,OL101PW,1.572247237586124e-05,2.33823800962791
E02001094,382409.9427,387665.0199,Wythenshawe Town Centre (Manchester Metrolink),382554.0,387058.6,M22 5RB,1.1685385592037072e-05,0.6228902569626397
E02002051,397001.7663,293669.373,Wednesbury Parkway (Midland Metro ),398022.0,294627.5,WS107LQ,7.124422958112007e-06,1.3972333273446662
E02002181,395759.2101,295165.8638,Bradley Lane (Midland Metro ),396212.0,295315.5,WV148BZ,1.9960573124213312e-05,0.4756286801735401
E02001173,381377.7412,400064.489600001,Langworthy (Manchester Metrolink),380445.0,398249.3333333333,M5  5GH,7.81421747619246e-06,2.0386895513996612
E02002046,400716.9902,294897.249600001,Wednesbury Great Western St (Metro ),398447.0,294521.5,WS107NR,1.496920463824895e-05,2.2944534603418787
E02006961,381373.3333,397681.9374,Anchorage (Manchester Metrolink),381113.5,397548.1666666667,M50 3YF,7.254056704305895e-06,0.2915425205836939
E02002180,392570.4662,295462.604699999,Priestfield (Midland Metro ),393478.0,297093.5,WV2 2PB,1.6169313003794396e-05,1.864603680094109
E02001277,376135.5861,390297.922700001,Timperley (Manchester Metrolink),377596.5,389751.0,WA156TD,3.1055899810655476e-06,1.5558349661875892
E02001286,379068.8074,386002.377900001,Altrincham (Manchester Metrolink),376979.6666666667,387904.0,WA141EN,4.941655289416519e-06,2.819814985717819
E02001239,390109.4235,398719.1885,Cemetery Road (Manchester Metrolink),389812.8,398136.6,M43 6UF,8.661192409042936e-06,0.6530885778784292
E02001236,396120.2031,399197.947899999,Ashton-Under-Lyne (Manchester Metrolink),393592.6666666667,399295.6666666667,OL6 6DR,6.943286281723191e-06,2.5220668369733312
E02001091,379878.054,389680.4814,Moor Road (Manchester Metrolink),380479.6666666667,389654.3333333333,M23 9RY,2.0105069670794475e-05,0.6004293426220311
E02006917,383362.1668,397478.812999999,Deansgate-Castlefield (Manchester Metrolink),383444.5,397581.5,M3  4QL,2.1660714728589106e-06,0.1314265774986094
E02001271,376844.8272,392436.259500001,Brooklands (Manchester Metrolink),378438.0,391198.5,M33 3SP,6.921372883344117e-06,2.013397308005869
E02001112,389339.1543,405615.172,Freehold (Manchester Metrolink),390948.6666666667,404565.6666666667,OL9 8QZ,1.1620227369560836e-05,1.9172049749603077
E02001177,379313.4555,399070.3166,Weaste (Manchester Metrolink),379681.5,398456.5,M50 1DH,9.472625372229492e-06,0.7148595017885816
E02007000,391165.1906,404188.1843,Freehold (Manchester Metrolink),390948.6666666667,404565.6666666667,OL9 8QZ,1.1620227369560836e-05,0.43467996709725515
E02001194,387353.0841,391627.9212,East Didsbury (Manchester Metrolink),385650.75,390570.0,M19 1RJ,1.9207976591339827e-05,1.9997938377367959
E02001280,379428.948,388702.533600001,Baguley (Manchester Metrolink),380647.0,388934.25,M23 8HS,1.1167175656536557e-05,1.2363946175009028
E02001063,383833.3449,396449.7333,Deansgate-Castlefield (Manchester Metrolink),383444.5,397581.5,M3  4QL,2.1660714728589106e-06,1.1957575960814073
E02006957,383225.3354,401074.1249,Abraham Moss (Manchester Metrolink),384432.0,401548.6666666667,M8  0NG,1.6061902142955812e-05,1.293261531288066
E02001276,380282.9537,390984.839199999,Northern Moor (Manchester Metrolink),380957.6,390900.6,M23 0HD,4.649107032179384e-06,0.6779284442551403
E02001143,390882.3114,412545.0436,Newbold (Manchester Metrolink),391128.0,412983.6666666667,OL165BD,1.5489159093723384e-05,0.502184934621017
E02001240,389185.9802,398575.616599999,Edge Lane (Manchester Metrolink),389122.0,398251.0,M35 6JD,8.518386676188692e-06,0.33065640026852483
E02002147,396850.2577,296036.1504,Bradley Lane (Midland Metro ),396212.0,295315.5,WV148BZ,1.9960573124213312e-05,0.9612472895679899
E02001241,393040.8122,398578.7917,Ashton West (Manchester Metrolink),392816.4,399284.6,OL7 0AU,4.3037707436940755e-05,0.7400673696529225
E02001049,388776.0303,402237.7641,Failsworth (Manchester Metrolink),389276.0,401543.0,M35 0DL,6.956234595142139e-06,0.8548006251487884
E02002043,399052.8235,295948.8463,Wednesbury Great Western St (Metro ),398447.0,294521.5,WS107NR,1.496920463824895e-05,1.5494251040348077
