msoa,MC: Care home with nursing,MC: Care home without nursing,MC: Children's home,MC: General hospital,MC: Home or hostel,MC: Mental health hospital or unit,MC: Other home,MC: Other hospital,Other: Approved premises,Other: Defence,Other: Detention centres,Other: Education,Other: Prison service,Other: Religious,Other: Staff/Worker accommodation,Other: Temporary accommodation,total
E02001798,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
E02001799,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
E02001800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02001801,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11
E02001802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02001803,2,2,0,0,0,0,0,0,0,0,0,8,0,1,4,1,18
E02001804,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
E02001805,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
E02001806,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9
E02001807,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5
E02001808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02001809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02001810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
E02001811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02001812,2,17,1,0,0,0,1,1,0,0,0,0,0,0,0,0,22
E02001813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02001814,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
E02001815,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
E02001816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02001817,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
E02001818,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
E02001819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02001820,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
E02001821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02001822,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E02001823,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02001824,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
E02001825,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
E02001826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02002483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02002484,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7
E02002485,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
E02002489,4,5,0,0,0,0,0,0,0,0,0,2,0,0,2,0,13
E02002490,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
E02002491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02002492,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
E02002493,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8
E02002494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02002496,1,4,0,0,0,0,0,0,0,0,0,12,0,0,2,4,23
E02002497,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
E02002498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
E02002499,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
E02002500,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7
E02002501,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8
E02002502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02002503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02002504,1,3,0,0,0,1,1,0,0,0,0,0,0,0,2,0,8
E02002505,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02002506,5,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,10
E02002507,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
E02002508,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
E02002509,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
E02002510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02002512,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
E02002513,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
E02002514,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
E02002515,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15
E02002516,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02002517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02002518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02002519,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4
E02002520,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02002521,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15
E02002523,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02002524,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,6
E02002525,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
E02002526,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02002527,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
E02002529,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02002530,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
E02002532,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8
E02002533,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02002534,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
E02002535,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
E02002536,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
E02002537,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02002538,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
E02002539,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
E02002540,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
E02002541,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
E02002542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02002543,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,6
E02002544,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,6,12
E02002545,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
E02002546,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
E02002547,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
E02002549,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02002550,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
E02002551,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5
E02002552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02002553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02002554,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
E02002555,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
E02002556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
E02002558,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,6
E02002559,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,7
