msoa,Ethnicity,Total,0-15,16-19,20-21,22-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-99
E02002234,White,3013,883,182,59,100,197,211,182,185,149,157,166,162,380
E02002235,Asian,1824,580,171,56,88,120,127,153,137,113,94,64,34,87
E02002235,Black,204,57,17,12,9,11,9,10,14,19,11,11,10,14
E02002235,Mixed,96,41,12,5,5,5,9,3,3,4,4,2,2,1
E02002235,Other,128,42,6,4,5,6,14,10,12,8,8,3,3,7
E02002235,White,1242,248,75,36,44,58,76,95,74,86,78,90,86,196
E02002236,Asian,1191,407,71,31,58,117,98,112,97,66,58,22,19,35
E02002236,Black,51,5,6,1,3,0,4,1,5,3,8,6,4,5
E02002236,Mixed,99,53,8,1,5,7,1,8,4,0,6,3,3,0
E02002236,Other,36,11,1,0,1,1,0,7,4,2,2,1,1,5
E02002236,White,1812,298,83,32,50,108,91,113,96,96,147,148,138,412
E02002237,Asian,1242,426,93,48,44,90,86,116,106,73,43,31,37,49
E02002237,Black,85,19,2,1,2,5,4,6,7,7,16,6,3,7
E02002237,Mixed,136,67,9,2,5,20,9,7,6,3,1,3,3,1
E02002237,Other,77,21,10,3,3,7,3,8,8,4,4,1,1,4
E02002237,White,2672,546,107,50,93,188,182,187,140,141,177,230,177,454
E02002238,Asian,856,283,78,24,45,56,56,61,75,54,51,20,15,38
E02002238,Black,96,23,4,2,3,9,4,5,7,7,8,10,5,9
E02002238,Mixed,133,66,13,7,5,8,5,7,3,3,5,7,2,2
E02002238,Other,98,28,5,19,3,3,5,6,9,5,7,1,5,2
E02002238,White,1913,405,82,48,67,81,94,101,115,98,143,151,158,370
E02002239,Asian,798,268,30,15,31,61,54,69,89,49,37,33,25,37
E02002239,Black,186,43,14,7,8,16,5,7,18,15,20,16,7,10
E02002239,Mixed,190,125,13,0,3,9,14,6,7,4,1,4,2,2
E02002239,Other,83,15,3,0,3,6,8,9,7,6,7,4,7,8
E02002239,White,4007,925,185,84,131,209,255,287,248,243,322,301,228,589
E02002240,Asian,237,65,14,5,8,17,9,24,24,14,26,3,9,19
E02002240,Black,36,5,0,0,1,2,13,2,1,0,6,2,2,2
E02002240,Mixed,105,51,7,1,5,9,9,5,4,1,3,5,2,3
E02002240,Other,21,8,0,0,0,3,1,2,1,1,4,0,1,0
E02002240,White,5354,1024,225,101,202,316,364,323,328,354,415,445,369,888
E02002241,Asian,445,124,31,26,6,46,29,49,40,35,23,8,8,20
E02002241,Black,125,38,9,0,1,4,5,3,7,14,17,10,8,9
E02002241,Mixed,225,112,25,5,19,12,6,10,5,5,10,14,2,0
E02002241,Other,52,16,1,3,0,4,5,6,7,2,2,1,3,2
E02002241,White,5045,1177,257,83,132,288,350,312,342,279,370,367,329,759
E02002242,Asian,391,95,31,16,16,31,23,36,39,23,22,14,14,31
E02002242,Black,39,11,3,0,0,1,1,2,2,4,3,3,5,4
E02002242,Mixed,105,47,16,5,3,5,9,4,3,2,2,6,1,2
E02002242,Other,33,11,4,1,2,3,1,6,1,1,0,0,3,0
E02002242,White,3254,513,121,55,92,195,218,184,163,196,221,269,236,791
E02002243,Asian,181,41,7,4,6,19,9,28,17,11,9,8,8,14
E02002243,Black,72,19,4,1,4,1,5,2,4,3,9,5,6,9
E02002243,Mixed,147,89,13,5,3,11,6,3,5,2,0,4,2,4
E02002243,Other,32,10,6,0,0,1,2,2,3,1,3,0,0,4
E02002243,White,4153,814,172,84,132,231,311,275,236,250,297,335,257,759
E02002244,Asian,9,3,0,0,0,0,0,2,2,1,0,0,0,1
E02002244,Black,13,1,0,1,0,2,0,0,2,0,1,2,0,4
E02002244,Mixed,43,22,2,0,2,2,3,3,3,3,1,1,1,0
E02002244,Other,5,0,1,0,0,0,0,0,1,1,1,0,0,1
E02002244,White,2852,518,124,57,94,155,163,153,145,165,237,228,211,602
E02002245,Asian,26,9,3,1,4,2,0,3,0,0,3,1,0,0
E02002245,Black,16,4,0,0,0,0,3,0,0,2,1,3,2,1
E02002245,Mixed,54,29,5,1,2,3,1,1,1,1,3,4,0,3
E02002245,Other,7,4,0,0,0,1,1,0,0,1,0,0,0,0
E02002245,White,2504,652,149,46,94,135,139,142,128,180,185,179,136,339
E02002246,Asian,83,16,2,1,3,3,2,5,12,7,5,7,6,14
E02002246,Black,16,1,0,0,0,0,4,1,0,1,0,6,1,2
E02002246,Mixed,84,39,5,0,2,9,3,6,5,2,4,4,3,2
E02002246,Other,9,0,0,0,0,2,0,1,0,1,1,1,1,2
E02002246,White,4414,711,192,72,135,226,221,249,212,300,348,383,330,1035
E02002247,Asian,44,5,0,1,1,1,2,2,11,5,6,4,1,5
E02002247,Black,20,3,3,0,0,1,1,1,1,4,1,3,1,1
E02002247,Mixed,108,52,8,0,6,6,6,10,1,4,8,6,0,1
E02002247,Other,16,3,1,0,0,0,2,2,3,2,1,1,1,0
E02002247,White,4099,688,157,38,93,167,169,207,276,310,388,390,338,878
E02002248,Asian,56,13,1,2,2,3,5,7,7,5,3,0,0,8
E02002248,Black,28,6,2,0,0,1,3,1,0,2,2,0,2,9
E02002248,Mixed,92,47,7,5,4,4,5,5,4,1,5,2,3,0
E02002248,Other,24,4,0,1,2,4,2,2,0,3,2,3,0,1
E02002248,White,3555,782,178,75,124,207,241,207,248,188,255,294,206,550
E02002249,Asian,72,21,6,5,2,1,3,8,8,5,6,3,3,1
E02002249,Black,34,5,4,0,2,1,2,0,2,6,4,3,0,5
E02002249,Mixed,74,33,5,2,7,6,3,6,2,3,6,1,0,0
E02002249,Other,13,4,1,1,0,2,0,0,2,1,0,0,1,1
E02002249,White,2490,617,124,61,98,153,189,164,124,150,169,170,132,339
E02002250,Asian,28,3,6,1,0,5,2,0,1,4,3,0,1,2
E02002250,Black,15,4,0,0,0,0,1,0,2,1,3,0,0,4
E02002250,Mixed,69,34,4,3,2,0,8,0,2,3,4,0,5,4
E02002250,Other,15,4,2,0,0,0,4,2,1,0,0,0,1,1
E02002250,White,3902,636,167,73,110,186,160,168,239,269,332,363,320,879
E02002251,Asian,391,90,26,4,12,27,73,68,42,19,13,3,7,7
E02002251,Black,46,9,3,1,3,5,4,5,6,3,1,1,3,2
E02002251,Mixed,78,28,7,0,5,7,5,6,3,5,10,2,0,0
E02002251,Other,52,8,5,3,1,3,12,8,3,3,1,2,2,1
E02002251,White,3538,473,109,61,134,284,315,237,233,218,310,276,264,624
E02002252,Asian,506,178,36,9,20,40,41,73,36,24,24,8,11,6
E02002252,Black,38,15,4,4,0,3,0,2,4,1,3,1,1,0
E02002252,Mixed,56,25,3,0,5,4,3,1,2,3,2,5,1,2
E02002252,Other,49,12,5,3,0,2,3,6,4,2,2,6,1,3
E02002252,White,2660,482,96,31,72,157,143,156,162,144,195,217,172,633
E02002253,Asian,2035,746,181,83,84,116,157,179,171,122,77,39,29,51
E02002253,Black,48,24,0,2,1,6,2,3,3,3,2,1,0,1
E02002253,Mixed,127,72,13,7,5,9,4,4,0,1,2,6,0,4
E02002253,Other,116,32,6,5,6,13,8,18,9,6,5,7,0,1
E02002253,White,1876,393,83,31,71,124,118,102,115,128,113,141,126,331
E02002254,Asian,55,13,1,1,1,1,3,3,5,3,3,4,8,9
E02002254,Black,15,4,1,0,0,0,1,3,0,1,3,0,1,1
E02002254,Mixed,62,28,12,1,2,2,3,4,4,1,1,1,1,2
E02002254,Other,17,5,0,0,0,1,0,1,2,5,0,1,0,2
E02002254,White,2811,492,118,45,85,119,148,176,145,209,199,240,199,636
E02002255,Asian,2741,781,207,85,144,221,170,216,215,175,158,79,76,214
E02002255,Black,105,33,7,2,8,5,10,6,8,11,5,3,3,4
E02002255,Mixed,59,33,2,3,5,5,2,2,2,1,2,0,2,0
E02002255,Other,175,57,10,6,2,19,18,19,13,13,8,3,3,4
E02002255,White,762,111,33,15,18,54,58,61,66,63,62,43,51,127
E02002256,Asian,249,96,18,3,3,14,16,24,24,12,15,1,8,15
E02002256,Black,17,6,3,1,0,1,1,0,1,2,1,1,0,0
E02002256,Mixed,97,42,10,3,4,5,7,1,4,4,4,5,5,3
E02002256,Other,13,3,0,0,0,0,2,0,3,2,2,0,0,1
E02002256,White,4168,782,165,73,127,239,243,260,218,318,336,354,253,800
E02002257,Asian,2242,762,163,71,94,188,162,197,169,135,90,47,59,105
E02002257,Black,47,10,9,4,1,4,1,7,2,3,3,1,1,1
E02002257,Mixed,66,31,4,4,6,3,3,0,4,1,4,3,3,0
E02002257,Other,101,40,2,1,7,5,11,6,11,7,4,3,2,2
E02002257,White,825,144,48,13,30,52,47,50,41,55,54,64,63,164
E02002258,Asian,72,19,3,3,1,3,7,11,10,3,4,3,4,1
E02002258,Black,22,5,3,0,2,1,1,1,1,0,2,3,2,1
E02002258,Mixed,101,52,10,3,0,5,3,3,3,4,8,4,2,4
E02002258,Other,14,3,2,0,2,1,1,0,1,0,2,1,1,0
E02002258,White,4133,734,168,63,121,246,235,220,253,312,336,327,275,843
E02002259,Asian,791,242,49,27,38,44,68,74,68,59,39,24,23,36
E02002259,Black,31,9,3,0,1,0,4,2,4,3,0,2,1,2
E02002259,Mixed,86,37,13,3,0,9,7,6,1,2,3,1,1,3
E02002259,Other,19,10,0,0,0,0,0,3,2,2,0,1,0,1
E02002259,White,2535,413,76,42,62,178,155,177,151,162,178,196,188,557
E02002260,Asian,99,29,5,4,4,5,7,5,15,6,5,4,2,8
E02002260,Black,19,3,1,1,1,1,0,0,1,5,1,3,0,2
E02002260,Mixed,95,40,7,3,10,6,7,5,1,4,3,3,2,4
E02002260,Other,10,3,1,0,0,0,1,0,1,1,0,2,0,1
E02002260,White,4217,681,151,71,154,305,271,294,255,322,323,311,326,753
E02002261,Asian,152,42,7,3,3,7,19,16,16,13,5,3,10,8
E02002261,Black,23,1,1,0,1,4,1,0,10,1,1,0,3,0
E02002261,Mixed,72,38,4,1,0,5,7,1,3,3,4,3,2,1
E02002261,Other,34,7,0,0,0,1,3,8,5,3,0,2,1,4
E02002261,White,3632,646,141,67,118,220,238,222,222,221,272,293,272,700
E02002262,Asian,65,17,2,1,2,4,4,5,8,8,6,1,1,6
E02002262,Black,23,5,0,0,2,4,0,1,2,2,2,3,0,2
E02002262,Mixed,79,38,11,1,4,4,3,5,1,2,5,4,1,0
E02002262,Other,12,0,1,1,1,0,1,2,0,1,1,2,0,2
E02002262,White,3518,555,135,66,130,211,195,186,191,206,277,344,247,775
E02002263,Asian,17,4,0,0,1,1,1,1,3,2,1,2,0,1
E02002263,Black,12,4,1,0,0,0,1,1,1,1,0,1,1,1
E02002263,Mixed,50,19,6,1,4,3,2,3,2,2,3,5,0,0
E02002263,Other,10,2,0,0,0,1,0,2,1,1,1,0,1,1
E02002263,White,3049,623,127,57,86,145,142,188,196,184,249,258,212,582
E02002264,Asian,406,113,34,8,14,16,15,32,35,51,36,11,15,26
E02002264,Black,26,4,6,0,0,0,1,3,2,4,2,0,2,2
E02002264,Mixed,73,36,7,4,3,2,2,5,2,2,3,2,1,4
E02002264,Other,30,7,0,0,0,4,5,3,1,3,2,1,1,3
E02002264,White,2880,508,126,36,70,140,136,158,157,202,219,241,193,694
E02002265,Asian,51,8,4,4,6,4,4,3,4,2,6,4,2,0
E02002265,Black,13,2,0,0,0,0,1,0,2,0,2,3,2,1
E02002265,Mixed,47,17,2,2,4,5,4,3,1,2,1,2,3,1
E02002265,Other,10,2,0,0,0,1,0,0,1,5,0,1,0,0
E02002265,White,2592,469,97,40,73,107,148,146,144,187,229,210,160,582
E02002266,Asian,63,16,4,1,1,4,5,3,5,7,4,5,3,5
E02002266,Black,31,8,1,0,1,1,1,0,4,4,6,3,1,1
E02002266,Mixed,47,20,3,2,0,4,2,2,5,2,1,2,3,1
E02002266,Other,18,5,0,0,0,1,7,1,1,1,0,0,0,2
E02002266,White,2687,442,105,39,88,130,147,154,157,188,229,213,176,619
E02002267,Asian,109,29,9,7,5,7,6,8,11,9,3,8,4,3
E02002267,Black,23,6,0,0,2,1,1,2,3,2,3,1,0,2
E02002267,Mixed,89,46,9,4,2,7,5,4,2,4,3,0,2,1
E02002267,Other,25,5,2,0,1,1,1,1,2,6,2,2,1,1
E02002267,White,3668,664,181,67,102,213,218,197,217,223,307,265,240,774
E02002268,Asian,251,86,11,8,11,13,12,23,32,19,6,7,6,17
E02002268,Black,33,4,2,0,1,3,3,4,4,0,6,2,3,1
E02002268,Mixed,101,52,8,0,7,6,7,4,5,5,5,2,0,0
E02002268,Other,40,15,1,0,1,3,1,4,5,1,1,1,0,7
E02002268,White,4538,888,217,80,175,264,267,249,279,298,337,360,274,850
E02002269,Asian,35,7,5,0,2,1,0,3,4,5,1,2,2,3
E02002269,Black,11,2,0,0,0,0,1,1,1,2,1,0,1,2
E02002269,Mixed,63,26,3,3,3,5,6,4,2,2,2,4,2,1
E02002269,Other,12,3,0,0,0,1,0,3,0,2,1,1,0,1
E02002269,White,4473,837,212,84,111,227,283,231,275,330,380,318,305,880
E02002270,Asian,35,6,10,0,1,1,1,0,7,3,2,1,1,2
E02002270,Black,26,3,9,0,1,1,0,2,1,2,1,3,0,3
E02002270,Mixed,52,32,6,1,1,4,0,3,1,2,1,0,0,1
E02002270,Other,8,1,1,0,0,1,0,1,1,0,3,0,0,0
E02002270,White,4064,758,188,51,111,163,179,201,269,312,370,350,297,815
E02002271,Asian,90,17,7,0,3,8,5,7,10,7,9,3,3,11
E02002271,Black,19,4,0,1,0,1,2,1,0,3,0,2,3,2
E02002271,Mixed,83,44,6,3,1,5,5,7,2,5,1,3,0,1
E02002271,Other,19,2,1,1,5,1,1,1,1,1,3,1,0,1
E02002271,White,3363,647,140,52,96,168,217,215,226,203,245,252,214,688
E02002272,Asian,95,32,6,2,4,6,8,13,10,4,2,5,0,3
E02002272,Black,43,7,4,0,1,1,6,7,4,2,3,1,3,4
E02002272,Mixed,103,53,9,3,3,7,6,3,5,3,5,2,2,2
E02002272,Other,30,7,3,0,0,4,3,7,4,0,0,0,2,0
E02002272,White,4445,896,184,68,153,274,315,271,262,269,338,342,275,798
E02002273,Asian,64,15,4,3,5,1,6,4,5,4,5,1,6,5
E02002273,Black,10,1,0,0,0,1,1,2,0,1,1,2,1,0
E02002273,Mixed,52,31,0,2,1,5,5,3,2,0,2,1,0,0
E02002273,Other,13,2,1,0,1,1,1,0,2,4,1,0,0,0
E02002273,White,3062,572,108,51,91,195,193,187,172,194,253,242,199,605
E02002274,Asian,89,18,3,2,3,5,7,4,12,9,6,4,4,12
E02002274,Black,18,4,0,0,0,2,0,3,3,3,0,2,0,1
E02002274,Mixed,44,22,3,3,0,5,4,1,1,3,0,1,0,1
E02002274,Other,9,3,0,0,0,0,0,1,2,1,1,0,1,0
E02002274,White,3197,653,142,62,85,159,169,182,196,214,260,244,220,611
E02002275,Asian,161,38,3,7,7,10,15,11,14,11,13,9,6,17
E02002275,Black,25,3,1,0,1,3,5,1,2,4,4,1,0,0
E02002275,Mixed,93,53,4,0,5,5,6,6,4,4,2,2,1,1
E02002275,Other,19,3,1,1,0,1,0,4,1,1,1,3,2,1
E02002275,White,3897,731,122,70,131,233,254,235,237,285,300,302,244,753
E02002276,Asian,703,267,50,24,26,32,60,62,72,41,28,10,10,21
E02002276,Black,36,8,1,1,1,1,4,4,2,3,6,2,1,2
E02002276,Mixed,107,51,15,9,6,6,4,3,4,2,4,1,1,1
E02002276,Other,44,13,1,1,1,2,3,10,5,1,1,1,3,2
E02002276,White,2926,562,132,59,103,179,173,159,162,180,211,222,187,597
E02002277,Asian,1524,491,122,36,51,89,103,157,156,114,75,44,37,49
E02002277,Black,25,11,1,0,1,1,1,1,2,0,4,0,1,2
E02002277,Mixed,80,47,3,4,3,1,7,2,3,1,2,3,0,4
E02002277,Other,32,6,2,2,0,3,3,1,3,3,4,0,4,1
E02002277,White,1780,271,64,48,65,101,103,86,107,110,143,165,106,411
E02002278,Asian,134,47,12,4,4,8,10,9,19,5,7,3,3,3
E02002278,Black,38,10,5,0,2,0,2,1,2,5,5,2,3,1
E02002278,Mixed,85,46,7,1,2,2,4,7,9,5,2,0,0,0
E02002278,Other,22,8,0,0,1,0,2,3,2,1,4,0,0,1
E02002278,White,2978,627,143,68,99,190,151,173,156,192,228,197,173,581
E02002279,Asian,237,87,19,8,3,15,14,18,24,12,11,10,8,8
E02002279,Black,20,3,3,3,0,1,1,2,1,2,0,3,1,0
E02002279,Mixed,65,38,4,1,3,6,3,1,0,3,5,1,0,0
E02002279,Other,14,4,1,1,0,0,1,2,1,0,2,1,0,1
E02002279,White,2713,527,109,60,100,160,170,155,140,198,218,206,172,498
E02002280,Asian,1893,530,150,52,91,139,134,173,137,138,100,61,61,127
E02002280,Black,47,7,1,2,4,6,9,2,3,2,6,1,2,2
E02002280,Mixed,84,51,5,3,10,2,3,2,2,0,1,2,2,1
E02002280,Other,45,18,3,2,0,2,3,4,7,1,2,2,1,0
E02002280,White,1335,184,59,28,71,111,100,80,87,87,93,103,81,251
E02002281,Asian,2177,643,160,64,89,185,174,189,187,147,91,49,71,128
E02002281,Black,61,14,6,0,2,5,1,4,5,4,9,6,0,5
E02002281,Mixed,121,69,13,1,2,9,8,6,4,3,1,1,3,1
E02002281,Other,69,21,4,0,2,5,4,7,12,3,3,1,4,3
E02002281,White,3297,536,118,52,122,220,188,205,205,196,271,264,207,713
E02002282,Asian,2209,669,183,61,108,164,160,178,174,154,131,65,49,113
E02002282,Black,38,4,4,0,7,3,2,5,1,1,5,3,1,2
E02002282,Mixed,80,50,8,2,7,1,3,2,3,4,0,0,0,0
E02002282,Other,64,23,5,1,2,3,6,6,7,5,1,1,0,4
E02002282,White,1295,186,33,22,48,75,83,93,90,75,114,114,104,258
E02002283,Asian,2655,612,167,100,139,194,162,219,183,188,176,113,116,286
E02002283,Black,39,12,1,0,3,2,0,3,2,3,5,5,2,1
E02002283,Mixed,85,40,6,5,5,2,3,5,5,3,2,6,0,3
E02002283,Other,61,20,2,2,3,1,2,5,10,6,2,3,1,4
E02002283,White,783,125,32,15,27,45,56,62,50,37,58,61,73,142
E02002284,Asian,422,135,23,6,21,31,39,56,46,21,15,7,10,12
E02002284,Black,13,0,0,0,0,0,2,1,1,1,1,6,0,1
E02002284,Mixed,54,27,4,2,2,3,6,2,2,2,1,2,1,0
E02002284,Other,25,9,1,0,0,0,3,4,2,3,1,2,0,0
E02002284,White,2562,453,99,57,66,158,173,132,136,173,205,212,180,518
E02002285,Asian,238,75,12,6,4,13,15,23,23,24,21,5,6,11
E02002285,Black,16,3,1,0,3,1,0,1,2,0,1,3,0,1
E02002285,Mixed,65,35,5,2,2,3,1,6,3,1,3,4,0,0
E02002285,Other,10,2,0,1,1,0,0,0,0,2,2,0,1,1
E02002285,White,3550,628,160,69,110,173,171,215,197,220,305,285,243,774
E02002286,Asian,1337,485,80,40,52,93,114,111,121,70,64,27,30,50
E02002286,Black,27,6,0,1,0,1,0,2,2,2,3,5,2,3
E02002286,Mixed,87,47,11,4,0,6,4,3,1,1,4,2,3,1
E02002286,Other,75,23,1,1,5,2,5,13,6,4,6,2,3,4
E02002286,White,1561,273,68,27,37,87,111,100,70,111,126,118,111,322
E02002287,Asian,1998,578,139,72,84,146,169,158,173,145,112,67,54,101
E02002287,Black,63,17,2,4,1,2,5,7,3,5,11,4,1,1
E02002287,Mixed,107,56,16,5,2,11,4,1,2,5,4,1,0,0
E02002287,Other,71,13,1,4,3,8,6,6,14,4,2,5,5,0
E02002287,White,1491,179,42,38,49,111,112,119,93,90,140,117,124,277
E02002288,Asian,495,163,26,11,25,37,43,55,35,37,25,12,8,18
E02002288,Black,50,17,4,3,0,2,2,2,6,3,4,5,0,2
E02002288,Mixed,139,82,7,4,6,10,6,5,4,6,7,0,2,0
E02002288,Other,35,10,1,0,1,3,3,3,3,2,3,3,3,0
E02002288,White,4215,915,241,68,122,262,277,278,274,275,309,299,246,649
E02002289,Asian,2179,711,195,80,116,164,162,141,178,159,101,60,36,76
E02002289,Black,8,0,0,1,0,1,0,0,0,2,1,1,2,0
E02002289,Mixed,111,66,13,2,1,3,5,6,4,4,2,3,2,0
E02002289,Other,98,34,6,0,7,8,8,12,12,5,1,3,0,2
E02002289,White,1091,214,55,15,26,70,78,58,65,69,113,82,61,185
E02002290,Asian,171,56,12,4,4,12,10,14,17,10,9,5,5,13
E02002290,Black,17,3,2,0,0,2,0,0,2,4,0,0,2,2
E02002290,Mixed,61,30,6,0,1,5,4,5,2,0,2,2,2,2
E02002290,Other,8,3,0,0,0,0,2,1,0,1,0,0,0,1
E02002290,White,2788,461,111,46,71,132,167,140,133,199,205,213,185,725
E02002291,Asian,94,23,7,2,0,11,7,6,11,9,2,4,4,8
E02002291,Black,33,5,1,1,2,2,1,1,5,1,6,2,1,5
E02002291,Mixed,78,36,9,3,6,2,4,5,1,1,2,5,3,1
E02002291,Other,12,3,0,0,2,1,0,2,3,0,0,0,1,0
E02002291,White,2988,569,129,42,85,161,173,172,196,187,206,224,198,646
E02002292,Asian,500,131,25,16,16,34,32,38,53,36,31,21,26,41
E02002292,Black,148,24,7,4,1,7,6,7,12,8,18,17,9,28
E02002292,Mixed,153,82,13,4,2,9,10,9,7,3,7,4,1,2
E02002292,Other,57,19,2,0,1,4,3,6,3,7,0,2,5,5
E02002292,White,1873,252,76,36,71,92,86,88,90,109,141,146,166,520
E02002293,Asian,3019,981,264,109,135,201,233,272,249,174,149,66,59,127
E02002293,Black,42,14,4,2,0,2,2,3,1,2,0,8,2,2
E02002293,Mixed,106,55,7,8,9,7,4,3,4,2,3,0,2,2
E02002293,Other,144,49,5,4,4,12,18,13,13,8,9,5,1,3
E02002293,White,1137,234,41,32,42,64,66,71,78,75,76,98,72,188
E02002294,Asian,4339,1166,377,178,218,331,280,301,313,299,247,149,146,334
E02002294,Black,35,12,6,3,0,1,0,2,4,2,1,1,2,1
E02002294,Mixed,84,50,8,4,5,3,1,5,4,1,3,0,0,0
E02002294,Other,116,30,12,1,5,8,11,7,17,9,8,3,2,3
E02002294,White,994,129,44,14,36,44,49,60,50,56,86,88,91,247
E02002295,Asian,475,144,24,9,28,32,32,48,45,39,24,14,13,23
E02002295,Black,599,144,42,13,14,34,35,30,35,41,39,64,37,71
E02002295,Mixed,433,235,38,14,21,30,25,26,10,7,18,3,2,4
E02002295,Other,141,55,9,2,0,6,18,16,11,10,6,3,0,5
E02002295,White,1829,425,78,20,63,115,131,138,122,101,141,134,95,266
E02002296,Asian,97,27,4,6,1,5,13,9,14,7,3,4,3,1
E02002296,Black,15,3,1,2,0,1,0,2,0,1,1,2,1,1
E02002296,Mixed,68,32,7,2,1,7,6,0,2,6,2,1,0,2
E02002296,Other,16,6,0,0,0,2,1,1,1,0,2,0,2,1
E02002296,White,3142,499,110,46,127,185,169,185,170,185,273,253,212,728
E02002297,Asian,1047,290,69,23,34,70,78,81,96,84,60,32,36,94
E02002297,Black,101,17,6,1,0,4,7,3,13,11,6,6,12,15
E02002297,Mixed,124,60,15,7,3,9,7,8,0,4,2,4,1,4
E02002297,Other,126,34,7,5,1,2,5,12,10,18,10,4,5,13
E02002297,White,2047,267,70,32,53,102,96,101,124,116,166,176,169,575
E02002298,Asian,197,68,17,2,8,17,18,15,21,13,10,3,3,2
E02002298,Black,16,4,0,0,1,1,2,1,2,4,0,1,0,0
E02002298,Mixed,64,36,5,5,3,3,4,3,1,2,1,0,1,0
E02002298,Other,8,1,1,0,0,0,0,1,0,3,1,1,0,0
E02002298,White,2969,542,131,62,85,155,192,155,127,181,214,268,213,644
E02002299,Asian,1013,267,86,60,82,58,74,81,94,81,46,22,23,39
E02002299,Black,480,91,17,12,23,44,37,30,33,34,46,42,25,46
E02002299,Mixed,251,138,22,10,16,12,17,10,7,4,5,6,3,1
E02002299,Other,278,96,9,13,4,22,27,26,39,18,13,1,5,5
E02002299,White,1549,251,72,82,95,129,121,134,74,104,115,90,82,200
E02002300,Asian,454,154,20,5,9,18,41,47,50,32,22,13,10,33
E02002300,Black,76,14,5,0,2,3,3,7,6,10,6,9,3,8
E02002300,Mixed,142,85,7,1,6,10,15,3,3,3,7,1,0,1
E02002300,Other,77,22,5,3,0,6,7,7,6,6,9,2,2,2
E02002300,White,3314,601,108,46,83,188,226,213,227,227,229,248,209,709
E02002301,Asian,2326,683,194,66,102,172,158,201,182,146,118,87,78,139
E02002301,Black,256,57,8,3,6,15,23,14,15,18,23,18,13,43
E02002301,Mixed,202,106,11,11,12,17,12,10,5,3,7,5,2,1
E02002301,Other,234,71,20,3,5,19,26,20,24,22,13,3,1,7
E02002301,White,1178,188,42,24,55,106,101,98,70,95,104,83,62,150
E02002302,Asian,94,24,3,4,2,4,7,8,12,8,7,5,8,2
E02002302,Black,28,6,1,1,2,2,0,2,1,3,2,5,0,3
E02002302,Mixed,69,39,5,2,3,7,0,0,2,5,0,4,2,0
E02002302,Other,45,21,0,0,0,1,7,1,4,5,3,1,1,1
E02002302,White,2767,508,113,35,90,124,135,122,163,206,239,225,192,615
E02002303,Asian,541,162,47,6,11,31,33,42,67,33,47,21,8,33
E02002303,Black,91,16,1,2,6,4,6,2,12,11,5,10,10,6
E02002303,Mixed,153,79,9,8,9,11,10,8,9,2,6,1,0,1
E02002303,Other,78,27,1,0,0,4,6,7,9,6,3,5,1,9
E02002303,White,2276,365,90,32,86,121,164,140,126,149,180,193,157,473
E02002304,Asian,751,171,38,28,46,79,59,83,49,39,42,29,31,57
E02002304,Black,190,32,3,10,15,29,14,21,13,10,18,8,7,10
E02002304,Mixed,142,57,11,5,14,12,8,13,4,3,4,4,1,6
E02002304,Other,106,14,6,5,5,15,12,10,9,8,2,6,8,6
E02002304,White,2192,211,64,116,157,206,160,162,130,141,169,174,134,368
E02002305,Asian,426,123,34,13,26,32,24,34,36,28,25,14,17,20
E02002305,Black,298,60,8,8,17,22,14,16,16,24,28,33,19,33
E02002305,Mixed,219,118,15,9,8,19,15,4,8,4,8,4,3,4
E02002305,Other,128,43,9,0,3,8,10,8,12,13,13,1,0,8
E02002305,White,1912,340,83,62,87,118,139,119,102,134,148,124,120,336
E02002306,Asian,147,34,6,8,4,14,10,11,14,12,11,2,8,13
E02002306,Black,24,3,4,0,0,2,0,2,3,0,1,6,2,1
E02002306,Mixed,70,33,4,1,10,4,9,2,0,1,4,2,0,0
E02002306,Other,21,6,0,0,0,1,1,1,2,0,3,3,3,1
E02002306,White,2711,416,106,38,76,107,147,154,136,213,233,228,250,607
E02002307,Asian,236,79,12,8,9,17,21,16,18,12,18,8,10,8
E02002307,Black,120,28,4,1,0,7,1,12,6,11,14,17,8,11
E02002307,Mixed,167,80,20,7,15,10,13,5,3,2,4,1,3,4
E02002307,Other,32,5,1,1,2,1,7,0,4,1,2,0,4,4
E02002307,White,2291,383,92,45,67,129,135,144,125,128,182,201,189,471
E02002308,Asian,210,52,24,5,8,9,14,19,20,16,15,7,7,14
E02002308,Black,74,10,3,0,3,3,6,4,4,5,11,11,2,12
E02002308,Mixed,163,81,19,2,11,8,11,5,4,7,7,6,0,2
E02002308,Other,42,15,0,1,0,2,4,5,2,9,2,0,0,2
E02002308,White,2835,474,128,48,93,193,205,190,190,203,231,212,172,496
E02002309,Asian,1177,347,88,23,54,92,79,101,94,67,58,44,33,97
E02002309,Black,174,14,6,1,7,13,20,13,9,16,13,24,18,20
E02002309,Mixed,144,73,11,4,7,14,9,4,9,3,3,3,3,1
E02002309,Other,202,60,9,4,6,19,26,25,17,11,9,7,6,3
E02002309,White,1825,244,89,103,102,135,146,112,93,111,138,140,109,303
E02002310,Asian,181,47,7,4,10,14,13,14,24,6,14,10,10,8
E02002310,Black,131,24,7,3,3,11,5,7,8,15,14,11,9,14
E02002310,Mixed,171,87,11,2,11,16,14,8,5,1,6,6,0,4
E02002310,Other,30,5,2,0,1,0,5,2,5,1,1,3,0,5
