msoa,all_ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
E02003005,3477,31,31,38,32,42,36,41,39,41,51,44,42,37,49,46,38,45,37,25,19,32,19,28,25,24,25,20,20,29,20,30,20,30,30,35,35,37,40,46,40,47,46,41,51,30,41,48,46,61,54,62,45,57,51,55,62,52,54,59,62,50,52,39,63,49,48,38,47,29,41,44,39,44,49,46,29,32,46,30,33,38,23,21,20,19,20,23,9,12,23,48
E02003006,5222,52,45,46,30,45,51,45,65,55,50,40,45,40,60,50,59,50,56,171,433,180,78,56,55,49,35,35,45,43,45,55,65,50,40,70,55,35,55,70,45,67,66,50,40,56,50,70,70,65,80,60,70,74,65,86,75,104,75,60,70,55,64,64,68,60,50,45,61,49,50,40,50,55,29,55,40,46,50,40,20,25,25,25,28,19,15,15,21,0,5,51
E02003007,4882,52,57,57,57,65,67,50,68,67,41,45,52,58,64,51,58,55,57,40,25,46,40,46,32,49,53,50,62,68,64,58,69,66,66,61,76,63,66,50,57,46,61,65,45,56,60,50,65,61,69,49,70,79,70,70,66,57,79,40,60,65,54,71,64,60,62,49,60,48,59,50,55,50,65,68,45,40,40,50,34,42,37,29,31,29,29,22,22,20,26,60
E02003008,3111,29,31,46,46,44,40,50,40,30,35,45,41,35,35,57,39,30,40,30,25,15,30,37,24,30,50,30,51,40,40,50,45,55,61,50,50,47,45,56,36,35,45,30,40,25,35,30,40,30,40,50,56,45,55,55,51,35,45,40,39,45,35,25,20,30,30,30,30,24,35,20,30,19,30,30,30,30,25,10,20,15,14,15,24,10,15,0,6,5,5,23
E02003009,3136,24,30,41,30,34,35,25,25,25,31,39,30,41,20,30,40,40,25,35,15,37,30,24,32,30,45,30,35,39,30,35,40,45,25,40,45,40,40,40,30,40,40,35,30,35,30,30,35,50,40,53,55,54,50,71,50,35,65,40,56,35,39,39,35,45,29,34,40,40,25,39,20,35,30,62,25,32,30,35,25,20,32,24,25,20,14,14,18,10,4,40
E02003010,3345,31,25,35,35,43,40,40,45,40,40,49,47,36,40,40,35,35,46,30,43,39,20,32,37,35,40,40,57,35,55,50,65,50,45,50,40,36,25,50,40,40,40,50,50,35,40,30,50,40,45,40,40,49,50,50,45,46,55,40,35,55,30,30,25,40,35,35,45,40,40,30,40,30,34,44,25,30,25,24,10,15,10,5,20,20,24,26,12,10,5,45
E02003011,3055,25,25,25,31,38,47,41,30,40,20,35,36,36,25,30,29,30,47,41,25,32,25,37,23,30,25,30,25,29,44,35,40,30,35,41,41,36,25,20,36,36,41,30,25,37,30,38,35,30,50,48,40,39,35,40,46,31,40,30,45,35,34,34,35,39,43,29,30,29,35,40,44,48,35,48,48,37,46,40,34,21,19,30,20,25,15,21,16,10,27,47
E02003012,6192,96,78,74,70,93,70,75,95,84,77,78,79,65,75,65,60,70,69,45,45,50,54,63,85,75,75,90,105,90,90,105,100,114,99,100,115,112,103,100,85,107,84,103,76,66,85,65,81,80,82,83,65,83,70,60,88,78,65,84,80,63,66,70,55,59,64,51,67,50,50,46,40,55,51,61,48,49,29,40,29,29,41,20,25,25,32,19,16,18,4,62
E02003013,6358,49,65,55,55,80,80,79,90,90,80,78,90,97,95,102,70,79,79,86,86,75,84,87,80,95,70,70,90,75,95,95,96,104,95,95,93,100,94,95,90,111,89,112,86,75,85,101,80,90,102,90,85,70,65,75,75,72,54,75,70,55,74,50,60,65,45,49,45,63,54,45,30,40,50,61,25,45,48,45,30,40,41,32,15,31,35,16,11,22,35,76
E02003014,4362,58,58,69,55,68,68,64,75,78,67,58,73,55,75,61,59,65,40,57,46,55,50,44,60,50,55,55,60,70,75,70,70,70,107,94,87,79,59,64,90,60,74,60,60,45,50,40,60,60,40,55,55,53,35,40,49,56,45,45,45,34,45,39,30,34,45,26,25,35,35,36,30,25,20,41,10,10,15,20,15,15,15,9,18,11,16,6,6,11,12,33
E02003015,3450,37,40,40,45,45,35,35,45,25,35,34,30,56,35,40,25,30,25,30,20,49,64,58,60,61,70,65,60,55,70,65,60,59,69,69,64,49,50,55,65,60,39,35,45,35,50,45,40,30,40,30,40,40,45,44,39,35,61,35,40,30,25,40,35,30,25,15,30,30,25,20,20,20,41,20,30,30,15,20,20,20,20,15,15,20,20,15,12,6,6,28
E02003016,3961,36,40,45,40,45,40,30,45,40,52,35,40,56,55,57,54,45,45,53,51,77,106,106,104,113,80,75,80,65,70,70,70,74,92,65,77,69,60,50,55,50,59,50,50,35,50,56,40,45,40,40,35,44,50,40,35,31,41,40,45,40,45,30,30,20,25,25,20,25,29,20,20,25,25,25,20,19,15,30,15,20,5,5,10,10,15,5,6,0,16,28
E02003017,3368,26,35,45,35,30,35,25,35,35,49,45,45,50,45,45,40,30,25,20,20,20,20,20,25,35,25,25,30,25,35,30,35,45,25,35,40,40,50,50,55,65,50,45,51,45,40,55,60,40,40,50,40,49,46,40,40,25,45,40,30,30,30,30,35,39,35,30,35,45,30,41,25,34,41,68,30,40,41,25,30,35,24,32,32,31,16,37,18,18,21,114
E02003018,3194,41,45,35,35,30,45,40,40,40,48,48,50,35,45,40,40,40,25,35,20,20,25,30,25,25,30,25,30,15,35,50,45,45,50,50,59,50,55,35,50,54,50,35,55,35,30,40,50,49,35,40,45,38,25,40,40,47,35,50,50,39,45,50,30,43,30,36,36,34,35,36,47,25,31,35,20,25,25,30,10,15,20,10,15,16,13,10,6,6,18,34
E02003019,5103,67,63,55,55,48,64,63,50,70,63,54,54,40,60,56,50,50,59,57,35,50,54,54,60,50,55,65,60,85,85,90,80,97,90,85,79,94,74,103,70,60,82,68,65,50,60,67,65,54,51,45,54,77,66,83,64,60,61,69,60,76,73,54,42,55,45,54,50,49,55,36,60,49,53,49,38,31,35,31,34,21,29,15,34,22,18,18,30,15,16,62
E02003020,3456,27,30,30,20,40,35,49,45,50,50,45,49,55,55,56,68,54,69,51,25,15,15,30,15,20,20,15,10,10,15,20,25,25,25,25,25,35,35,40,40,40,60,54,45,61,45,77,60,35,50,35,40,50,45,40,45,36,30,35,30,40,40,40,40,35,35,25,34,40,30,35,41,39,52,46,40,35,40,25,35,30,25,26,20,26,30,25,35,29,29,158
E02003021,3644,42,44,45,40,44,40,40,40,40,34,20,40,30,30,30,25,25,30,36,35,97,180,130,99,87,65,65,85,60,80,70,65,64,74,69,59,59,69,59,66,66,78,55,35,20,40,35,30,40,35,40,35,53,35,30,30,30,20,25,35,20,25,20,25,25,30,25,20,10,15,25,25,20,20,15,25,15,15,8,20,5,20,21,15,19,10,10,6,12,0,44
E02003022,3227,33,25,40,40,35,44,50,40,45,53,53,50,35,35,35,40,40,30,30,20,10,10,20,20,25,25,20,20,15,20,15,20,20,25,40,45,35,45,40,40,45,55,50,51,61,65,30,45,40,40,40,30,44,40,45,50,41,40,45,45,52,51,45,52,43,35,25,41,35,35,30,41,35,52,41,34,30,30,30,20,30,15,42,27,26,15,32,18,6,21,53
E02003023,3454,25,29,30,35,30,40,25,30,30,35,35,25,35,25,40,30,30,25,57,148,133,107,81,50,45,45,45,30,40,50,50,35,50,45,50,45,50,55,34,45,45,35,30,30,40,30,25,50,30,40,30,40,40,20,35,35,41,45,63,50,40,41,39,47,35,25,25,25,30,35,40,32,20,46,36,25,29,15,20,20,31,10,10,15,23,23,20,18,12,12,57
E02003024,5110,60,57,40,61,55,69,64,60,63,53,58,40,50,55,45,30,35,44,46,55,126,145,92,84,82,85,70,75,90,90,115,75,107,78,98,88,88,82,70,65,75,91,60,77,60,65,65,50,45,50,55,35,53,50,55,50,51,50,55,55,44,45,49,56,40,40,50,34,35,40,41,43,35,35,46,25,35,41,26,19,15,26,26,21,29,17,26,29,29,18,103
E02003025,3852,34,40,45,35,45,45,59,55,45,48,57,40,56,55,50,35,45,45,63,35,50,59,57,50,70,60,60,60,60,55,70,55,68,65,59,55,64,73,64,70,72,68,55,60,55,55,56,56,30,40,45,45,45,45,45,40,40,50,35,50,34,45,35,35,33,30,31,25,25,20,25,30,20,30,25,15,14,24,30,26,9,15,10,21,15,5,10,6,6,12,48
E02003026,5338,35,25,30,35,35,35,40,30,30,70,59,50,50,50,40,45,40,55,199,700,350,59,30,35,35,30,30,25,35,30,30,30,45,35,30,40,40,55,35,40,45,60,60,55,65,55,60,55,65,60,70,50,65,50,60,65,50,55,45,55,60,45,55,67,45,50,60,55,54,65,43,61,49,55,65,44,45,56,45,35,49,40,47,25,31,37,26,29,34,24,105
E02003027,6442,66,68,70,90,104,70,83,80,75,77,69,87,86,65,67,55,74,50,40,40,137,215,231,150,138,105,130,130,114,100,114,100,103,99,104,103,102,103,117,101,117,111,112,106,100,95,78,80,75,70,94,55,59,60,85,68,65,91,65,50,55,60,58,56,47,45,58,35,55,45,36,47,40,40,34,15,15,20,14,15,25,10,15,5,6,12,12,0,0,0,19
E02003028,4492,26,25,35,30,40,35,64,55,59,54,53,73,61,55,61,59,59,54,62,30,59,88,91,85,65,80,95,75,50,60,55,50,60,59,50,55,45,64,55,45,61,65,59,55,55,60,93,61,60,77,60,70,59,50,73,60,79,66,50,55,49,30,40,56,40,35,30,30,30,30,52,40,40,35,25,30,36,30,30,21,15,15,26,21,16,21,15,12,6,23,69
E02003029,3405,42,44,40,40,30,55,49,55,55,49,44,30,46,54,56,50,40,57,40,30,45,40,40,30,30,50,50,40,40,45,40,35,50,60,60,55,59,58,70,60,56,64,63,61,51,40,40,56,45,45,40,45,40,40,45,57,41,40,35,35,44,30,25,29,34,23,25,36,30,20,15,15,25,20,20,15,20,15,20,5,15,14,15,20,4,0,15,12,6,6,30
E02003030,3827,47,48,54,40,45,49,40,44,45,40,39,40,35,40,35,35,30,30,46,41,73,78,71,45,76,55,65,65,60,65,75,80,74,69,74,68,54,83,70,50,94,63,54,50,55,60,45,61,59,51,50,50,39,46,45,59,35,51,50,50,35,40,35,20,39,25,25,35,20,20,30,15,25,20,20,5,20,20,15,32,16,15,5,10,0,6,0,12,6,6,15
E02003031,5181,32,40,35,25,45,40,54,35,49,62,58,45,40,55,55,54,65,50,50,61,171,213,182,159,160,100,135,120,120,110,110,85,103,75,80,75,69,55,69,60,70,65,55,70,66,65,76,45,80,60,69,74,59,66,69,58,51,60,60,54,49,61,44,51,35,44,36,50,40,34,30,31,35,20,25,20,15,20,10,15,5,5,10,0,6,6,5,6,0,0,0
E02003032,4163,51,49,44,45,50,54,50,60,50,58,57,45,40,50,50,59,40,53,41,30,64,48,61,55,65,70,50,60,65,60,85,91,79,84,97,84,68,87,88,76,83,59,50,51,55,60,56,50,40,45,40,50,62,40,49,45,36,45,40,40,44,51,40,35,40,25,35,35,43,25,30,30,30,24,20,20,20,20,25,27,20,14,15,20,4,15,5,0,6,12,24
E02003033,4461,18,10,25,25,20,20,10,15,25,15,20,20,25,20,31,20,25,30,15,109,517,493,270,162,134,135,135,135,115,85,95,75,60,60,50,45,54,35,35,45,25,45,50,30,30,30,40,35,40,30,45,35,40,25,30,35,30,40,35,29,30,30,29,25,25,29,20,26,25,15,26,11,25,30,35,20,20,10,15,10,10,5,10,5,12,6,0,0,0,0,25
E02003036,4219,31,25,20,25,25,30,25,25,15,15,30,25,20,20,30,30,15,20,41,173,211,272,237,202,185,160,176,160,139,120,105,90,102,70,85,58,69,55,50,34,40,49,25,25,35,40,35,25,25,30,30,35,25,30,35,25,36,39,15,25,30,20,15,20,20,15,20,25,15,25,5,15,25,15,10,15,15,10,5,5,0,10,10,0,6,0,6,0,0,0,18
E02003037,4596,26,25,20,25,15,25,15,20,20,20,20,15,15,20,30,15,15,30,25,78,275,435,357,196,189,171,187,156,148,125,125,105,92,70,70,55,54,60,40,35,40,50,30,40,30,40,35,30,30,20,30,35,25,35,35,30,41,35,30,30,25,35,25,25,10,15,20,15,25,30,16,20,25,15,25,15,10,15,10,5,5,15,10,10,12,24,6,6,6,6,25
E02003038,3500,51,45,65,40,35,54,40,40,35,48,35,30,30,35,35,25,35,30,30,20,35,40,30,35,45,55,60,55,55,55,60,80,74,79,74,55,59,63,45,50,66,60,63,40,35,45,50,45,50,46,55,44,49,30,55,45,47,35,50,45,39,25,50,25,39,14,30,20,20,30,25,20,20,30,30,25,25,25,20,21,10,20,19,26,15,10,15,0,6,6,23
E02003039,4418,60,64,45,55,25,50,50,40,40,45,54,45,50,50,35,35,45,54,50,25,45,40,39,80,55,65,60,80,70,75,90,121,89,103,103,97,85,65,75,65,71,64,74,60,76,70,49,45,55,51,55,55,49,60,55,64,61,60,60,45,40,40,45,35,35,35,30,30,45,20,30,40,40,25,24,25,14,25,35,29,20,15,25,24,10,5,4,6,18,12,39
E02003040,4859,78,58,55,65,50,50,45,30,25,44,49,30,40,35,25,35,20,20,15,25,25,35,44,55,80,80,115,105,119,168,154,164,150,161,175,150,141,135,106,102,97,79,68,66,71,60,55,45,60,61,45,45,49,51,40,50,51,40,40,35,40,35,25,30,14,30,20,25,15,19,20,26,35,24,25,20,25,25,31,13,5,20,21,10,11,11,15,18,11,6,68
E02003041,3086,15,15,20,10,10,5,15,15,10,25,15,30,20,30,36,44,34,54,36,10,78,150,106,75,82,100,110,110,80,90,80,55,73,55,50,50,45,40,35,25,35,30,30,35,20,20,20,20,25,20,30,20,34,15,15,30,30,40,25,30,25,30,20,30,25,30,25,20,25,15,26,26,35,30,25,25,20,20,21,20,15,10,20,15,12,6,6,12,6,0,29
E02003044,3071,27,40,25,35,30,45,35,40,25,30,35,39,30,25,25,25,30,35,20,20,25,30,34,35,30,35,45,45,40,65,50,60,65,60,69,55,65,55,50,55,40,45,35,25,30,35,40,30,35,51,35,50,45,35,44,45,40,30,45,35,38,30,25,35,30,30,15,25,35,25,15,25,30,30,36,35,25,34,30,20,14,25,26,5,20,15,5,0,12,12,15
E02003045,3463,14,10,5,5,5,20,10,20,10,15,15,30,20,25,15,25,20,25,82,289,255,189,140,138,108,105,105,100,90,75,65,60,49,40,50,39,39,35,30,45,30,35,40,15,35,20,35,25,30,30,25,25,25,30,25,44,30,25,25,30,25,25,28,25,20,20,25,20,25,15,21,24,30,30,26,20,20,5,10,5,5,5,5,0,6,0,6,6,0,0,15
E02003046,5113,74,80,78,60,60,60,63,50,55,54,49,45,50,50,40,40,40,40,51,40,25,40,68,80,86,60,105,100,100,95,115,147,126,118,109,117,125,107,74,107,97,65,94,76,70,70,66,65,60,67,70,70,49,51,50,70,57,45,50,60,44,45,30,41,45,44,35,45,35,30,31,36,30,25,30,20,29,20,25,30,20,10,15,10,30,6,6,12,15,6,28
E02003047,5570,75,55,55,70,50,59,50,60,50,65,59,59,55,50,60,45,35,40,30,30,45,74,86,100,142,145,180,186,149,150,125,110,132,119,114,93,94,100,90,75,100,93,89,77,76,65,60,59,80,72,70,55,50,71,70,75,71,71,50,60,49,40,35,40,45,45,45,30,34,30,30,30,25,29,45,20,20,20,20,15,5,5,15,10,15,16,10,5,4,6,57
E02003048,3282,35,35,35,35,30,40,30,30,35,35,20,20,20,25,30,25,30,20,15,15,25,30,25,55,60,65,90,95,110,110,75,85,83,88,84,70,70,69,75,66,60,70,40,46,55,50,50,45,50,40,30,35,44,40,35,40,35,45,40,25,25,20,55,25,20,20,25,25,30,20,10,15,20,15,5,5,5,15,5,5,5,10,0,5,10,5,0,6,0,6,5
E02003049,3956,59,39,45,45,60,55,49,59,50,49,45,45,30,45,40,30,30,34,26,20,45,30,49,50,50,50,65,65,54,70,55,80,74,74,80,92,78,64,64,75,65,60,60,71,45,45,35,45,50,40,45,60,35,41,35,50,62,40,60,35,44,40,30,29,25,40,42,40,30,25,37,31,35,40,40,30,25,30,35,30,24,20,14,24,12,6,18,18,10,6,28
E02003050,4872,64,53,65,35,49,40,35,30,40,30,30,30,20,30,20,15,20,30,15,31,25,65,81,105,115,145,165,195,197,182,140,182,159,123,123,108,90,107,98,90,61,65,72,55,45,35,51,40,35,51,50,40,45,50,50,35,30,30,35,35,39,39,48,46,33,25,36,30,24,15,21,31,24,20,31,19,21,20,24,9,15,25,21,24,16,12,26,18,17,4,52
E02003051,3803,42,59,55,50,55,50,55,50,50,50,44,44,51,35,40,40,30,35,30,35,30,44,34,55,75,70,70,75,80,95,110,95,84,97,87,74,97,93,69,76,82,70,45,50,55,45,35,45,55,45,35,40,49,40,35,40,46,35,35,35,25,25,25,31,30,25,20,20,20,20,14,15,20,25,20,15,15,10,10,15,15,5,5,5,15,0,0,6,6,0,19
E02003052,3735,52,44,54,56,48,39,39,45,40,34,39,39,30,35,46,25,25,20,25,15,30,20,39,60,71,65,75,90,84,75,70,92,77,92,78,93,68,59,64,70,72,55,48,45,46,30,52,40,50,52,50,45,34,30,25,39,41,40,44,25,44,45,29,30,29,30,37,25,29,25,32,38,34,41,25,28,16,30,27,21,20,10,5,32,6,3,10,12,10,0,27
E02003053,4391,66,55,45,50,40,45,59,30,50,67,45,55,50,55,40,55,50,50,51,35,35,40,30,60,50,55,60,40,70,50,45,75,80,70,65,74,80,65,65,70,60,73,73,66,55,65,60,66,55,65,65,60,64,59,65,60,50,60,59,40,58,35,55,51,38,55,40,45,40,39,30,35,34,35,35,15,24,30,15,20,20,30,15,31,9,15,25,24,24,24,53
E02003054,3517,50,38,45,35,45,54,25,25,59,30,38,44,40,30,35,40,40,30,25,30,25,30,25,35,51,55,50,30,50,45,60,65,82,74,55,64,68,49,55,55,72,50,55,45,40,35,50,40,45,58,45,45,48,47,50,45,58,50,59,40,44,30,48,41,35,25,25,35,29,20,26,26,44,29,25,20,20,25,10,20,15,25,15,15,17,23,23,6,10,6,27
E02003055,4694,51,54,55,60,45,70,68,89,82,73,87,50,66,75,92,60,70,68,73,51,65,62,49,75,30,50,60,60,65,75,75,75,70,75,85,83,92,82,95,91,76,74,78,60,60,75,66,66,50,56,55,55,77,50,55,50,62,51,55,45,49,35,39,44,38,30,35,35,30,30,29,25,30,25,35,10,20,20,15,25,20,10,25,20,6,0,14,6,6,0,19
E02003056,3918,51,49,35,50,55,45,44,65,74,54,62,65,60,65,71,55,55,49,46,35,50,40,50,35,50,35,20,60,50,60,65,70,65,60,65,55,74,50,50,55,61,55,63,60,45,70,55,40,35,51,55,60,49,40,60,60,57,35,40,35,39,40,44,51,35,49,30,30,25,35,35,31,25,36,41,25,19,10,26,20,10,20,10,9,10,6,5,0,18,0,14
E02003057,3205,33,35,35,50,40,45,34,35,30,48,35,39,30,25,40,40,35,25,25,30,30,25,29,30,40,25,40,30,30,60,60,45,64,55,60,54,59,54,59,35,45,54,54,35,31,35,35,40,30,30,35,55,35,40,39,25,35,35,40,35,35,40,35,40,29,35,36,31,44,20,32,32,25,30,41,28,38,20,21,16,21,14,20,20,18,17,12,18,15,6,60
E02003058,5050,53,69,64,50,45,65,55,70,60,53,67,74,61,70,55,70,45,50,40,45,40,40,62,60,70,60,60,95,80,75,85,90,80,95,99,78,102,70,55,80,55,65,70,60,40,50,40,70,65,45,64,60,54,55,55,65,72,60,60,60,63,50,50,39,44,55,61,56,30,35,46,46,35,56,55,40,49,30,47,36,25,35,35,31,30,26,20,24,24,17,58
