Location ID,Location HSCA start date,Care home?,Location Name,Location Region,Location Local Authority,Location Street Address,Location City,Location Postal Code,Location Latitude,Location Longitude,Location Parliamentary Constituency,Provider Nominated Individual Name,"Regulated activity - Treatment of disease, disorder or injury",Service type - Care home service with nursing,Service type - Care home service without nursing,Service user band - Children 0-18 years,Service user band - Dementia,Service user band - Learning disabilities or autistic spectrum disorder,Service user band - Mental Health,Service user band - Older People,Service user band - Physical Disability,Service user band - Sensory Impairment,Service user band - Younger Adults,num_values_found,num_values_found.1,lad,msoa,area,Care homes beds,occupancy_mean,%occupancy_mean,probability_mean,occupancy_std,%occupancy_std,probability_std
1-112951275,2010-10-01,Y,The Abbeyfield East London Extra Care Society Limited,London,Barking and Dagenham,George Brooker House,Dagenham,RM9 6LH,51.537993,0.144212,Dagenham and Rainham,"Strong, Margaret",,,Y,,Y,,,Y,Y,,,3,3,E09000002,E02000014,E00000444,45,43.0,96.0,0.96775,1.0,2.2222,0.00213
1-117294310,2010-11-30,Y,Bennetts Castle Care Centre,London,Barking and Dagenham,244 Bennetts Castle Lane,Dagenham,RM8 3UU,51.552954,0.124619,Barking,"Hollington, Basil",Y,Y,,,Y,,,Y,,,Y,5,5,E09000002,E02006799,E00000123,64,61.0,96.0,0.87922,2.0,2.8384,0.06901
1-119099319,2010-11-16,Y,Hanbury Court Care Home,London,Barking and Dagenham,Dagmar Road,Dagenham,RM10 8XP,51.539276,0.168816,Dagenham and Rainham,"Zeta, Zeta",Y,Y,,,,,,Y,,,,4,4,E09000002,E02000011,E00000527,42,30.0,71.0,0.89668,4.0,9.5979,0.11709
1-119703070,2011-01-18,Y,Ridley Community Project,London,Barking and Dagenham,49 Ridley Close,Barking,IG11 9PJ,51.54003,0.099213,Barking,*,,,Y,,,,Y,,,,,3,3,E09000002,E02000012,E00185806,3,3.0,100.0,0.99897,0.0,0.0,0.00074
1-124583481,2011-03-03,Y,Outlook Care - Dagenham Road,London,Barking and Dagenham,357a - 359 Dagenham Road,Romford,RM7 0XX,51.557816,0.176306,Dagenham and Rainham,*,,,Y,,,,Y,Y,,,Y,3,3,E09000002,E02000004,E00000194,8,7.0,88.0,0.993,1.0,12.5,0.00428
1-125861732,2011-02-15,Y,Park View,London,Barking and Dagenham,1-2 Morland Road,Dagenham,RM10 9HW,51.535561,0.152273,Dagenham and Rainham,"O'Reilly, Michael",Y,Y,,,Y,,,Y,,,Y,3,3,E09000002,E02000021,E00000424,108,106.0,98.0,0.97974,2.0,1.8519,0.02006
1-142472420,2011-01-12,Y,Kallar Lodge Residential Care Home,London,Barking and Dagenham,75 Gregory Road,Romford,RM6 5RU,51.582503,0.128639,Dagenham and Rainham,"Liebrecht, Stephan",,,Y,,Y,,,Y,,,,3,3,E09000002,E02000002,E00000166,44,29.0,66.0,0.92652,4.0,9.0909,0.07082
1-142472435,2011-01-12,Y,Gascoigne Road Care Home,London,Barking and Dagenham,80 Gascoigne Road,Barking,IG11 7LQ,51.53216,0.079701,Barking,"Liebrecht, Stephan",,,Y,,,Y,,,Y,Y,Y,2,2,E09000002,E02000022,E00185671,12,11.0,92.0,0.76382,1.0,11.7851,0.04249
1-164893164,2011-01-25,Y,Sahara Parkside,London,Barking and Dagenham,101-113 Longbridge Road,Barking,IG11 8TA,51.542332,0.085113,Barking,"Bye, Sharon",,,Y,,,Y,Y,Y,Y,Y,Y,6,6,E09000002,E02000017,E00000041,30,12.0,42.0,0.98486,5.0,15.741,0.01742
1-1884064402,2015-03-31,Y,Faircross 102,London,Barking and Dagenham,102 Faircross Avenue,Barking,IG11 8QZ,51.54317,0.080436,Barking,*,,,Y,,,Y,,,,,,3,3,E09000002,E02000017,E00000066,3,3.0,100.0,0.98734,0.0,0.0,0.01408
1-2891456486,2016-11-23,Y,Chestnut Court Care Home,London,Barking and Dagenham,Frizlands Lane,Dagenham,RM10 7YD,51.551561,0.155134,Dagenham and Rainham,"Walsh, Paul",Y,Y,,,Y,,,Y,,,,2,2,E09000002,E02000007,E00000326,62,60.0,96.0,0.83801,1.0,1.1405,0.22545
1-3153731434,2017-01-31,Y,Chaseview Care Home,London,Barking and Dagenham,Off Dagenham Road,Romford,RM7 0XY,51.559051,0.17661,Dagenham and Rainham,"Hall, Antony",Y,Y,,,Y,,,Y,,,Y,6,6,E09000002,E02000004,E00000195,120,97.0,81.0,0.90275,9.0,7.7534,0.08498
1-320058309,2011-11-03,Y,Cloud House,London,Barking and Dagenham,50A Roycraft Avenue,Barking,IG11 0NU,51.528802,0.099518,Barking,"Singh, Jagjeet",,,Y,,,Y,Y,Y,,,Y,5,5,E09000002,E02000023,E00000465,10,7.0,66.0,0.97819,2.0,23.0217,0.04653
1-3224519865,2017-01-12,Y,Faircross Care Home London Limited,London,Barking and Dagenham,100 Faircross Avenue,Barking,IG11 8QZ,51.54317,0.080436,Barking,"Kaur, Davinder",,,Y,,,Y,,,,,,4,4,E09000002,E02000017,E00000066,5,4.0,85.0,0.99349,1.0,19.1485,0.00682
1-3977761030,2017-07-10,Y,Alexander Court Care Centre,London,Barking and Dagenham,320 Rainham Road South,Dagenham,RM10 7UU,51.550591,0.161911,Dagenham and Rainham,"Goldstein, Alan",Y,Y,,,Y,,,Y,,,,7,7,E09000002,E02000011,E00000173,82,74.0,91.0,0.95785,4.0,4.2745,0.03033
1-4544366730,2017-11-24,Y,Valentines Way,London,Barking and Dagenham,50 Valentines Way,Romford,RM7 0YH,51.557825,0.179711,Dagenham and Rainham,*,,,Y,,,Y,,,,,Y,2,2,E09000002,E02000004,E00000194,4,4.0,88.0,0.844,1.0,17.6777,0.21795
1-4838490711,2018-02-14,Y,SASA Homes Limited,London,Barking and Dagenham,1 Stern Close,Barking,IG11 0XW,51.527777,0.119006,Barking,"Carmel Mary, Shantha",,,Y,,,Y,,Y,Y,Y,Y,1,1,E09000002,E02000019,E00000469,3,1.0,33.0,0.46729,,,
1-6114037579,2018-12-04,Y,Abbey Care Home,London,Barking and Dagenham,Collier Row Road,Romford,RM5 2BH,51.595479,0.147452,Dagenham and Rainham,"Bains, Navdeep",,,Y,,Y,,,Y,,,Y,5,5,E09000002,E02000002,E00000156,20,15.0,75.0,0.98124,4.0,21.7945,0.01148
1-6619693725,2019-04-09,Y,Auriel Lodge,London,Barking and Dagenham,116 Auriel Avenue,Dagenham,RM10 8BU,51.542102,0.176493,Dagenham and Rainham,"Amedzorneku, Francis",Y,Y,Y,,,,Y,Y,,,Y,1,1,E09000002,E02000011,E00000514,3,1.0,33.0,0.93575,,,
1-7190994974,2019-11-04,Y,Cherry Orchard,London,Barking and Dagenham,1 Richard Ryan Place,Dagenham,RM9 6LG,51.533238,0.135236,Barking,"Colman, Mandy",Y,Y,,,Y,,,Y,,,Y,2,2,E09000002,E02000019,E00000276,40,34.0,84.0,0.96626,4.0,8.8388,0.00583
1-811281854,2013-06-26,Y,Strathfield Gardens,London,Barking and Dagenham,20 Strathfield Gardens,Barking,IG11 9UL,51.542219,0.08844,Barking,"Timbs, John",,,Y,Y,,Y,,,,,,0,0,E09000002,E02000017,E00000346,7,4.0,61.31621680354112,,,,
1-9971141653,2020-12-18,Y,Schankin House,London,Barking and Dagenham,47 Waverley Gardens,Barking,IG11 0BH,51.528585,0.091031,Barking,"Joseph, Audrey",,,Y,,,Y,,,,,Y,1,1,E09000002,E02000020,E00000470,3,3.0,100.0,0.99811,,,
1-105473075,2010-12-22,Y,Glasson House,London,Barnet,93 Belmont Avenue,Barnet,EN4 9JS,51.648329,-0.153984,Chipping Barnet,"Shanahan, Patricia",,,Y,,,,Y,,,,,3,3,E09000003,E02000026,E00000834,6,5.0,89.0,0.99887,1.0,19.245,0.00067
1-10617154657,2021-03-26,Y,Hammerson House,London,Barnet,50A The Bishops Avenue,London,N2 0BE,51.575563,-0.172318,Finchley and Golders Green,"Simmons, Helen",Y,Y,,,Y,,,Y,Y,Y,,2,2,E09000003,E02000056,E00001015,116,44.0,38.0,0.89706,8.0,7.3149,0.11961
1-109514318,2010-11-04,Y,Ashfield Residential Care Home,London,Barnet,23-25 Castle Road,London,N12 9EE,51.614117,-0.173731,Finchley and Golders Green,"Heneghan, Damien",,,Y,,Y,,,Y,,,,2,2,E09000003,E02000042,E00001540,20,18.0,92.0,0.93478,2.0,10.6066,0.05933
1-109559689,2010-12-21,Y,Friary Lodge,London,Barnet,177 Friern Barnet Lane,London,N20 0NN,51.623575,-0.16672,Chipping Barnet,*,,,Y,,Y,,Y,Y,,,,4,4,E09000003,E02000034,E00001320,15,9.0,60.0,0.91021,3.0,18.8562,0.13702
1-109581159,2011-01-07,Y,Catherine Lodge,London,Barnet,36-42 Woodside Park Road,London,N12 8RP,51.617574,-0.178392,Finchley and Golders Green,"Stimpson, Noreen",,,Y,,Y,,Y,Y,,Y,,3,3,E09000003,E02000035,E00001581,39,36.0,92.0,0.86334,1.0,2.5641,0.17587
1-109720292,2011-01-25,Y,Henry Nihill House,London,Barnet,94 Priory Field Drive,Edgware,HA8 9PU,51.619541,-0.268782,Hendon,"Zelent, Mary",Y,Y,,,,,,Y,Y,,,4,4,E09000003,E02000036,E00001134,30,29.0,97.0,0.9681,1.0,2.7217,0.01709
1-109825493,2010-12-08,Y,Dr French Memorial Home Limited,London,Barnet,13 Nether Street,London,N12 7NN,51.61354,-0.179416,Finchley and Golders Green,"Appiah, Marilyn",,,Y,,Y,,,Y,,,,5,5,E09000003,E02000042,E00178865,27,23.0,85.0,0.8918,1.0,4.5361,0.14716
1-111210188,2011-01-21,Y,Sonesta Nursing Home Limited,London,Barnet,795-797 Finchley Road,London,NW11 8DP,51.56641,-0.196276,Finchley and Golders Green,"Chowdhry, Farzana",Y,Y,,,Y,,,Y,,,,5,5,E09000003,E02000061,E00000707,32,23.0,73.0,0.96189,1.0,1.7116,0.04158
1-111571136,2011-01-18,Y,Elm Park Lodge,London,Barnet,4 Elm Park Road,London,N3 1EB,51.605309,-0.197883,Finchley and Golders Green,*,,,Y,,,,Y,,,,Y,5,5,E09000003,E02000043,E00001450,27,25.0,92.0,0.91595,2.0,8.8425,0.06096
1-111629983,2011-04-15,Y,Eastside House,London,Barnet,22-24 Eastside Road,London,NW11 0BA,51.586948,-0.202681,Finchley and Golders Green,*,,,Y,,Y,,,Y,,,,3,3,E09000003,E02000060,E00001092,16,13.0,79.0,0.98037,2.0,14.4338,0.00271
1-115015758,2011-02-24,Y,Trinity House,London,Barnet,105 Station Road,London,NW4 4NT,51.582844,-0.23441,Hendon,"Ogiogwa, Martin",,,Y,,,,Y,,,,,2,2,E09000003,E02000054,E00001494,5,4.0,90.0,0.99744,1.0,14.1421,0.00278
1-115921571,2010-12-10,Y,Hilton Lodge,London,Barnet,29-31 Hilton Avenue,London,N12 9HB,51.612667,-0.168218,Finchley and Golders Green,"Appadoo, Ravindra",,,Y,,Y,,,Y,,,,4,4,E09000003,E02000038,E00001545,13,12.0,94.0,0.8911,1.0,7.3648,0.13504
1-117342230,2010-12-07,Y,Sherrick House,London,Barnet,30 Church End,London,NW4 4JX,51.590826,-0.226799,Hendon,"Booth, Ray",,,Y,,Y,Y,Y,,Y,Y,,0,0,E09000003,E02000055,E00001189,4,3.0,77.02893541576663,,,,
1-118100577,2011-01-14,Y,Fernbank Nursing Home,London,Barnet,Finchley Way,London,N3 1AB,51.607208,-0.193089,Finchley and Golders Green,*,Y,Y,,,Y,,,Y,,,,5,5,E09000003,E02000043,E00001490,30,21.0,71.0,0.91,2.0,7.6739,0.15936
1-118127588,2011-01-17,Y,Sunridge Court,London,Barnet,76 The Ridgeway,London,NW11 8PT,51.572297,-0.204875,Finchley and Golders Green,"Nelson, Julie",,,Y,,,,,Y,,,,4,4,E09000003,E02000060,E00000690,43,29.0,67.0,0.91738,17.0,40.5034,0.06577
1-118705843,2010-12-07,Y,The Cedar Gardens Care Limited,London,Barnet,12-18 Richmond Road,New Barnet,EN5 1SB,51.646464,-0.178473,Chipping Barnet,"Willis-Read, Rosamunde",Y,Y,,,Y,Y,Y,Y,Y,Y,Y,2,2,E09000003,E02000028,E00001303,45,40.0,88.0,0.9575,2.0,4.714,0.01978
1-118891443,2011-01-14,Y,St Christopher's House,London,Barnet,6 Mays Lane,Barnet,EN5 2EE,51.647497,-0.194693,Chipping Barnet,"Njogu, Ephantus",,,Y,,,,Y,,,,,4,4,E09000003,E02000027,E00001397,6,4.0,75.0,0.91129,1.0,9.6225,0.15293
1-119324805,2010-11-17,Y,Livability Brookside House,London,Barnet,Ash Close,London,HA8 8YD,51.620921,-0.264222,Hendon,"Percy, Jane",,,Y,,Y,,,Y,Y,,Y,0,0,E09000003,E02000036,E00001140,24,22.0,92.2268010329026,,,,
1-120444800,2010-11-29,Y,SENSE - Hyde Close Flats,London,Barnet,12 Hyde Close,Barnet,EN5 5TJ,51.655664,-0.199559,Chipping Barnet,"Horton, Maria Elizabeth",,,Y,,,Y,,,Y,Y,,4,4,E09000003,E02000024,E00178773,17,16.0,97.0,0.93784,2.0,12.2451,0.06817
1-121175728,2010-12-15,Y,Foxlands House,London,Barnet,1 Cranesbill Close,London,NW9 5RQ,51.593157,-0.256998,Hendon,"Templeton, Robert",,,Y,,,,Y,,,,Y,3,3,E09000003,E02006954,E00178882,6,6.0,100.0,0.92329,0.0,0.0,0.13071
1-121175743,2010-12-15,Y,Meridan House,London,Barnet,1 Stonecrop Close,London,NW9 5RG,51.592965,-0.256789,Hendon,"Templeton, Robert",,,Y,,,,Y,,,,Y,6,6,E09000003,E02006954,E00178882,12,7.0,58.0,0.87833,1.0,11.7851,0.10672
1-121852523,2010-12-10,Y,Kemble House,London,Barnet,272 Colney Hatch Lane,London,N11 3DD,51.611782,-0.155875,Chipping Barnet,"Jones, Carol",,,Y,,,Y,Y,,,,,5,5,E09000003,E02000038,E00000781,15,13.0,84.0,0.94835,3.0,21.3957,0.0234
1-121852538,2010-12-10,Y,Fairford Court,London,Barnet,272a Colney Hatch Lane,London,N11 3DD,51.611782,-0.155875,Chipping Barnet,"Jones, Carol",,,Y,,,Y,Y,,,,,3,3,E09000003,E02000038,E00000781,8,9.0,108.0,0.90802,5.0,62.9153,0.13513
1-123585258,2011-01-17,Y,Baxendale Care Home,London,Barnet,Woodside House,London,N20 0EH,51.62952,-0.176381,Chipping Barnet,"Hosier, Brian",,,Y,,Y,,,Y,,,,4,4,E09000003,E02000031,E00178772,57,44.0,78.0,0.90897,11.0,18.4836,0.10272
1-123781308,2010-11-12,Y,Lady Sarah Cohen House,London,Barnet,Asher Loftus Way,London,N11 3ND,51.611664,-0.153147,Chipping Barnet,"Carmel-Brown, Daniel",Y,Y,Y,,Y,,,Y,,,,0,0,E09000003,E02000038,E00000771,120,94.0,78.28351526977475,,,,
1-123781338,2010-11-12,Y,Rosetrees,London,Barnet,Asher Loftus Way,London,N11 3ND,51.611664,-0.153147,Chipping Barnet,"Carmel-Brown, Daniel",,,Y,,Y,,,Y,,,,2,2,E09000003,E02000038,E00000771,53,50.0,95.0,0.90814,2.0,4.0025,0.1242
1-123781414,2010-11-12,Y,Jack Gardner House,London,Barnet,184-186 Golders Green Road,London,NW11 9AG,51.576286,-0.204375,Finchley and Golders Green,"Carmel-Brown, Daniel",,,Y,,,,Y,,,,Y,3,3,E09000003,E02000060,E00001071,15,14.0,96.0,0.95587,1.0,7.698,0.03932
1-123927524,2010-12-20,Y,Norwood - 159a Station Road,London,Barnet,159a Station Road,London,NW4 4NH,51.585419,-0.232217,Hendon,"Jacobson, Beverly",,,Y,,,Y,,,,,,1,1,E09000003,E02000054,E00001525,8,7.0,88.0,0.91319,,,
1-123927538,2010-12-20,Y,Norwood - 55 Edgeworth Crescent,London,Barnet,Hendon,London,NW4 4HA,51.586165,-0.234599,Hendon,"Jacobson, Beverly",,,Y,,,Y,,,,,,1,1,E09000003,E02000054,E00001524,6,4.0,67.0,0.72108,,,
1-124120081,2010-12-30,Y,Walsingham Support - 49 Essex Park,London,Barnet,Walsingham,London,N3 1ND,51.608696,-0.186586,Finchley and Golders Green,"Burgess, Michael",,,Y,,,Y,,Y,,Y,Y,4,4,E09000003,E02000043,E00001488,6,6.0,92.0,0.89288,1.0,9.6225,0.0
1-124681907,2010-11-25,Y,Cedar House,London,Barnet,208 Barnet Road,Barnet,EN5 3LF,51.645329,-0.237273,Chipping Barnet,"Spurling, Julian",,,Y,,,Y,,,,,,5,5,E09000003,E02000030,E00001254,12,8.0,70.0,0.98101,2.0,17.2804,0.02513
1-124681921,2010-11-25,Y,The Lavenders,London,Barnet,145a Friern Park,London,N12 9LR,51.616144,-0.165145,Finchley and Golders Green,"Spurling, Julian",,,Y,,,Y,,,,,,4,4,E09000003,E02000038,E00001583,7,6.0,93.0,0.89288,1.0,8.2479,0.0
1-124681935,2010-11-25,Y,Caretech Community Services (No 2) Limited - 88 Park Road,London,Barnet,88 Park Road,New Barnet,EN4 9QF,51.651778,-0.164357,Chipping Barnet,"Spurling, Julian",,,Y,,,Y,,,,,,1,1,E09000003,E02000026,E00000829,5,5.0,100.0,0.95146,,,
1-124742449,2011-01-20,Y,Two Rivers Care Home,London,Barnet,100 Long Lane,London,N3 2HX,51.600712,-0.183149,Finchley and Golders Green,"Dass, Gyan",,,Y,,,Y,Y,Y,,,Y,0,0,E09000003,E02000050,E00001462,8,7.0,81.67277541348167,,,,
1-125661961,2010-12-06,Y,Lansdowne Care Home,London,Barnet,Claremont Road,London,NW2 1TU,51.560035,-0.213336,Finchley and Golders Green,"Southall, Natasha",Y,Y,,,Y,,,Y,,,Y,5,5,E09000003,E02000063,E00000679,92,91.0,98.0,0.94645,1.0,0.5954,0.09958
1-125666109,2010-12-07,Y,Elmhurst Residential Home,London,Barnet,81-83 Holden Road,London,N12 7DP,51.618072,-0.187371,Chipping Barnet,*,,,Y,,Y,,,Y,,,Y,3,3,E09000003,E02000035,E00001352,30,27.0,90.0,0.91554,2.0,5.7735,0.07406
1-125861413,2011-02-15,Y,Magnolia Court,London,Barnet,181 Granville Road,London,NW2 2LH,51.567162,-0.203678,Finchley and Golders Green,"O'Reilly, Michael",Y,Y,,,Y,,,Y,,,Y,3,3,E09000003,E02000061,E00000698,62,49.0,80.0,0.93186,4.0,6.1064,0.06221
1-126434561,2010-11-15,Y,The Arkley Care Home,London,Barnet,140 Barnet Road,Barnet,EN5 3LJ,51.646878,-0.234424,Chipping Barnet,"Pearson, Rebecca",Y,Y,,,,,,Y,Y,,Y,7,7,E09000003,E02000030,E00001254,54,41.0,76.0,0.91727,7.0,12.6828,0.04093
1-127846026,2010-11-22,Y,Abbey Ravenscroft Park Nursing Home,London,Barnet,3-6 Ravenscroft Park,Barnet,EN5 4ND,51.653709,-0.209293,Chipping Barnet,"Patel, Jayanti",Y,Y,,,Y,,,Y,,,,0,0,E09000003,E02000024,E00001234,67,36.0,54.397088527791574,,,,
1-128229873,2011-02-14,Y,Athenaeum Residential Care Home,London,Barnet,34-36 Athenaeum Road,London,N20 9AH,51.632235,-0.170764,Chipping Barnet,"Heneghan, Liam",,,Y,,Y,,,Y,,,,4,4,E09000003,E02000031,E00001314,21,20.0,94.0,0.90543,0.0,2.381,0.04504
1-128394376,2010-12-13,Y,Baytree Lodge,London,Barnet,270 - 272 Ballards Lane,London,N12 0ET,51.610858,-0.179321,Finchley and Golders Green,"Mistry, Chhaganbhai",,,Y,,,,Y,,,,,6,6,E09000003,E02000042,E00001478,12,12.0,97.0,0.96723,1.0,4.3033,0.00935
1-130120453,2010-11-25,Y,Hadley Lawns Care Home,London,Barnet,Kitts End Road,Barnet,EN5 4QE,51.666767,-0.199408,Chipping Barnet,"Pearson, Rebecca",Y,Y,,,,,,Y,,,,4,4,E09000003,E02000024,E00001213,44,38.0,88.0,0.74881,2.0,3.9365,0.16206
1-130120515,2010-11-25,Y,Heathgrove Lodge Care Home,London,Barnet,837 Finchley Road,London,NW11 8NA,51.569124,-0.195336,Finchley and Golders Green,"Pearson, Rebecca",Y,Y,,,Y,,,Y,,,,6,6,E09000003,E02000061,E00000706,33,27.0,83.0,0.66239,6.0,17.4253,0.20539
1-131499022,2010-12-14,Y,Eleanor Palmer Trust Home,London,Barnet,27 Cantelowes House,Barnet,EN5 2UR,51.648662,-0.216199,Chipping Barnet,"Oliver, Gail",Y,Y,,,Y,,,Y,Y,Y,Y,8,8,E09000003,E02000030,E00001439,33,28.0,85.0,0.94802,5.0,15.1947,0.08698
1-133442284,2010-11-25,Y,Lyndhurst,London,Barnet,28-30 Woodhouse Road,London,N12 0RG,51.612153,-0.174449,Finchley and Golders Green,"Spurling, Julian",,,Y,,,,Y,,,,,3,3,E09000003,E02000042,E00001549,25,12.0,47.0,0.96439,2.0,9.2376,0.03763
1-1334816280,2014-04-14,Y,Colin Garden Lodge,London,Barnet,67 Colin Gardens,London,NW9 6EP,51.586225,-0.242203,Hendon,"Goldstein, Alan",,,Y,,,Y,Y,Y,Y,Y,Y,2,2,E09000003,E02000059,E00178891,3,2.0,83.0,0.99547,1.0,23.5702,0.0
1-1334816466,2014-04-14,Y,Zinia House,London,Barnet,2 Lynton Avenue,London,NW9 6PD,51.589822,-0.245562,Hendon,"Goldstein, Alan",,,Y,,Y,Y,Y,Y,Y,Y,Y,1,1,E09000003,E02006954,E00000728,5,5.0,100.0,0.99811,,,
1-135696376,2010-11-25,Y,Caretech Community Services (No 2) Limited - 42 Russell Lane,London,Barnet,The Oaks,London,N20 0AE,51.629642,-0.156766,Chipping Barnet,"Spurling, Julian",,,Y,,,Y,,,,,,2,2,E09000003,E02000033,E00000594,6,6.0,100.0,0.89288,0.0,0.0,0.0
1-139851780,2011-01-11,Y,Elmstead House,London,Barnet,171 Park Road,London,NW4 3TH,51.579069,-0.226791,Hendon,"Gilbert, Rachel",Y,Y,,,Y,Y,Y,Y,Y,,,5,5,E09000003,E02000057,E00178727,50,62.0,125.0,0.86276,16.0,31.5151,0.04709
1-141212385,2011-01-18,Y,Kenwood Care Home,London,Barnet,30-32 Alexandra Grove,London,N12 8HG,51.612565,-0.182676,Finchley and Golders Green,"Smith, Philip",Y,Y,,,Y,,,Y,Y,,Y,3,3,E09000003,E02000042,E00001477,32,25.0,79.0,0.97632,3.0,9.547,0.00992
1-141569038,2010-11-18,Y,Woodfield House,London,Barnet,63 Cool Oak Lane,London,NW9 7NB,51.572947,-0.250263,Hendon,*,,,Y,,,,Y,,,,Y,3,3,E09000003,E02000059,E00001517,6,5.0,89.0,0.75439,1.0,9.6225,0.28577
1-144389586,2011-01-20,Y,Service to the Aged,London,Barnet,208 Golders Green Road,London,NW11 9AL,51.576622,-0.204863,Finchley and Golders Green,"Jacobs, Adrian",Y,Y,,,Y,,,Y,,,Y,1,1,E09000003,E02000060,E00001069,60,47.0,78.0,0.75661,,,
1-145042769,2010-12-14,Y,Ashton Lodge Care Home,London,Barnet,Ashton Lodge,London,NW9 6LE,51.583948,-0.248123,Hendon,"Jureidin, Diane",Y,Y,Y,,Y,,,Y,Y,Y,,2,2,E09000003,E02000059,E00001529,93,84.0,91.0,0.97251,1.0,0.7603,0.02358
1-145283609,2011-02-14,Y,Roland Residential Care Homes - 163 Hampden Way,London,Barnet,163 Hampden Way,London,N14 7NB,51.626901,-0.139742,Chipping Barnet,*,,,Y,,,,Y,,,,Y,3,3,E09000003,E02000032,E00000593,7,6.0,86.0,0.89288,0.0,0.0,0.0
1-152896006,2011-01-31,Y,Carlton Court Care Home,London,Barnet,112 Bells Hill,Barnet,EN5 2SQ,51.650489,-0.211603,Chipping Barnet,"Kollamparampil Kuriakose, Anoop",Y,Y,,,Y,,,Y,,,Y,5,5,E09000003,E02000027,E00001396,85,57.0,67.0,0.94929,16.0,18.3658,0.05056
1-157435209,2011-01-26,Y,Grace House,London,Barnet,110 Nether Street,London,N12 8EY,51.612,-0.184262,Finchley and Golders Green,"Hawkes, William",,,Y,,Y,,,Y,,,,6,6,E09000003,E02000043,E00001476,10,9.0,93.0,0.86085,1.0,8.165,0.02038
1-173072500,2011-03-17,Y,Olive House,London,Barnet,142 Mays Lane,Barnet,EN5 2LS,51.645475,-0.207103,Chipping Barnet,"Chanda, Mulenga",,,Y,,,Y,,Y,,,Y,0,0,E09000003,E02000027,E00001442,1,1.0,58.187321150415094,,,,
1-2093467553,2015-07-09,Y,Kun Mor and George Kiss Home,London,Barnet,Asher Loftus Way,London,N11 3ND,51.611664,-0.153147,Chipping Barnet,"Carmel-Brown, Daniel",,,Y,,Y,,,Y,,,,3,3,E09000003,E02000038,E00000771,48,45.0,94.0,0.96186,2.0,4.1667,0.03203
1-2336766564,2015-12-07,Y,The Grange Residential Care Home,London,Barnet,33-34 Woodside Grange Road,London,N12 8SP,51.619687,-0.183074,Chipping Barnet,*,,,Y,,Y,,,Y,,,,3,3,E09000003,E02000035,E00001354,28,26.0,94.0,0.79517,1.0,2.062,0.14706
1-2490881532,2016-05-24,Y,Limes Residential Care Home,London,Barnet,11 Fenstanton Avenue,London,N12 9HA,51.612805,-0.170924,Finchley and Golders Green,"Yatally, Shameem",,,Y,,Y,,,Y,,,,3,3,E09000003,E02000042,E00001551,26,22.0,85.0,0.93366,1.0,3.8462,0.02786
1-258635284,2011-07-07,Y,Otto Schiff,London,Barnet,Maurice and Vivienne Wohl Campus,London,NW11 9TJ,51.576668,-0.20782,Finchley and Golders Green,"Carmel-Brown, Daniel",,,Y,,Y,,,Y,,,,3,3,E09000003,E02000060,E00001069,54,48.0,88.0,0.98729,8.0,13.8992,0.01502
1-270981237,2011-08-02,Y,Friern Residential Care Home,London,Barnet,26-30 Stanford Road,London,N11 3HX,51.61488,-0.15241,Chipping Barnet,*,,,Y,,,,Y,,,,Y,5,5,E09000003,E02000038,E00000777,18,13.0,71.0,0.83539,7.0,36.5148,0.14287
1-2752690660,2016-07-13,Y,Oakleigh House,London,Barnet,110 Oakleigh Road North,London,N20 9EZ,51.629485,-0.16832,Chipping Barnet,*,,,Y,,,,Y,,,,,1,1,E09000003,E02000031,E00001318,5,5.0,100.0,0.99811,,,
1-2900158350,2016-11-23,Y,Appletree Court Care Home,London,Barnet,158 Burnt Oak Broadway,Edgware,HA8 0AX,51.601775,-0.26836,Hendon,"Walsh, Paul",Y,Y,,,Y,,,Y,Y,Y,Y,4,4,E09000003,E02000047,E00000666,77,53.0,69.0,0.92682,13.0,17.3065,0.04484
1-294570796,2011-10-10,Y,Trinity House Annexe,London,Barnet,107 Station Road,London,NW4 4NT,51.582844,-0.23441,Hendon,"Ogiogwa, Martin",,,Y,,,,Y,,,,,3,3,E09000003,E02000054,E00001494,5,4.0,80.0,0.9525,2.0,34.641,0.07786
1-3087774198,2016-12-01,Y,Sydmar Lodge,London,Barnet,201 Hale Lane,Edgware,HA8 9QH,51.617244,-0.264882,Hendon,"Bains, Balbir",,,Y,,Y,,,Y,Y,Y,,6,6,E09000003,E02000041,E00001145,57,42.0,73.0,0.74868,4.0,7.1407,0.15282
1-323556753,2011-10-21,Y,Glenholme Healthcare Limited,London,Barnet,30-32 Woodside Park Road,London,N12 8RP,51.617574,-0.178392,Finchley and Golders Green,"Macalister, George",,,Y,,,,Y,,,,,0,0,E09000003,E02000035,E00001581,18,9.0,52.71961844309048,,,,
1-353867227,2012-01-04,Y,Dimensions 5-6 Duchess Close,London,Barnet,5-6 Duchess Close,London,N11 3PZ,51.613089,-0.14373,Chipping Barnet,"Dodgson, Rachael",,,Y,,,Y,,,,,,5,5,E09000003,E02000038,E00000769,6,5.0,83.0,0.98752,0.0,0.0,0.0134
1-353888221,2012-01-04,Y,Dimensions 4 Matlock Close,London,Barnet,4 Matlock Close,Barnet,EN5 2RS,51.646529,-0.214332,Chipping Barnet,"Dodgson, Rachael",,,Y,,,Y,,,,,,2,2,E09000003,E02000027,E00001412,8,8.0,94.0,0.9986,1.0,8.8388,0.00069
