msoa,staff/owner,staff/owner's relative,temporary/visiting
E02000663,0,0,2
E02000665,0,0,0
E02000666,0,0,0
E02000667,0,2,0
E02000668,0,0,0
E02000669,0,0,0
E02000670,0,0,2
E02000671,0,0,0
E02000672,14,0,7
E02000673,0,2,2
E02000674,2,3,3
E02000675,0,0,2
E02000676,0,0,8
E02000677,0,0,5
E02000678,0,0,0
E02000679,0,0,0
E02000680,0,0,0
E02000681,0,0,1
E02000682,0,0,2
E02000683,0,0,0
E02000685,0,0,2
E02000686,0,0,0
E02000687,0,0,1
E02000689,0,0,0
E02000690,0,0,9
E02000691,0,4,15
E02000692,0,0,0
E02000693,0,0,74
E02000694,0,0,0
E02000695,0,0,1
E02000696,0,0,0
E02000697,0,0,7
E02000698,0,0,0
E02000699,0,0,0
E02000700,0,0,0
E02000701,0,0,0
E02000702,0,0,3
E02000703,0,0,0
E02000704,0,0,0
E02000705,0,0,2
E02000706,0,0,0
E02000707,0,0,2
E02000708,0,0,0
E02000709,0,0,0
E02000710,0,0,0
E02000711,0,0,0
E02000712,0,0,0
E02000713,0,0,0
E02000714,0,0,0
E02000715,0,0,0
E02000716,0,0,0
E02000717,0,0,0
E02000718,0,0,0
E02000719,0,0,0
E02000720,0,0,0
E02000721,0,2,0
E02000722,0,3,8
E02000723,0,0,0
E02000724,0,0,0
E02000725,0,3,6
E02000727,0,0,0
E02000728,0,1,0
E02000729,0,0,0
E02000730,0,0,0
E02000731,0,0,0
E02000732,0,0,0
E02000733,0,0,24
E02000734,0,0,0
E02000735,0,0,0
E02000736,2,0,0
E02000737,0,0,0
E02000738,0,0,0
E02000739,0,0,0
E02000740,0,0,0
E02000741,0,0,0
E02000742,2,0,0
E02000743,0,1,25
E02000744,0,0,0
E02000745,0,0,0
E02000746,0,0,3
E02000747,0,0,4
E02000748,0,0,1
E02000749,0,0,8
E02000751,0,3,0
E02000752,0,0,0
E02000753,0,0,0
E02000754,0,0,0
E02000755,0,0,0
E02000756,0,0,0
E02000757,0,0,0
E02000758,0,0,0
E02000759,0,0,2
E02000760,1,9,0
E02000762,0,0,0
E02000763,0,0,0
E02000764,0,0,0
E02000765,0,0,0
E02000767,0,0,10
E02000768,0,0,0
E02000770,0,0,0
E02000772,0,0,1
E02000773,0,0,1
E02000774,0,0,0
E02000776,0,4,4
E02000777,0,0,0
E02000779,6,1,9
E02000781,0,0,2
E02000782,0,0,5
E02000783,0,0,0
E02000784,2,0,0
E02000785,1,0,9
E02000786,0,0,0
E02000787,0,0,3
E02000788,0,1,0
E02000789,3,0,0
E02000790,0,0,0
E02000791,2,0,4
E02000792,1,0,1
E02000793,0,0,0
E02000794,0,2,0
E02000795,0,0,0
E02000796,0,0,3
E02000797,0,0,5
E02000798,0,0,1
E02000799,5,0,4
E02000800,0,0,0
E02000801,0,0,0
E02000802,4,9,0
E02000803,0,0,0
E02000804,1,3,8
E02000805,1,0,2
E02000806,0,0,0
E02000807,0,0,0
E02000808,10,0,16
E02000810,0,0,0
E02000812,7,0,33
E02000813,0,0,10
E02000814,0,0,0
E02000815,2,2,6
E02000816,0,0,0
E02000817,12,0,1
E02000818,0,0,0
E02000819,0,0,0
E02000820,0,0,5
E02000821,0,0,0
E02000822,2,0,3
E02000823,0,0,11
E02000824,0,0,0
E02000825,0,1,2
E02000826,1,0,3
E02000827,2,0,0
E02000828,0,0,2
E02000829,2,0,5
E02000830,0,0,0
E02000831,0,0,9
E02000832,0,0,1
E02000833,0,0,0
E02000834,0,0,0
E02000835,0,0,2
E02000836,0,0,0
E02000837,0,0,0
E02000838,0,1,62
E02000839,3,3,4
E02000840,0,0,0
E02000841,19,0,2
E02000842,1,0,1
E02000843,0,0,0
E02000844,0,0,0
E02000845,0,0,0
E02000846,0,0,0
E02000847,2,0,0
E02000848,0,0,0
E02000849,0,0,0
E02000850,0,0,0
E02000851,0,0,0
E02000852,0,0,0
E02000853,0,0,0
E02000854,0,0,0
E02000855,0,0,0
E02000856,0,0,0
E02000857,1,1,3
E02000858,0,0,0
E02000859,0,1,0
E02000860,8,1,0
E02000861,1,0,3
E02000863,0,0,0
E02000864,0,0,0
E02000865,2,8,137
E02000866,2,0,4
E02000867,0,0,2
E02000868,0,0,7
E02000869,0,0,16
E02000870,1,0,3
E02000871,0,0,0
E02000872,0,11,23
E02000873,10,0,14
E02000874,4,0,16
E02000875,0,0,0
E02000876,11,2,15
E02000877,0,0,2
E02000878,11,1,21
E02000879,1,0,0
E02000880,2,5,6
E02000881,0,0,0
E02000882,2,0,2
E02000883,0,0,8
E02000884,1,1,24
E02000885,7,1,25
E02000886,0,0,6
E02000887,0,0,1
E02000888,0,0,1
E02000889,20,10,64
E02000890,0,0,0
E02000893,0,0,0
E02000894,0,0,0
E02000895,0,0,0
E02000896,0,0,0
E02000897,0,0,0
E02000898,0,0,0
E02000899,0,0,0
E02000900,0,0,0
E02000901,0,0,0
E02000902,0,0,0
E02000903,0,0,1
E02000904,4,0,0
E02000905,0,0,0
E02000906,0,0,0
E02000907,0,1,17
E02000908,0,0,8
E02000909,0,2,1
E02000910,0,0,1
E02000911,0,0,7
E02000912,0,0,0
E02000913,0,0,0
E02000914,0,0,102
E02000915,0,0,0
E02000916,0,0,0
E02000917,0,0,2
E02000918,0,0,0
E02000919,0,0,0
E02000920,0,0,0
E02000921,0,0,0
E02000922,2,0,0
E02000923,9,7,0
E02000925,0,0,0
E02000926,0,0,0
E02000927,0,0,0
E02000928,0,0,0
E02000929,0,0,0
E02000930,0,0,0
E02000931,0,0,0
E02000932,0,0,0
E02000933,0,0,0
E02000934,0,0,0
E02000935,0,0,29
E02000936,0,0,3
E02000937,0,0,0
E02000938,7,1,0
E02000939,0,3,0
E02000940,0,0,0
E02000941,0,0,2
E02000942,0,0,0
E02000943,0,0,0
E02000944,17,2,0
E02000945,0,2,2
E02000946,2,15,58
E02000947,0,0,0
E02000948,1,1,0
E02000949,0,1,2
E02000950,0,0,0
E02000951,0,0,0
E02000952,0,0,2
E02000953,1,0,2
E02000954,0,0,0
E02000955,0,0,0
E02000956,0,0,0
E02000957,0,0,0
E02000958,0,0,6
E02000959,0,0,0
E02000960,0,2,0
E02000961,0,0,0
E02000962,0,0,0
E02000963,0,0,2
E02000964,0,0,2
E02000965,0,0,0
E02000966,2,0,2
E02000967,3,0,2
E02000968,0,0,13
E02000969,11,0,8
E02000970,5,1,0
E02000971,8,1,14
E02000972,11,0,4
E02000973,7,0,2
E02000974,28,4,14
E02000975,24,1,4
E02000976,24,3,57
E02000977,16,1,24
E02000978,13,2,7
E02000979,11,0,6
E02000980,6,0,4
E02000981,10,0,22
E02000982,0,0,2
E02000983,0,0,0
E02006782,0,0,0
E02006783,1,0,0
E02006784,0,0,0
E02006785,0,0,0
E02006786,0,0,0
E02006787,0,0,0
E02006788,0,0,0
E02006789,0,0,0
E02006791,0,0,0
E02006792,0,0,3
E02006793,12,11,0
E02006794,0,0,0
E02006795,0,0,0
E02006796,4,0,6
E02006798,14,0,14
E02006799,0,0,0
E02006800,0,0,2
E02006801,18,8,55
E02006802,4,11,18
E02006836,0,0,0
E02006853,0,0,0
E02006854,2,0,0
E02006882,0,0,0
E02006918,0,0,0
E02006921,0,0,0
E02006924,0,1,0
E02006925,0,0,0
E02006927,0,0,17
E02006928,0,0,23
E02006930,0,0,0
E02006931,0,0,2
E02006941,4,1,1
E02006942,1,0,0
E02006953,13,3,176
E02006954,4,0,0
E02006955,0,0,17
E02006956,0,1,10
E02006968,16,0,5
E02006969,3,2,15
E02006970,4,0,0
E02006971,0,0,0
E02006972,0,0,0
E02006973,0,0,0
E02006987,0,0,16
E02006988,0,0,0
E02006991,2,0,0
E02006992,0,1,12
E02006993,0,0,2
E02006994,0,0,0
E02006995,0,0,4
E02006996,0,0,14
E02006997,0,0,1
E02006998,2,0,2
E02006999,0,0,0
E02007008,0,0,0
E02007009,0,9,0
E02007017,0,0,0
E02007018,0,0,2
E02007019,0,0,11
E02007020,0,2,17
E02007083,0,0,0
E02007084,0,1,0
E02007108,2,0,4
E02007109,0,0,0
E02007110,0,4,11
E02007111,1,1,33
E02007112,0,0,0
E02007113,0,0,0
E02007114,0,0,0
E02007115,22,9,56
