Code,Name,Primary Role Name,Postcode,Is Operated By - Code,latitude,longitude,msoa
RXP44,Butterwick Hospice,NHS TRUST SITE,DL146JU,RXP,54.650797,-1.68539,E02004353
R0B0U,St. Benedicts Hospice,NHS TRUST SITE,SR20NY,R0B,54.862347,-1.368348,E02001818
RX3PR,Teesside Hospice,NHS TRUST SITE,TS55NW,RX3,54.55381,-1.249786,E02002504
RVWHY,Uh Hartlepool Hospice,NHS TRUST SITE,TS249AH,RVW,54.702398,-1.227837,E02002484
RVWNY,Uh North Tees Hospice,NHS TRUST SITE,TS198PE,RVW,54.582857,-1.347581,E02002543
RXP31,Willowburn Hospice,NHS TRUST SITE,DH70QS,RXP,54.839818,-1.733464,E02004306
