msoa,staff/owner,staff/owner's relative,temporary/visiting
E02004712,0,0,1
E02004713,0,0,0
E02004714,0,0,0
E02004715,0,0,0
E02004716,0,0,0
E02004717,0,0,0
E02004718,0,0,0
E02004719,10,1,0
E02004720,5,0,0
E02004721,0,0,0
E02004722,0,0,2
E02004723,0,0,0
E02004724,0,0,0
E02004725,0,0,0
E02004726,0,0,0
E02004727,0,2,1
E02004728,0,0,0
E02004729,0,0,0
E02004730,0,1,0
E02004731,0,0,1
E02004732,1,0,0
E02004733,3,0,3
E02004734,0,0,1
E02004735,1,0,0
E02004736,0,0,0
E02004737,0,1,2
E02004738,0,0,0
E02004739,5,0,3
E02004740,0,0,0
E02004741,0,0,1
E02004742,0,0,1
E02004743,0,0,0
E02004744,0,0,2
E02004745,0,0,18
E02004746,2,2,4
E02004747,0,0,0
E02004748,1,2,5
E02004749,0,2,0
E02004750,3,0,4
E02004751,0,0,0
E02004752,1,0,2
E02004753,1,0,43
E02004754,0,0,0
E02004755,0,0,0
E02004756,2,5,0
E02004757,0,0,1
E02004758,0,1,1
E02004759,0,0,0
E02004760,0,1,0
E02004761,11,1,7
E02004764,0,0,0
E02004765,0,0,0
E02004766,0,1,0
E02004767,0,0,0
E02004768,0,0,0
E02004769,0,0,0
E02004770,0,0,1
E02004771,0,0,0
E02004772,0,0,3
E02004774,0,0,0
E02004775,5,0,2
E02004776,17,2,0
E02004777,0,0,0
E02004778,0,0,0
E02004779,9,1,0
E02004780,0,0,0
E02004781,0,0,0
E02004782,1,1,1
E02004783,0,0,0
E02004784,3,3,0
E02004785,14,0,1
E02004786,0,0,0
E02004787,2,0,0
E02004788,7,1,0
E02004789,3,2,0
E02004790,1,1,0
E02004791,0,0,0
E02004792,0,0,0
E02004793,49,4,0
E02004794,5,2,0
E02004795,24,0,0
E02004796,0,0,3
E02004797,0,0,0
E02004798,0,0,0
E02004799,0,0,0
E02004800,0,0,2
E02004801,4,0,1
E02004802,0,0,1
E02004803,0,0,0
E02004804,0,0,0
E02004805,0,2,8
E02004806,0,0,0
E02004807,0,0,0
E02004808,5,4,24
E02004809,1,0,19
E02004810,0,0,0
E02004811,5,0,0
E02004812,0,0,0
E02004813,0,0,0
E02004814,7,0,0
E02004815,0,0,0
E02004817,0,0,0
E02004818,1,0,18
E02004819,2,0,0
E02004820,1,0,5
E02004821,7,2,0
E02004822,1,0,0
E02004823,0,0,0
E02004824,0,0,0
E02004825,4,1,0
E02004826,4,3,0
E02004827,0,0,0
E02004828,2,0,0
E02004829,1,0,0
E02004830,4,0,12
E02004831,10,0,30
E02004832,44,4,4
E02004833,0,4,24
E02004834,14,7,4
E02004835,12,1,6
E02004836,0,0,4
E02004837,0,0,0
E02004838,1,0,0
E02004839,0,0,0
E02004840,0,0,0
E02004841,1,0,0
E02004842,1,0,10
E02004996,1,0,0
E02004997,0,0,1
E02004998,0,0,1
E02005000,12,0,6
E02005001,0,0,0
E02005002,0,0,0
E02005003,0,0,0
E02005004,0,0,0
E02005005,0,0,0
E02005006,0,0,0
E02005007,0,0,0
E02005008,3,0,0
E02005009,0,0,0
E02005010,9,0,0
E02005011,0,0,0
E02005012,0,0,0
E02005013,0,0,0
E02005014,0,0,0
E02005015,1,0,0
E02005016,0,0,0
E02005017,0,0,0
E02005018,3,0,1
E02005019,0,0,0
E02005020,7,0,10
E02005021,78,10,69
E02005022,3,0,0
E02005023,1,0,23
E02005025,62,0,37
E02005026,0,0,1
E02005027,0,0,0
E02005028,0,0,4
E02005029,5,0,0
E02005030,0,0,0
E02005031,3,0,0
E02005032,0,0,0
E02005033,5,0,0
E02005034,0,0,0
E02005035,11,0,2
E02005036,0,0,0
E02005037,0,0,2
E02005038,0,0,0
E02005039,0,0,1
E02005040,1,1,0
E02005041,0,0,0
E02005042,0,0,0
E02005043,0,0,0
E02005044,0,0,0
E02005045,5,0,0
E02005046,0,0,0
E02005047,0,0,0
E02005048,0,0,0
E02005049,0,0,2
E02005050,0,0,0
E02005051,0,0,0
E02005052,43,1,5
E02005053,29,0,5
E02005054,0,0,0
E02005055,0,0,0
E02005056,0,0,3
E02005057,0,0,2
E02005058,0,0,0
E02005059,1,0,0
E02005060,3,0,0
E02005061,0,0,0
E02005062,0,0,0
E02005063,0,0,0
E02005064,3,0,2
E02005065,0,0,0
E02005066,1,0,0
E02005067,0,0,0
E02005068,0,0,0
E02005069,2,1,3
E02005070,0,0,0
E02005071,3,43,91
E02005072,0,0,0
E02005073,0,5,8
E02005074,0,1,0
E02005075,0,0,0
E02005076,0,0,10
E02005077,0,0,0
E02005078,2,0,0
E02005079,0,0,0
E02005080,0,0,0
E02005081,0,0,0
E02005082,2,0,1
E02005083,0,0,0
E02005084,15,2,2
E02005085,0,0,0
E02005086,0,3,0
E02005087,12,0,1
E02005088,1,0,0
E02005089,0,0,0
E02005090,2,0,0
E02005091,3,5,0
E02005093,0,0,0
E02005094,0,0,5
E02005095,0,0,1
E02005096,0,0,0
E02005097,3,1,0
E02005098,12,1,8
E02005099,0,0,2
E02005100,0,0,0
E02005101,0,0,15
E02005102,0,0,0
E02005103,17,0,2
E02005104,0,0,0
E02005105,0,0,0
E02005106,0,0,2
E02005107,3,0,20
E02005109,0,0,0
E02005110,0,0,0
E02005111,0,0,0
E02005112,0,0,0
E02005113,2,2,1
E02005114,1,0,0
E02005115,0,0,0
E02005116,0,0,0
E02005117,0,0,0
E02005118,0,0,0
E02005119,0,1,0
E02005120,0,10,111
E02005121,2,0,0
E02005122,0,0,0
E02005123,0,0,0
E02005124,0,0,1
E02005125,0,0,0
E02005126,0,4,0
E02005127,0,0,0
E02005128,0,0,0
E02005129,0,0,0
E02005130,6,7,0
E02005131,1,0,5
E02005132,2,0,8
E02005133,0,5,0
E02005134,5,4,1
E02005135,5,3,1
E02005136,3,1,0
E02005137,0,0,0
E02005138,1,0,0
E02005139,1,0,0
E02005140,0,0,1
E02005141,6,2,0
E02005142,0,0,0
E02005143,0,0,0
E02005144,0,0,0
E02005145,0,0,0
E02005146,17,3,13
E02005147,0,0,1
E02005148,1,1,0
E02005149,3,11,4
E02005150,5,0,1
E02005151,3,0,0
E02005153,0,0,0
E02005154,0,0,0
E02005155,0,0,0
E02005156,0,1,2
E02005157,0,0,0
E02005158,0,0,0
E02005159,0,0,0
E02005160,0,0,8
E02005161,0,0,0
E02005162,0,0,0
E02005163,0,0,0
E02005164,0,0,0
E02005165,8,1,2
E02005166,2,0,9
E02005167,6,11,0
E02005168,0,1,4
E02005169,3,0,18
E02005170,1,16,0
E02005171,0,0,0
E02005172,14,2,0
E02005173,0,0,0
E02005174,19,0,6
E02005175,53,1,6
E02005921,0,0,0
E02005922,0,0,0
E02005923,0,0,0
E02005924,1,1,0
E02005925,0,0,0
E02005926,23,0,0
E02005927,2,0,0
E02005928,3,1,3
E02005929,0,0,0
E02005930,2,0,1
E02005931,3,0,0
E02005932,0,0,0
E02005933,1,0,0
E02005934,0,0,0
E02005935,2,0,0
E02005936,2,6,56
E02005937,2,0,0
E02005938,0,0,0
E02005939,0,0,0
E02005940,13,0,0
E02005941,25,5,14
E02005942,13,3,10
E02005943,0,0,0
E02005944,1,0,0
E02005945,23,0,9
E02005946,0,0,0
E02005947,105,39,105
E02005948,10,0,4
E02005949,23,0,39
E02005950,1,1,5
E02005951,2,0,0
E02005953,0,0,0
E02005954,6,0,2
E02005955,0,0,0
E02005956,0,0,0
E02005957,0,3,0
E02005958,0,0,0
E02005959,12,1,0
E02005960,0,0,1
E02005961,4,0,0
E02005962,7,0,0
E02005963,7,0,6
E02005964,4,0,0
E02005965,1,0,0
E02005966,0,0,0
E02005967,0,6,5
E02005968,15,2,30
E02005969,0,0,0
E02005970,0,0,0
E02005971,0,0,0
E02005972,11,0,0
E02005973,0,1,0
E02005974,0,0,0
E02005975,30,7,2
E02005976,10,7,3
E02005977,0,0,0
E02005978,3,0,4
E02005979,2,0,1
E02005980,10,8,23
E02005981,0,0,0
E02005982,0,0,0
E02005983,1,0,3
E02005984,2,1,0
E02005985,0,0,0
E02005986,0,1,0
E02005987,0,0,0
E02005988,0,0,0
E02005991,3,0,0
E02005992,3,0,0
E02005993,0,0,0
E02005994,36,1,4
E02005995,1,0,0
E02005996,2,0,0
E02005997,1,0,0
E02005998,5,0,0
E02005999,2,0,0
E02006000,0,0,1
E02006001,0,0,0
E02006002,0,0,0
E02006003,1,0,0
E02006004,35,1,20
E02006005,0,0,0
E02006006,0,0,0
E02006007,0,0,0
E02006317,0,0,0
E02006318,0,2,0
E02006319,0,0,2
E02006320,0,0,0
E02006321,1,0,0
E02006322,5,0,0
E02006323,0,0,0
E02006324,0,0,1
E02006325,0,0,0
E02006326,0,2,0
E02006327,0,0,0
E02006328,3,0,0
E02006329,0,4,0
E02006330,10,0,0
E02006331,0,4,0
E02006332,8,0,2
E02006333,63,22,5
E02006334,0,0,0
E02006335,1,0,0
E02006336,0,0,0
E02006337,1,0,0
E02006338,0,0,0
E02006339,0,0,0
E02006341,0,0,0
E02006342,8,0,2
E02006343,30,2,3
E02006344,1,0,11
E02006345,10,0,138
E02006346,16,0,0
E02006347,1,0,1
E02006348,7,4,0
E02006349,1,0,1
E02006350,0,0,0
E02006351,0,0,0
E02006352,0,0,0
E02006353,0,0,0
E02006354,0,0,0
E02006355,9,6,28
E02006356,0,0,4
E02006357,0,0,0
E02006358,4,1,29
E02006359,0,0,1
E02006360,33,19,0
E02006361,4,0,2
E02006362,2,0,0
E02006363,1,1,0
E02006364,2,0,0
E02006365,1,1,8
E02006366,5,1,0
E02006367,0,0,0
E02006368,0,0,0
E02006369,0,0,0
E02006370,15,2,1
E02006371,0,0,1
E02006372,0,0,0
E02006373,8,5,0
E02006374,3,0,1
E02006375,1,0,0
E02006376,0,8,75
E02006377,0,0,0
E02006378,5,0,0
E02006379,0,0,0
E02006380,1,0,1
E02006381,2,0,0
E02006382,0,0,0
E02006383,40,11,8
E02006384,0,0,1
E02006385,0,0,3
E02006386,0,0,0
E02006387,0,0,0
E02006388,1,0,0
E02006389,1,0,0
E02006390,0,0,7
E02006391,0,0,0
E02006392,5,1,16
E02006393,0,0,0
E02006394,0,4,44
E02006395,13,0,2
E02006396,8,1,2
E02006397,7,0,0
E02006398,2,1,0
E02006399,8,1,0
E02006400,2,0,0
E02006401,3,1,0
E02006402,2,0,0
E02006403,0,0,0
E02006404,0,0,0
E02006405,0,1,1
E02006406,1,0,0
E02006407,0,0,0
E02006408,0,0,0
E02006409,0,0,0
E02006410,0,0,0
E02006411,0,0,0
E02006412,0,0,2
E02006413,0,2,0
E02006414,0,0,0
E02006415,1,0,0
E02006416,11,0,2
E02006417,4,1,0
E02006418,0,0,0
E02006419,0,0,0
E02006420,0,0,1
E02006421,9,0,14
E02006422,0,0,0
E02006423,0,0,0
E02006424,0,2,0
E02006425,3,0,1
E02006426,0,0,0
E02006427,0,0,1
E02006429,0,0,2
E02006430,0,0,0
E02006431,27,6,2
E02006432,3,1,0
E02006433,10,0,1
E02006434,0,0,1
E02006435,13,0,5
E02006436,0,0,0
E02006437,31,10,4
E02006438,12,0,1
E02006439,0,0,0
E02006440,0,0,1
E02006441,0,0,6
E02006442,2,8,0
E02006443,1,0,0
E02006444,0,0,0
E02006445,20,0,5
E02006446,20,0,13
E02006447,29,9,2
E02006448,0,0,0
E02006449,0,0,0
E02006450,43,1,0
E02006451,29,1,8
E02006453,10,4,5
E02006454,2,0,1
E02006455,8,11,3
E02006456,0,1,0
E02006457,0,0,0
E02006458,2,1,1
E02006459,0,0,0
E02006460,0,0,0
E02006461,5,0,4
E02006462,0,1,5
E02006463,0,0,12
E02006464,0,0,0
E02006465,1,2,0
E02006466,0,0,0
E02006467,0,0,0
E02006534,0,0,0
E02006535,0,0,0
E02006536,13,0,9
E02006537,0,0,1
E02006538,0,0,0
E02006539,0,0,0
E02006540,2,0,0
E02006541,0,0,0
E02006542,11,0,2
E02006543,0,0,0
E02006544,5,0,12
E02006545,0,0,0
E02006546,0,0,0
E02006547,7,2,14
E02006548,0,0,0
E02006549,0,0,0
E02006550,0,0,0
E02006551,0,0,0
E02006552,2,6,2
E02006553,0,0,0
E02006554,1,5,0
E02006555,0,0,3
E02006556,0,0,0
E02006557,2,0,1
E02006558,18,5,22
E02006559,0,0,1
E02006560,84,0,42
E02006561,37,6,0
E02006562,0,0,0
E02006563,6,1,2
E02006564,4,0,0
E02006565,12,2,1
E02006566,2,2,2
E02006567,0,0,1
E02006568,11,0,3
E02006569,10,0,30
E02006570,6,5,3
E02006571,0,0,9
E02006572,58,18,33
E02006573,0,0,0
E02006574,1,0,0
E02006575,2,0,3
E02006576,0,0,0
E02006577,0,1,4
E02006578,2,0,6
E02006579,1,0,2
E02006580,0,0,0
E02006581,2,1,6
E02006582,1,0,1
E02006583,0,0,0
E02006584,0,0,0
E02006585,0,0,0
E02006586,0,0,0
E02006587,0,0,0
E02006588,2,0,5
E02006589,0,0,0
E02006590,3,1,0
E02006591,0,0,1
E02006592,51,3,0
E02006593,0,0,3
E02006594,0,0,0
E02006595,11,0,8
E02006596,0,0,0
E02006597,1,0,0
E02006598,1,2,0
E02006599,0,0,0
E02006600,5,0,0
E02006601,0,0,0
E02006602,18,0,4
E02006603,5,0,1
E02006604,0,0,1
E02006605,3,0,0
E02006606,9,1,0
E02006607,8,1,0
E02006608,0,4,0
E02006609,22,3,2
E02006610,24,4,0
E02006611,0,2,0
E02006612,10,0,0
E02006613,0,0,0
E02006614,0,0,0
E02006615,0,0,0
E02006616,0,0,0
E02006617,4,0,0
E02006618,2,0,0
E02006619,42,0,0
E02006620,0,0,0
E02006621,0,0,6
E02006622,0,8,0
E02006623,0,0,0
E02006624,0,0,2
E02006625,0,0,0
E02006626,0,0,0
E02006627,0,0,0
E02006628,0,0,0
E02006629,4,1,0
E02006630,2,1,1
E02006631,3,0,17
E02006632,1,0,0
E02006633,0,0,0
E02006790,0,0,0
E02006821,0,0,1
E02006822,0,2,1
E02006823,1,3,10
E02006824,0,0,0
E02006829,0,12,0
E02006830,0,0,0
E02006831,0,0,0
E02006832,0,0,0
E02006833,3,0,3
E02006837,2,0,0
E02006838,0,0,0
E02006839,17,6,1
E02006855,17,0,15
E02006856,3,2,5
E02006857,0,0,0
E02006858,0,0,0
E02006879,30,4,55
E02006880,12,4,22
E02006886,8,1,12
E02006939,7,0,21
E02006940,1,0,7
E02006975,5,0,63
E02006976,0,0,0
E02007012,1,0,0
E02007013,0,0,0
E02007014,0,2,0
E02007015,0,0,0
E02007016,0,1,17
E02007021,0,0,6
E02007046,5,0,1
E02007047,0,0,0
E02007068,0,0,0
E02007069,0,0,55
E02007074,1,0,51
E02007075,0,0,3
E02007076,0,0,0
E02007077,0,0,0
E02007078,0,0,0
E02007116,2,0,16
