msoa,MC: Care home with nursing,MC: Care home without nursing,MC: Children's home,MC: General hospital,MC: Home or hostel,MC: Mental health hospital or unit,MC: Other home,MC: Other hospital,Other: Approved premises,Other: Defence,Other: Detention centres,Other: Education,Other: Prison service,Other: Religious,Other: Staff/Worker accommodation,Other: Temporary accommodation,total
E02003595,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
E02003596,1,7,0,0,0,0,0,0,0,0,0,0,0,0,16,69,93
E02003597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
E02003598,1,2,0,0,1,0,2,0,0,0,0,1,0,0,2,10,19
E02003652,2,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,11
E02003653,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,9
E02003654,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3
E02003655,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
E02003656,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
E02003657,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
E02003658,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02003659,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
E02003660,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02003661,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
E02003662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
E02003663,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
E02003664,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5
E02003665,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,5
E02003666,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,6
E02003667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02003668,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
E02003669,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
E02003670,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,7
E02003671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003672,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,7
E02003673,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
E02003674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003675,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,4
E02003676,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
E02003677,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
E02003678,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
E02003679,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
E02003680,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
E02003681,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
E02003682,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
E02003683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
E02003686,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
E02003687,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
E02003688,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,10
E02003689,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E02003690,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
E02003691,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
E02003692,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,6
E02003693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6
E02003694,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
E02003695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02003696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02003697,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3
E02003698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003699,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
E02003701,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
E02003702,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,5
E02003703,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6
E02003704,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
E02003705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003706,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
E02003707,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
E02003708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
E02003709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003710,1,2,0,1,0,0,0,1,0,0,0,5,0,0,1,3,14
E02003711,0,1,0,0,0,0,0,2,0,0,0,2,0,0,1,0,6
E02003712,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6
E02003713,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02003714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02003715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
E02003716,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4
E02003717,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
