msoa,staff/owner,staff/owner's relative,temporary/visiting
E02001272,0,0,0
E02001273,2,0,8
E02001274,0,0,0
E02001275,0,0,0
E02001276,0,0,0
E02001277,0,0,3
E02001278,0,0,0
E02001279,0,0,0
E02001280,0,0,0
E02001281,0,0,0
E02001282,1,0,1
E02001283,0,0,3
E02001284,0,0,0
E02001285,0,2,0
E02001286,0,0,1
E02001287,0,0,0
E02001288,4,0,3
E02001289,0,0,0
E02001290,0,0,0
E02001291,0,0,1
E02001292,0,0,0
E02001293,0,0,0
E02001294,0,0,6
E02001295,0,0,66
E02001296,0,0,0
E02001297,0,0,0
E02001298,0,0,0
E02001299,0,0,1
E02001300,0,0,2
E02001301,0,0,0
E02001302,0,0,0
E02001303,0,1,0
E02001304,0,0,0
E02001305,0,0,3
E02001306,0,0,0
E02001307,0,0,0
E02001308,0,0,0
E02001309,0,0,0
E02001310,0,0,0
E02001311,0,0,0
E02001312,0,4,31
E02001313,0,0,0
E02001314,0,0,0
E02001315,0,0,0
E02001316,0,0,0
E02001317,0,0,0
E02001318,0,0,0
E02001319,0,0,0
E02001320,0,0,0
E02001321,0,0,0
E02001322,0,0,1
E02001323,0,0,0
E02001324,0,0,0
E02001325,0,0,0
E02001326,0,0,0
E02001327,0,0,0
E02001328,0,0,0
E02001329,0,0,1
E02001330,0,0,4
E02001331,0,0,0
E02001332,3,0,0
E02001333,0,0,0
E02001334,0,0,0
E02001335,0,0,0
E02001336,0,0,0
E02001337,0,0,0
E02001338,0,0,0
E02001339,0,0,0
E02001340,0,0,0
E02001341,0,0,0
E02001342,0,0,0
E02001343,0,0,0
E02001344,0,0,0
E02001345,0,0,0
E02001346,0,0,0
E02001347,2,0,0
E02001348,0,1,0
E02001349,0,0,51
E02001350,0,0,0
E02001351,6,20,31
E02001352,0,0,1
E02001353,2,0,0
E02001354,0,0,0
E02001355,0,0,0
E02001356,0,0,0
E02001357,2,0,0
E02001358,0,2,0
E02001359,0,0,0
E02001360,2,0,0
E02001361,0,0,0
E02001362,0,0,0
E02001363,0,0,0
E02001364,0,0,2
E02001365,0,0,0
E02001366,0,0,1
E02001367,1,0,0
E02001368,1,0,11
E02001369,0,0,12
E02001370,0,0,0
E02001371,0,0,0
E02001372,0,0,0
E02001373,0,0,0
E02001374,13,0,5
E02001375,0,0,0
E02001376,0,0,18
E02001377,1,1,53
E02001378,0,0,0
E02001380,0,0,0
E02001381,0,0,0
E02001382,0,0,0
E02001383,2,0,29
E02001384,0,0,0
E02001385,0,0,0
E02001386,0,0,0
E02001387,0,0,0
E02001388,2,0,13
E02001389,0,0,2
E02001390,0,0,0
E02001391,0,0,0
E02001392,0,0,0
E02001393,4,0,5
E02001394,0,1,0
E02001395,0,0,0
E02001396,0,0,0
E02001397,0,0,0
E02001398,0,0,3
E02001399,0,0,0
E02001400,0,0,0
E02001401,0,0,0
E02001402,0,0,0
E02001403,0,0,0
E02001404,0,0,0
E02001405,0,0,0
E02001406,0,0,0
E02001407,0,0,0
E02001408,1,0,0
E02001409,0,0,0
E02001410,0,0,1
E02001411,0,0,0
E02001412,1,0,0
E02001413,0,0,0
E02001414,0,0,0
E02001415,0,0,0
E02001416,0,0,0
E02001417,0,0,8
E02001418,0,0,0
E02001419,0,0,32
E02001420,0,0,0
E02001421,0,0,0
E02001422,0,0,0
E02001423,0,0,0
E02001425,0,0,0
E02001426,5,0,0
E02001427,0,0,0
E02001428,1,0,1
E02001429,0,0,0
E02001430,0,0,0
E02001431,3,0,4
E02001432,12,0,123
E02001433,0,0,0
E02001434,1,0,0
E02001435,0,0,5
E02001436,2,0,0
E02001437,1,0,0
E02001438,0,0,0
E02001439,0,0,0
E02001440,0,0,0
E02001441,0,0,0
E02001442,0,3,0
E02001443,0,0,0
E02001444,0,2,0
E02001445,0,0,0
E02001446,1,0,0
E02001447,2,0,0
E02001448,0,0,0
E02001449,0,0,0
E02001450,0,0,0
E02001451,0,0,0
E02001452,0,0,0
E02001453,0,3,0
E02001454,0,0,0
E02001455,0,0,0
E02001456,0,0,0
E02001457,0,0,0
E02001458,0,0,0
E02001459,0,0,0
E02001460,0,5,2
E02001461,0,0,0
E02001462,0,0,0
E02001463,0,0,0
E02001464,0,0,0
E02001465,0,0,12
E02001466,0,0,0
E02001467,0,0,1
E02001468,0,0,0
E02001469,0,0,0
E02001470,0,0,0
E02001471,0,0,0
E02001472,0,0,1
E02001473,0,0,0
E02001474,0,0,0
E02001475,0,0,0
E02001476,0,0,0
E02001477,0,0,0
E02001478,0,0,0
E02001479,0,0,0
E02001480,4,1,2
E02001481,0,1,0
E02001482,0,0,10
E02001483,0,0,0
E02001484,0,0,0
E02001485,1,0,0
E02001486,0,0,2
E02001487,0,0,3
E02001488,0,0,0
E02001489,0,0,0
E02001490,0,0,0
E02001491,0,0,1
