Middle layer Super Output Areas Code,other,bisexual,homosexual,unknown,heterosexual,total,heterosexual percentage,homosexual percentage,bisexual percentage,other percentage,unknown percentage
E02004345,21,64,133,608,9913,10718,92.4892703862661,1.2409031535734278,0.5971263295390932,0.19593207688001496,5.672700130621385
E02004348,11,60,79,415,6211,6765,91.81079083518108,1.1677753141167777,0.8869179600886918,0.16260162601626016,6.134515890613452
E02004349,11,71,106,411,6912,7500,92.16,1.4133333333333333,0.9466666666666667,0.14666666666666667,5.48
E02004350,10,87,130,433,7496,8146,92.02062361895409,1.5958752762091823,1.0680088386938373,0.12275963663147557,5.315492266142892
E02004351,20,54,59,337,5392,5842,92.29715850736049,1.0099281068127355,0.9243409791167408,0.3423485107839781,5.768572406710031
E02004352,17,89,100,464,6044,6697,90.24936538748693,1.4932059130954158,1.32895326265492,0.2538450052262207,6.92847543676273
E02004353,12,39,92,289,5641,6061,93.07045042072265,1.517901336413133,0.6434581752186108,0.1979871308364956,4.768190067645603
E02004354,15,57,110,431,6750,7348,91.86173108328796,1.4970059880239521,0.7757212847033206,0.20413718018508437,5.865541643984757
E02004355,18,59,45,347,5126,5577,91.91321499013807,0.8068854222700376,1.0579164425318273,0.32275416890801506,6.221983145060068
E02004356,21,87,81,376,5376,5920,90.81081081081082,1.3682432432432434,1.4695945945945947,0.35472972972972977,6.351351351351352
E02004357,24,84,99,406,5386,5975,90.14225941422595,1.6569037656903767,1.4058577405857742,0.40167364016736407,6.7949790794979075
E02004358,15,63,88,468,5833,6452,90.40607563546187,1.3639181649101055,0.9764414135151891,0.2324860508369498,7.253564786112833
E02004359,24,88,91,511,5786,6476,89.34527486102533,1.4051883878937617,1.3588634959851762,0.3705991352686844,7.890673255095739
E02004361,15,66,103,491,5886,6546,89.91750687442713,1.5734799877787962,1.008249312557287,0.229147571035747,7.5007638252367865
E02004362,20,102,148,494,6315,7059,89.46026349341267,2.0966142513103843,1.4449638759031025,0.2833262501770789,6.998158379373849
E02004363,23,87,160,523,5213,5983,87.1302022396791,2.6742436904562927,1.4541200066856093,0.3844225305030921,8.741434063179007
E02004364,16,101,147,610,6025,6883,87.53450530292024,2.135696643905274,1.467383408397501,0.23245677756792096,8.862414644776987
E02004365,47,213,207,702,5869,6991,83.95079387784294,2.9609497925904735,3.0467744242597625,0.6722929480760979,10.041481905306822
E02004366,25,146,221,743,5606,6716,83.4723049434187,3.2906491959499706,2.1739130434782608,0.37224538415723646,11.063132817153068
E02004367,19,62,152,519,5339,6072,87.92819499341239,2.503293807641634,1.0210803689064558,0.3129117259552042,8.547430830039527
E02004368,21,67,87,420,6107,6681,91.40847178566082,1.3022002694207453,1.0028438856458615,0.3143242029636282,6.2864840592725635
E02004369,13,90,120,615,7769,8594,90.40027926460321,1.3963230160577147,1.047242262043286,0.15126832673958576,7.156155457295787
E02004370,27,123,91,391,5603,6208,90.25451030927834,1.4658505154639174,1.9813144329896906,0.43492268041237114,6.298324742268041
E02004371,17,96,115,463,4904,5578,87.91681606310505,2.0616708497669416,1.7210469702402296,0.304768734313374,8.300466116887774
E02004372,20,88,109,421,4706,5324,88.39218632607061,2.0473328324567994,1.6528925619834711,0.3756574004507889,7.907588279489105
E02004373,36,98,116,535,6327,7076,89.41492368569813,1.639344262295082,1.3849632560768796,0.5087620124364047,7.560768795929904
E02004374,27,105,209,534,5277,6125,86.15510204081632,3.4122448979591837,1.7142857142857144,0.4408163265306122,8.718367346938775
E02004375,38,176,225,672,5926,6999,84.66923846263752,3.2147449635662237,2.5146449492784684,0.5429347049578511,9.601371624517787
E02004376,36,217,220,596,4830,5863,82.38103360054579,3.75234521575985,3.7011768719085794,0.6140201262152482,10.165444311785775
E02004377,38,117,181,853,7766,8917,87.09207132443647,2.0298306605360548,1.3121004822249636,0.42615229337221044,9.56599753280251
E02004378,58,211,269,734,5795,7009,82.67941218433442,3.8379226708517624,3.010415180482237,0.8275074903695249,10.472249964331573
E02004379,12,68,82,422,5692,6264,90.8684546615581,1.3090676883780332,1.0855683269476373,0.19157088122605362,6.736909323116219
E02004380,26,80,104,527,7342,8053,91.17099217682852,1.2914441822923135,0.9934186017633181,0.3228610455730784,6.5441450391158575
E02004381,52,166,205,654,6700,7725,86.73139158576052,2.6537216828478964,2.148867313915858,0.6731391585760518,8.466019417475728
E02004382,11,65,90,359,4874,5388,90.46028210838901,1.670378619153675,1.206384558277654,0.20415738678544915,6.662954714179659
E02004383,39,135,124,491,5254,6004,87.50832778147901,2.0652898067954695,2.2485009993337775,0.6495669553630913,8.177881412391738
E02004384,18,85,282,397,5415,6179,87.63553973134812,4.563845282408157,1.3756271241301181,0.29130927334520146,6.424987862113611
E02004385,23,64,176,422,5757,6419,89.68686711325752,2.741860102819754,0.9970400373890014,0.3583112634366724,6.5742327465337285
E02004386,21,86,155,373,4792,5406,88.64224935257121,2.867184609692934,1.5908250092489826,0.388457269700333,6.899741028486867
E02004387,16,81,90,309,4152,4632,89.63730569948186,1.9430051813471503,1.7487046632124352,0.3454231433506045,6.670984455958549
E02004388,24,66,254,406,5618,6344,88.55611601513242,4.003783102143758,1.0403530895334174,0.37831021437578816,6.399747793190416
E02004389,20,75,143,561,7338,8117,90.40285819884194,1.7617346310213131,0.9239866945915979,0.24639645189109277,6.911420475545152
E02004390,12,58,92,482,6119,6751,90.63842393719449,1.3627610724337136,0.8591319804473412,0.1777514442304844,7.139683009924455
E02004391,24,81,163,457,4940,5641,87.57312533238787,2.8895585889026765,1.4359156177982626,0.42545647934763337,8.101400460911186
E02004392,12,41,66,500,6951,7558,91.9687748081503,0.8732468907118285,0.5424715533209844,0.15877216194760518,6.615506747816882
E02004393,4,45,70,411,4989,5515,90.46237533998188,1.2692656391659112,0.8159564823209429,0.07252946509519492,7.452402538531279
E02004394,11,50,94,569,6025,6738,89.4182249925794,1.3950727218759276,0.7420599584446423,0.1632531908578213,8.44464232710003
E02004395,8,57,131,469,5889,6546,89.96333638863429,2.0012221203788574,0.8707607699358386,0.12221203788573175,7.164680721051024
E02004396,12,65,120,609,7246,8040,90.12437810945273,1.4925373134328357,0.808457711442786,0.1492537313432836,7.574626865671642
E02004397,13,68,79,467,6031,6645,90.75996990218209,1.1888638073739652,1.0233258088788564,0.19563581640331074,7.027840481565087
E02004398,16,87,128,592,6515,7322,88.97842119639444,1.7481562414640808,1.1881999453701175,0.2185195301830101,8.085222616771375
E02004399,13,58,90,532,6230,6910,90.15918958031838,1.3024602026049203,0.8393632416787264,0.18813314037626627,7.6989869753979745
E02004400,15,51,127,705,8573,9456,90.66201353637902,1.343062605752961,0.5393401015228426,0.15862944162436549,7.4555837563451774
E02004401,11,53,94,564,6159,6870,89.65065502183405,1.3682678311499272,0.7714701601164484,0.16011644832605532,8.209606986899564
E02004402,32,131,177,675,6758,7741,87.30138225035525,2.286526288593205,1.692287818111355,0.41338328381346084,8.719803642940189
E02004403,17,46,41,562,4636,5285,87.71996215704824,0.7757805108798487,0.8703878902554399,0.3216650898770104,10.633869441816461
E02004404,8,28,58,292,4918,5296,92.86253776435045,1.095166163141994,0.5287009063444109,0.1510574018126888,5.5135951661631415
E02004405,11,41,48,306,4515,4910,91.95519348268839,0.9775967413441956,0.835030549898167,0.2240325865580448,6.232179226069246
E02004406,9,28,43,470,5724,6265,91.36472466081405,0.6863527533918595,0.44692737430167595,0.14365522745411013,7.501995211492418
E02004407,18,63,80,510,6105,6758,90.33737792246227,1.1837821840781295,0.9322284699615271,0.2663509914175792,7.546611423498076
E02004408,17,77,85,441,6200,6803,91.13626341320006,1.2494487726003234,1.131853594002646,0.24988975452006468,6.482434220196972
E02004409,12,28,44,344,4125,4541,90.83902224179697,0.9689495705791676,0.6166042721867431,0.26425897379431845,7.575423915437128
E02004410,12,43,88,403,6201,6735,92.07126948775056,1.3066072754268747,0.6384558277654045,0.17817371937639198,5.983667409057164
E02004411,11,75,73,432,6390,6970,91.67862266857962,1.0473457675753228,1.0760401721664277,0.15781922525107603,6.197991391678623
E02004412,6,63,75,428,6173,6739,91.60112776376317,1.112924766285799,0.9348568036800712,0.08903398130286393,6.35109066627096
E02004413,22,53,76,393,5649,6171,91.541079241614,1.2315670069680766,0.8588559390698427,0.35650623885918004,6.36849781234808
E02004414,15,56,75,317,4884,5332,91.59789947486871,1.406601650412603,1.0502625656414104,0.2813203300825206,5.94523630907727
E02004415,17,57,56,362,5133,5608,91.5299572039943,0.9985734664764622,1.0164051355206847,0.3031383737517832,6.45506419400856
E02004416,9,37,62,359,5054,5512,91.69085631349783,1.1248185776487662,0.6712626995645864,0.1632801161103048,6.513062409288825
E02004417,11,50,68,440,4888,5446,89.75394785163424,1.2486228424531767,0.9181050312155711,0.20198310686742565,8.079324274697026
E02004418,14,46,46,338,4334,4764,90.97397145256087,0.9655751469353484,0.9655751469353484,0.2938706968933669,7.094878253568431
E02004419,13,55,77,381,4587,5100,89.94117647058823,1.5098039215686274,1.0784313725490196,0.25490196078431376,7.470588235294118
E02004420,13,101,174,734,10507,11516,91.23827717957624,1.5109412990621744,0.8770406391108024,0.11288641889544981,6.373740882250782
E02004421,21,70,124,614,6938,7746,89.5688097082365,1.6008262328943972,0.9036922282468371,0.2711076684740511,7.926671830622256
E02004422,21,67,136,574,8497,9274,91.62173819279707,1.4664653871037308,0.7224498598231616,0.22643950830278198,6.18934656027604
E02004423,13,41,114,428,6002,6585,91.14654517843583,1.7312072892938495,0.6226271829916477,0.19741837509491267,6.499620349278663
E02004424,0,18,35,320,5326,5699,93.45499210387787,0.6141428320758028,0.3158448850675557,0.0,5.615020178978768
E02004425,14,15,47,328,5533,5923,93.41549890258315,0.7935167989194666,0.2532500422083404,0.2363667060611177,5.537734256289043
E02004426,6,41,53,368,6119,6581,92.9797903054247,0.8053487311958669,0.6230056222458593,0.09117155447500379,5.5918553411335665
E02004427,9,44,49,371,6120,6584,92.95261239368166,0.744228432563791,0.6682867557715675,0.13669501822600244,5.634872417982989
E02004428,8,53,48,419,5221,5741,90.94234453927888,0.836091273297335,0.9231841142658074,0.13934854554955584,7.298380073157987
E02004429,10,24,39,408,5921,6392,92.63141426783478,0.6101376720901126,0.37546933667083854,0.15644555694618273,6.382978723404255
E02004430,5,40,58,347,6318,6763,93.4200798462221,0.8576075706047612,0.5914534969688009,0.07393168712110011,5.130859086204347
E02004431,11,61,59,361,7242,7723,93.77185031723424,0.7639518321895636,0.7898485044671759,0.1424316975268678,4.674349346109025
E02004432,11,24,39,301,4955,5319,93.15660838503477,0.7332205301748449,0.4512126339537508,0.20680579056213572,5.658958450836623
E02004433,15,48,92,418,6499,7057,92.09295734731472,1.3036701147796514,0.6801757120589486,0.21255491001842142,5.923196825846677
E02004434,14,63,91,399,6297,6850,91.92700729927007,1.3284671532846717,0.9197080291970803,0.20437956204379565,5.824817518248175
E02004435,24,49,75,453,6858,7435,92.23940820443846,1.0087424344317417,0.6590450571620713,0.32279757901815737,6.09280430396772
E02004436,16,69,76,405,5387,5937,90.73606198416708,1.280107798551457,1.1622031328954017,0.269496378642412,6.821627084386053
E02004437,19,53,89,511,7278,7931,91.76648594124323,1.1221787920817046,0.6682637750598915,0.2395662589837347,6.44307149161518
E02004438,30,63,97,597,6590,7347,89.6964747515993,1.320266775554648,0.8574928542262148,0.4083299305839118,8.125765618619845
E02004439,20,76,111,499,6446,7132,90.38137969713965,1.5563656758272573,1.065619742007852,0.28042624789680315,6.996634885025238
E02004440,13,73,96,501,6409,7079,90.5353863540048,1.3561237462918492,1.0312190987427603,0.18364175731035456,7.077270800960587
E02004441,21,54,58,409,5686,6207,91.60625100692766,0.934428870629934,0.8699855002416627,0.3383276945384244,6.589334622200742
E02004442,12,86,73,455,5781,6395,90.39874902267397,1.1415168100078188,1.3448006254886629,0.18764659890539484,7.114933541829554
E02004443,25,94,122,543,7578,8337,90.89600575746671,1.4633561233057455,1.1275038982847547,0.29986805805445604,6.513134220942785
E02004444,15,43,73,413,6823,7352,92.80467899891185,0.9929270946681175,0.5848748639825898,0.20402611534276388,5.617519042437432
E02004445,30,57,93,450,5944,6544,90.83129584352079,1.4211491442542787,0.8710268948655256,0.4584352078239609,6.876528117359413
E02004446,10,46,48,345,5431,5870,92.5212947189097,0.8177172061328791,0.7836456558773424,0.17035775127768313,5.877342419080068
E02004447,11,32,55,313,4739,5139,92.21638451060518,1.0702471297917884,0.6226892391515859,0.21404942595835766,6.090679120451449
E02004448,11,61,66,406,5857,6390,91.65884194053207,1.0328638497652582,0.9546165884194053,0.17214397496087636,6.353677621283254
E02004449,6,70,91,502,6504,7167,90.74926747593135,1.2697083856564813,0.9766987581972931,0.08371703641691085,7.0043253802148735
E02004450,8,32,46,376,4904,5358,91.52668906308324,0.8585293019783502,0.597237775289287,0.14930944382232175,7.017543859649122
E02004451,10,56,64,504,7201,7825,92.02555910543131,0.8178913738019169,0.7156549520766773,0.12779552715654952,6.440894568690096
E02004452,7,42,76,549,6948,7615,91.24097176625082,0.9980302035456335,0.551543007222587,0.09192383453709783,7.209455022980958
E02004453,19,68,80,403,5298,5849,90.57958625406052,1.3677551718242433,1.162591896050607,0.3248418533082578,6.890066678064627
E02004454,31,115,149,547,6963,7774,89.5677900694623,1.9166452276820172,1.4792899408284024,0.398765114484178,7.036274762027269
E02004455,11,44,50,376,5990,6460,92.72445820433437,0.7739938080495357,0.6811145510835914,0.17027863777089786,5.820433436532508
E02004456,26,93,115,538,7066,7812,90.45058883768561,1.472094214029698,1.1904761904761905,0.33282130056323606,6.886840757808501
E02004457,15,79,92,547,7707,8425,91.47774480712167,1.0919881305637984,0.9376854599406528,0.17804154302670622,6.492581602373887
E02004458,5,56,57,440,7020,7573,92.69774197808002,0.7526739733262908,0.7394691667767067,0.06602403274792025,5.810114881816982
E02004459,14,83,93,566,7874,8616,91.38811513463324,1.0793871866295264,0.9633240482822656,0.16248839368616527,6.5691736304549675
E02004460,20,69,96,487,7209,7861,91.70588983589873,1.221218674468897,0.8777509222745198,0.25442055718102025,6.195140567357842
E02004461,10,49,57,284,4054,4444,91.22412241224123,1.2826282628262826,1.1026102610261026,0.22502250225022502,6.390639063906391
E02004462,22,119,98,660,8556,9433,90.70285169087246,1.0389059684087776,1.2615286759249442,0.2332237888264603,6.996713664793809
E02004463,10,38,57,422,6190,6707,92.29163560459222,0.84985835694051,0.56657223796034,0.1490979573579842,6.291933800506932
E02004464,8,24,58,476,7670,8228,93.21827904715605,0.7049100631988332,0.2916869227029655,0.09722897423432182,5.785123966942149
E02004465,9,26,41,333,4876,5276,92.41849886277484,0.77710386656558,0.4927975739196361,0.17058377558756635,6.311599696739954
E02004466,11,45,60,436,6026,6567,91.76183950053297,0.9136592051164915,0.6852444038373686,0.16750418760469013,6.639256890513172
E02004467,9,44,54,407,5964,6469,92.19353841397434,0.8347503478126449,0.6801669500695625,0.13912505796877414,6.291544288143454
E02004468,10,33,62,505,8007,8607,93.02892994074591,0.7203439061229232,0.3834088532589752,0.11618450098756826,5.867317299872197
E02004469,12,31,43,311,5435,5820,93.38487972508591,0.7388316151202748,0.5326460481099656,0.2061855670103093,5.3436426116838485
E02004470,22,105,191,723,8727,9746,89.5444284834804,1.9597783706135852,1.0773650728504,0.2257336343115124,7.418428073055612
E02004471,18,44,65,445,6347,6901,91.97217794522533,0.9418924793508187,0.637588755252862,0.2608317635125344,6.448340820170989
E02004472,12,24,42,311,4758,5135,92.65822784810128,0.8179162609542356,0.46738072054527746,0.23369036027263873,6.056475170399221
E02004473,3,52,56,359,5879,6346,92.64103372202962,0.8824456350456981,0.8194138039710053,0.04727387330601954,5.657106838953672
E02004474,9,46,58,360,6199,6663,93.03616989344138,0.870478763319826,0.6903797088398619,0.13507429085997297,5.40297163439892
E02004475,6,20,37,305,5118,5480,93.39416058394161,0.6751824817518248,0.36496350364963503,0.10948905109489052,5.565693430656935
E02004476,10,37,60,349,6280,6726,93.36901575973833,0.8920606601248885,0.5501040737436813,0.14867677668748142,5.188819506393101
E02004477,11,42,35,293,4779,5149,92.81413866770247,0.6797436395416585,0.8156923674499902,0.21363371528452124,5.690425325305885
E02004478,8,43,51,384,5100,5578,91.43062029401219,0.914306202940122,0.7708856220867695,0.14342058085335246,6.884187880960918
E02004479,8,35,49,435,6193,6712,92.26758045292014,0.7300357568533969,0.5214541120381406,0.11918951132300357,6.48092967818832
E02004480,12,24,52,366,5080,5522,91.99565374864179,0.9416877942774358,0.4346251358203549,0.21731256791017745,6.628033321260412
E02004481,9,34,39,413,5284,5770,91.57712305025997,0.6759098786828422,0.5892547660311959,0.1559792027729636,7.1577123050259965
E02004482,18,50,70,417,6031,6568,91.82399512789281,1.0657734470158342,0.7612667478684532,0.2740560292326431,6.348964677222899
E02004483,7,30,67,396,6248,6741,92.68654502299361,0.9939178163477228,0.4450378282153983,0.10384215991692627,5.874499332443257
E02004484,3,34,50,487,6482,7053,91.90415426059832,0.708918190840777,0.48206436977172834,0.04253509145044662,6.904863178789168
E02004485,14,49,98,412,7031,7590,92.63504611330698,1.2911725955204216,0.6455862977602108,0.1844532279314888,5.428194993412385
E02004486,17,50,52,597,6356,7055,90.0921332388377,0.73706591070163,0.7087172218284904,0.24096385542168677,8.462083628632175
E02004487,18,52,60,412,5449,5973,91.22718901724427,1.0045203415369162,0.8705842959986606,0.30135610246107486,6.897706345220158
E02004488,22,66,82,494,7258,7900,91.87341772151899,1.0379746835443038,0.8354430379746836,0.27848101265822783,6.253164556962025
E02004489,5,55,72,419,6907,7453,92.67409097007916,0.9660539380115389,0.7379578693143701,0.06708707902857909,5.621897222594928
E02004490,15,81,83,507,5507,6178,89.1388798964066,1.343476853350599,1.3111039171252832,0.24279702168986728,8.206539333117515
E02004491,13,46,51,369,5549,6015,92.25270157938486,0.8478802992518704,0.7647547797173733,0.21612635078969242,6.134663341645885
E02004492,24,77,114,445,6915,7551,91.57727453317442,1.5097338100913786,1.019732485763475,0.31783869686134286,5.893259170970732
E02004493,25,100,124,642,7472,8338,89.61381626289278,1.4871671863756297,1.1993283761093787,0.2998320940273447,7.699688174622212
E02004495,11,74,75,466,6386,7001,91.21554063705184,1.0712755320668474,1.0569918583059563,0.1571204113698043,6.656191972575347
E02004496,15,76,87,468,5885,6516,90.31614487415592,1.3351749539594844,1.1663597298956414,0.23020257826887663,7.18232044198895
E02004497,13,54,60,429,6008,6551,91.71118913143032,0.9158907037093574,0.8243016333384217,0.19844298580369407,6.548618531521905
E02004498,15,90,111,467,7292,7960,91.60804020100502,1.3944723618090453,1.1306532663316584,0.18844221105527637,5.866834170854272
E02004499,11,54,46,327,5119,5546,92.3007573025604,0.8294266137756943,0.9736747205192933,0.1983411467724486,5.896141363144609
E02004500,11,45,51,449,7058,7603,92.83177693015915,0.6707878469025385,0.5918716296198868,0.14467973168486123,5.905563593318427
E02004501,7,33,46,344,5334,5757,92.65242313705055,0.7990272711481675,0.5732152162584679,0.12159110647906896,5.975334375542817
E02004502,5,22,46,445,5664,6177,91.69499757163672,0.7446980734984621,0.35615994819491664,0.08094544277157197,7.204144406669904
E02004503,11,33,48,342,6052,6475,93.46718146718148,0.7413127413127413,0.5096525096525096,0.16988416988416988,5.281853281853282
E02004504,8,50,45,339,6135,6569,93.3932105343279,0.6850357740904247,0.761150860100472,0.1217841376160755,5.160602831481199
E02004505,13,29,45,365,5000,5439,91.92866335723478,0.827357970215113,0.5331862474719617,0.23901452472881043,6.7107924250781394
E02004506,11,62,69,369,5367,5867,91.47775694562809,1.1760695415033238,1.056758138742117,0.18748934719618204,6.289415374126469
E02004507,18,98,96,483,6931,7608,91.10147213459516,1.2618296529968454,1.288117770767613,0.23659305993690852,6.348580441640378
E02004508,18,47,45,381,4938,5411,91.25854740343743,0.8316392533727592,0.868600997967104,0.33265570134910366,7.041212345222695
E02004512,56,242,233,697,8255,9427,87.5676249071815,2.471624058555214,2.5670945157526255,0.5940384003394505,7.39365651851066
E02004513,79,348,217,994,7913,9472,83.54096283783784,2.2909628378378377,3.6739864864864864,0.8340371621621622,10.494087837837837
E02004514,11,39,47,376,4271,4733,90.23874920769069,0.9930276780054934,0.8240016902598775,0.23241073315022187,7.944221424043947
E02004515,10,58,89,417,7183,7747,92.7197624887053,1.148831805860333,0.7486769071898799,0.1290822253775655,5.382728798244481
E02004516,76,296,241,1049,8941,10527,84.93397929134606,2.2893511921725085,2.8118172318799277,0.7219530730502517,9.964852284601502
E02004517,18,71,94,438,7122,7725,92.19417475728156,1.2168284789644013,0.919093851132686,0.23300970873786409,5.669902912621359
E02004518,25,101,114,379,5724,6318,90.5982905982906,1.8043684710351375,1.5986071541627098,0.39569484013928463,5.998733776511554
E02004519,15,54,73,448,5659,6234,90.77638755213346,1.1709977542508823,0.8662175168431183,0.2406159769008662,7.186397176772538
E02004520,25,83,92,444,6503,7122,91.30862117382758,1.2917719741645606,1.1654029766919405,0.35102499297950013,6.234203875315923
E02004521,24,130,113,534,6866,7643,89.833834881591,1.4784770378123773,1.700902786863797,0.3140128221902394,6.986785293732828
E02004522,49,210,152,775,6560,7697,85.22801091334286,1.9747953748213591,2.7283357152137198,0.6366116668832013,10.06885799662206
E02004523,27,111,95,549,7339,8094,90.67210279219175,1.1737089201877933,1.3713862120088955,0.3335804299481097,6.782802075611564
E02004524,15,39,50,387,6465,6941,93.1421985304711,0.7203572972194208,0.5618786918311482,0.21610718916582625,5.575565480478318
E02004525,11,54,52,430,6265,6801,92.11880605793266,0.7645934421408617,0.7940008822232024,0.16174092045287458,6.322599617703278
E02004526,14,52,44,361,5874,6331,92.78155109777286,0.6949928921181489,0.8213552361396305,0.2211341020375928,5.702100773969357
E02004527,18,45,97,478,7072,7692,91.93967758710349,1.2610504420176807,0.5850234009360374,0.234009360374415,6.214248569942797
E02004528,13,41,80,515,6797,7433,91.44356249159155,1.0762814475985472,0.5515942418942553,0.1748957352347639,6.928561818915647
E02004529,3,27,54,385,5706,6172,92.449773169151,0.8749189889825016,0.4374594944912508,0.04860661049902787,6.237848347375243
E02004530,7,32,43,323,5250,5648,92.95325779036827,0.7613314447592068,0.56657223796034,0.12393767705382436,5.718838526912181
E02004531,13,37,79,375,5262,5753,91.46532244046584,1.3731965930818704,0.6431427081522684,0.22596905962106728,6.518338258300018
E02004532,10,44,75,329,4852,5300,91.54716981132076,1.4150943396226416,0.8301886792452831,0.18867924528301888,6.2075471698113205
E02004533,16,46,44,492,5643,6225,90.65060240963857,0.7068273092369478,0.7389558232931727,0.2570281124497992,7.903614457831325
E02004534,16,43,70,459,6602,7174,92.02676331195985,0.9757457485363814,0.59938667410092,0.2230275996654586,6.398104265402843
E02004535,12,54,59,392,4595,5100,90.09803921568627,1.156862745098039,1.0588235294117647,0.2352941176470588,7.686274509803921
E02004536,8,27,37,363,4755,5182,91.75993824778078,0.7140100347356233,0.5210343496719413,0.1543805480509456,7.005017367811655
E02004537,30,90,74,614,6763,7541,89.68306590637847,0.9813022145604031,1.193475666357247,0.39782522211908233,8.142156212703885
E02004538,16,54,75,501,7426,8056,92.17974180734856,0.9309831181727904,0.6703078450844091,0.19860973187686196,6.218967229394241
E02004539,22,55,85,461,5760,6361,90.5518000314416,1.3362678824084264,0.8646439239113348,0.3458575695645339,7.247288162238642
E02004540,12,37,51,270,4527,4885,92.67144319344933,1.0440122824974412,0.7574206755373593,0.24564994882292734,5.527123848515865
E02004541,17,78,138,575,8693,9484,91.65963728384648,1.455082243778996,0.8224377899620413,0.17924926191480386,6.062842682412485
E02004542,11,25,37,383,5272,5717,92.21619730627951,0.6471925835228267,0.4372922861640721,0.19240860591219172,6.699317824033583
E02004543,5,28,41,468,5444,5981,91.02156829961545,0.6855040963049657,0.4681491389399766,0.08359806052499581,7.824778465139609
E02004544,16,61,113,509,8095,8778,92.21918432444748,1.287309182046024,0.6949191159717476,0.18227386648439278,5.798587377534746
E02004545,25,84,76,415,5601,6176,90.68976683937824,1.2305699481865284,1.3601036269430051,0.4047927461139896,6.719559585492228
E02004546,28,81,98,507,5938,6624,89.64371980676329,1.4794685990338163,1.2228260869565217,0.4227053140096618,7.653985507246378
E02004547,32,85,76,588,6976,7725,90.3042071197411,0.9838187702265373,1.1003236245954693,0.4142394822006472,7.611650485436893
E02004548,11,58,71,409,6487,7025,92.34163701067615,1.0106761565836297,0.8256227758007116,0.15658362989323843,5.822064056939501
E02004549,19,58,65,438,5764,6325,91.13043478260869,1.0276679841897234,0.9169960474308301,0.30039525691699603,6.924901185770752
E02004550,25,84,94,500,6168,6846,90.09640666082383,1.3730645632486125,1.2269938650306749,0.3651767455448437,7.3035349108968735
E02004551,10,66,83,421,5403,5973,90.45705675539931,1.3895864724594007,1.1049723756906076,0.16742005692281936,7.048384396450695
E02004552,13,30,67,357,4909,5363,91.53458884952452,1.2493007644974827,0.5593884020137982,0.2424016408726459,6.656721983964199
E02004553,20,49,71,406,5466,5992,91.22162883845127,1.184913217623498,0.8177570093457943,0.33377837116154874,6.775700934579438
E02004554,18,47,62,343,5607,6059,92.54002310612313,1.0232711668592176,0.775705561973923,0.2970787258623535,5.6610001650437365
E02004555,4,35,32,309,5105,5481,93.13993796752418,0.5838350665936872,0.6385696040868455,0.0729793833242109,5.637657361795293
E02004556,12,33,46,414,5801,6294,92.16714331108993,0.73085478233238,0.5243088655862727,0.19065776930409914,6.57769304099142
E02004557,13,62,78,405,6724,7269,92.50240748383547,1.0730499380932728,0.8529371302792681,0.1788416563488788,5.571605447791994
E02004558,22,64,63,365,5302,5794,91.50845702450812,1.0873317224715222,1.1045909561615463,0.37970314118053156,6.299620296858819
E02004559,6,39,86,388,6246,6759,92.41011984021304,1.2723775706465454,0.5770084332001775,0.08877052818464269,5.740494155940228
E02004560,8,57,74,441,6945,7517,92.3905813489424,0.9844352800319277,0.7582812292137822,0.10642543567912731,5.866702141811893
E02004561,19,58,78,514,8178,8828,92.63706388763026,0.8835523334843678,0.6570004531037608,0.21522428636157678,5.822383325781604
E02004562,9,69,84,394,6844,7391,92.59910702205386,1.1365173860100122,0.9335678527939385,0.12176971992964415,5.3308077391422
E02004563,4,20,48,325,5299,5692,93.09557273366129,0.8432888264230498,0.35137034434293746,0.07027406886858749,5.709768095572733
E02004564,12,43,52,408,6131,6634,92.41784745251734,0.7838408200180885,0.6481760627072657,0.18088634308109736,6.15013566475731
E02004566,6,57,63,326,4090,4536,90.16754850088184,1.3888888888888888,1.2566137566137565,0.13227513227513227,7.18694885361552
E02004567,5,29,55,351,6369,6804,93.60670194003528,0.8083480305702528,0.4262198706643151,0.07348618459729571,5.158730158730158
E02004568,8,41,67,384,6568,7060,93.03116147308782,0.9490084985835694,0.5807365439093485,0.11331444759206798,5.4390934844192635
E02004569,13,59,88,375,6492,7014,92.55774165953807,1.2546335899629313,0.8411747932706017,0.1853435985172512,5.3464499572284
E02004570,11,50,53,387,6639,7129,93.12666573151914,0.7434422780193576,0.7013606396409033,0.15429934072099874,5.428531350820592
E02004571,8,24,33,283,6092,6432,94.7139303482587,0.5130597014925373,0.3731343283582089,0.12437810945273632,4.399875621890547
E02004572,8,45,62,341,6065,6513,93.12144940887455,0.9519422693075388,0.6909258406264395,0.12283126055581145,5.235682481191463
E02004573,17,79,93,342,4707,5221,90.15514269297068,1.781267956330205,1.5131200919364107,0.32560812104960735,6.550469258762689
E02004574,9,67,56,485,5579,6187,90.17294326814287,0.905123646355261,1.0829157911750444,0.14546630030709554,7.839017294326814
E02004575,26,86,122,692,9204,10104,91.09263657957246,1.2074425969912905,0.8511480601741884,0.2573238321456849,6.848772763262074
E02004576,10,45,73,532,7064,7714,91.57376199118485,0.9463313456053928,0.5833549390718175,0.12963443090484833,6.896551724137931
E02004577,8,39,67,301,4648,5055,91.94856577645896,1.32542037586548,0.771513353115727,0.1582591493570722,5.954500494559841
