area,msoa,lad_code,lad,region,region_code
E00024463,E02001006,E08000001,Bolton,North West,E12000002
E00024464,E02001009,E08000001,Bolton,North West,E12000002
E00024465,E02001009,E08000001,Bolton,North West,E12000002
E00024466,E02001009,E08000001,Bolton,North West,E12000002
E00024467,E02001006,E08000001,Bolton,North West,E12000002
E00024468,E02001006,E08000001,Bolton,North West,E12000002
E00024469,E02001009,E08000001,Bolton,North West,E12000002
E00024470,E02001009,E08000001,Bolton,North West,E12000002
E00024471,E02001009,E08000001,Bolton,North West,E12000002
E00024472,E02001006,E08000001,Bolton,North West,E12000002
E00024473,E02001009,E08000001,Bolton,North West,E12000002
E00024474,E02001009,E08000001,Bolton,North West,E12000002
E00024475,E02001009,E08000001,Bolton,North West,E12000002
E00024476,E02001009,E08000001,Bolton,North West,E12000002
E00024477,E02001009,E08000001,Bolton,North West,E12000002
E00024478,E02001009,E08000001,Bolton,North West,E12000002
E00024479,E02001009,E08000001,Bolton,North West,E12000002
E00024480,E02001009,E08000001,Bolton,North West,E12000002
E00024481,E02001003,E08000001,Bolton,North West,E12000002
E00024482,E02001003,E08000001,Bolton,North West,E12000002
E00024483,E02001003,E08000001,Bolton,North West,E12000002
E00024484,E02001001,E08000001,Bolton,North West,E12000002
E00024485,E02001009,E08000001,Bolton,North West,E12000002
E00024486,E02001001,E08000001,Bolton,North West,E12000002
E00024487,E02001001,E08000001,Bolton,North West,E12000002
E00024488,E02001003,E08000001,Bolton,North West,E12000002
E00024489,E02001003,E08000001,Bolton,North West,E12000002
E00024490,E02001003,E08000001,Bolton,North West,E12000002
E00024491,E02001003,E08000001,Bolton,North West,E12000002
E00024492,E02001003,E08000001,Bolton,North West,E12000002
E00024493,E02001001,E08000001,Bolton,North West,E12000002
E00024494,E02001003,E08000001,Bolton,North West,E12000002
E00024495,E02001003,E08000001,Bolton,North West,E12000002
E00024496,E02001003,E08000001,Bolton,North West,E12000002
E00024497,E02001003,E08000001,Bolton,North West,E12000002
E00024498,E02001003,E08000001,Bolton,North West,E12000002
E00024499,E02001001,E08000001,Bolton,North West,E12000002
E00024500,E02001003,E08000001,Bolton,North West,E12000002
E00024501,E02001003,E08000001,Bolton,North West,E12000002
E00024502,E02001001,E08000001,Bolton,North West,E12000002
E00024503,E02001003,E08000001,Bolton,North West,E12000002
E00024504,E02001009,E08000001,Bolton,North West,E12000002
E00024505,E02001009,E08000001,Bolton,North West,E12000002
E00024506,E02001009,E08000001,Bolton,North West,E12000002
E00024507,E02001003,E08000001,Bolton,North West,E12000002
E00024508,E02001009,E08000001,Bolton,North West,E12000002
E00024509,E02001009,E08000001,Bolton,North West,E12000002
E00024510,E02000995,E08000001,Bolton,North West,E12000002
E00024511,E02000995,E08000001,Bolton,North West,E12000002
E00024512,E02000995,E08000001,Bolton,North West,E12000002
E00024513,E02000995,E08000001,Bolton,North West,E12000002
E00024514,E02000995,E08000001,Bolton,North West,E12000002
E00024515,E02000995,E08000001,Bolton,North West,E12000002
E00024516,E02000995,E08000001,Bolton,North West,E12000002
E00024517,E02001001,E08000001,Bolton,North West,E12000002
E00024518,E02000995,E08000001,Bolton,North West,E12000002
E00024519,E02001001,E08000001,Bolton,North West,E12000002
E00024520,E02000995,E08000001,Bolton,North West,E12000002
E00024521,E02000995,E08000001,Bolton,North West,E12000002
E00024522,E02000995,E08000001,Bolton,North West,E12000002
E00024523,E02000995,E08000001,Bolton,North West,E12000002
E00024524,E02000995,E08000001,Bolton,North West,E12000002
E00024525,E02000995,E08000001,Bolton,North West,E12000002
E00024526,E02000995,E08000001,Bolton,North West,E12000002
E00024527,E02001001,E08000001,Bolton,North West,E12000002
E00024528,E02001001,E08000001,Bolton,North West,E12000002
E00024529,E02001001,E08000001,Bolton,North West,E12000002
E00024530,E02000995,E08000001,Bolton,North West,E12000002
E00024531,E02001003,E08000001,Bolton,North West,E12000002
E00024532,E02001001,E08000001,Bolton,North West,E12000002
E00024533,E02001003,E08000001,Bolton,North West,E12000002
E00024535,E02001001,E08000001,Bolton,North West,E12000002
E00024536,E02001003,E08000001,Bolton,North West,E12000002
E00024537,E02001004,E08000001,Bolton,North West,E12000002
E00024538,E02001008,E08000001,Bolton,North West,E12000002
E00024539,E02000999,E08000001,Bolton,North West,E12000002
E00024540,E02001004,E08000001,Bolton,North West,E12000002
E00024541,E02001004,E08000001,Bolton,North West,E12000002
E00024542,E02001004,E08000001,Bolton,North West,E12000002
E00024543,E02001004,E08000001,Bolton,North West,E12000002
E00024544,E02001004,E08000001,Bolton,North West,E12000002
E00024545,E02001004,E08000001,Bolton,North West,E12000002
