area,msoa,lad_code,region_code,region
E00024285,E02000996,E08000001,E12000002,North West
E00024286,E02000996,E08000001,E12000002,North West
E00024287,E02000996,E08000001,E12000002,North West
E00024288,E02000996,E08000001,E12000002,North West
E00024289,E02000996,E08000001,E12000002,North West
E00024290,E02000996,E08000001,E12000002,North West
E00024291,E02001002,E08000001,E12000002,North West
E00024292,E02001002,E08000001,E12000002,North West
E00024293,E02001002,E08000001,E12000002,North West
E00024294,E02001002,E08000001,E12000002,North West
E00024295,E02001002,E08000001,E12000002,North West
E00024296,E02001002,E08000001,E12000002,North West
E00024297,E02001002,E08000001,E12000002,North West
E00024298,E02001002,E08000001,E12000002,North West
E00024299,E02001002,E08000001,E12000002,North West
E00024300,E02001002,E08000001,E12000002,North West
E00024301,E02001002,E08000001,E12000002,North West
E00024302,E02001002,E08000001,E12000002,North West
E00024303,E02001002,E08000001,E12000002,North West
E00024304,E02001002,E08000001,E12000002,North West
E00024305,E02001002,E08000001,E12000002,North West
E00024306,E02001002,E08000001,E12000002,North West
E00024307,E02001002,E08000001,E12000002,North West
E00024308,E02001002,E08000001,E12000002,North West
E00024309,E02001002,E08000001,E12000002,North West
E00024310,E02001002,E08000001,E12000002,North West
E00024311,E02001002,E08000001,E12000002,North West
E00024312,E02001002,E08000001,E12000002,North West
E00024314,E02000996,E08000001,E12000002,North West
E00024315,E02000996,E08000001,E12000002,North West
E00024316,E02000996,E08000001,E12000002,North West
E00024317,E02000996,E08000001,E12000002,North West
E00024318,E02000996,E08000001,E12000002,North West
E00024319,E02000986,E08000001,E12000002,North West
E00024320,E02000985,E08000001,E12000002,North West
E00024321,E02000984,E08000001,E12000002,North West
E00024322,E02000984,E08000001,E12000002,North West
E00024323,E02000984,E08000001,E12000002,North West
E00024324,E02000984,E08000001,E12000002,North West
E00024325,E02000984,E08000001,E12000002,North West
E00024326,E02000985,E08000001,E12000002,North West
E00024327,E02000985,E08000001,E12000002,North West
E00024328,E02000986,E08000001,E12000002,North West
E00024329,E02000984,E08000001,E12000002,North West
E00024330,E02000986,E08000001,E12000002,North West
E00024331,E02000986,E08000001,E12000002,North West
E00024332,E02000985,E08000001,E12000002,North West
E00024333,E02000986,E08000001,E12000002,North West
E00024334,E02000985,E08000001,E12000002,North West
E00024335,E02000985,E08000001,E12000002,North West
E00024336,E02000985,E08000001,E12000002,North West
E00024337,E02000985,E08000001,E12000002,North West
E00024338,E02000985,E08000001,E12000002,North West
E00024339,E02000985,E08000001,E12000002,North West
E00024340,E02000985,E08000001,E12000002,North West
E00024341,E02000993,E08000001,E12000002,North West
E00024342,E02000993,E08000001,E12000002,North West
E00024343,E02000993,E08000001,E12000002,North West
E00024344,E02000993,E08000001,E12000002,North West
E00024345,E02000993,E08000001,E12000002,North West
E00024346,E02000993,E08000001,E12000002,North West
E00024347,E02000984,E08000001,E12000002,North West
E00024348,E02000984,E08000001,E12000002,North West
E00024349,E02000984,E08000001,E12000002,North West
E00024350,E02000984,E08000001,E12000002,North West
E00024351,E02000984,E08000001,E12000002,North West
E00024352,E02000984,E08000001,E12000002,North West
E00024353,E02000984,E08000001,E12000002,North West
E00024354,E02000984,E08000001,E12000002,North West
E00024355,E02000984,E08000001,E12000002,North West
E00024356,E02000984,E08000001,E12000002,North West
E00024357,E02000984,E08000001,E12000002,North West
E00024358,E02000985,E08000001,E12000002,North West
E00024359,E02000984,E08000001,E12000002,North West
E00024360,E02000984,E08000001,E12000002,North West
E00024361,E02000985,E08000001,E12000002,North West
E00024362,E02000985,E08000001,E12000002,North West
E00024363,E02000985,E08000001,E12000002,North West
E00024364,E02000986,E08000001,E12000002,North West
E00024365,E02001005,E08000001,E12000002,North West
E00024366,E02001005,E08000001,E12000002,North West
E00024367,E02001012,E08000001,E12000002,North West
E00024369,E02001005,E08000001,E12000002,North West
E00024370,E02001005,E08000001,E12000002,North West
E00024371,E02001005,E08000001,E12000002,North West
E00024372,E02001005,E08000001,E12000002,North West
E00024373,E02001005,E08000001,E12000002,North West
E00024374,E02001005,E08000001,E12000002,North West
E00024375,E02001005,E08000001,E12000002,North West
E00024376,E02001005,E08000001,E12000002,North West
E00024377,E02001005,E08000001,E12000002,North West
E00024378,E02001005,E08000001,E12000002,North West
E00024379,E02001005,E08000001,E12000002,North West
E00024380,E02001005,E08000001,E12000002,North West
E00024381,E02001005,E08000001,E12000002,North West
E00024383,E02001012,E08000001,E12000002,North West
E00024384,E02001005,E08000001,E12000002,North West
E00024385,E02001005,E08000001,E12000002,North West
E00024386,E02001010,E08000001,E12000002,North West
E00024387,E02001005,E08000001,E12000002,North West
E00024388,E02001005,E08000001,E12000002,North West
E00024389,E02001010,E08000001,E12000002,North West
E00024391,E02001010,E08000001,E12000002,North West
E00024392,E02001010,E08000001,E12000002,North West
E00024394,E02001000,E08000001,E12000002,North West
E00024395,E02001000,E08000001,E12000002,North West
E00024396,E02001000,E08000001,E12000002,North West
E00024397,E02001000,E08000001,E12000002,North West
E00024398,E02001000,E08000001,E12000002,North West
E00024399,E02001000,E08000001,E12000002,North West
E00024400,E02001005,E08000001,E12000002,North West
E00024401,E02001000,E08000001,E12000002,North West
E00024402,E02001000,E08000001,E12000002,North West
E00024403,E02001005,E08000001,E12000002,North West
E00024404,E02001000,E08000001,E12000002,North West
E00024405,E02000994,E08000001,E12000002,North West
E00024406,E02000994,E08000001,E12000002,North West
E00024407,E02000999,E08000001,E12000002,North West
E00024408,E02000999,E08000001,E12000002,North West
E00024409,E02000988,E08000001,E12000002,North West
E00024410,E02000994,E08000001,E12000002,North West
E00024411,E02000988,E08000001,E12000002,North West
E00024412,E02000994,E08000001,E12000002,North West
E00024413,E02000994,E08000001,E12000002,North West
E00024416,E02000999,E08000001,E12000002,North West
E00024417,E02000994,E08000001,E12000002,North West
E00024418,E02000994,E08000001,E12000002,North West
E00024419,E02000988,E08000001,E12000002,North West
E00024420,E02000994,E08000001,E12000002,North West
E00024421,E02000994,E08000001,E12000002,North West
E00024422,E02000988,E08000001,E12000002,North West
E00024423,E02000999,E08000001,E12000002,North West
E00024424,E02000994,E08000001,E12000002,North West
E00024425,E02000999,E08000001,E12000002,North West
E00024426,E02000994,E08000001,E12000002,North West
E00024427,E02000994,E08000001,E12000002,North West
E00024428,E02000994,E08000001,E12000002,North West
E00024429,E02000999,E08000001,E12000002,North West
E00024430,E02000994,E08000001,E12000002,North West
E00024431,E02000994,E08000001,E12000002,North West
E00024432,E02000999,E08000001,E12000002,North West
E00024433,E02000999,E08000001,E12000002,North West
E00024434,E02000999,E08000001,E12000002,North West
E00024435,E02000999,E08000001,E12000002,North West
E00024436,E02000999,E08000001,E12000002,North West
E00024437,E02000999,E08000001,E12000002,North West
E00024438,E02000999,E08000001,E12000002,North West
E00024439,E02000999,E08000001,E12000002,North West
E00024440,E02000999,E08000001,E12000002,North West
E00024441,E02000999,E08000001,E12000002,North West
E00024442,E02001006,E08000001,E12000002,North West
E00024443,E02001006,E08000001,E12000002,North West
E00024444,E02001009,E08000001,E12000002,North West
E00024445,E02001004,E08000001,E12000002,North West
E00024446,E02001004,E08000001,E12000002,North West
E00024447,E02001001,E08000001,E12000002,North West
E00024448,E02001004,E08000001,E12000002,North West
E00024449,E02001001,E08000001,E12000002,North West
E00024450,E02001006,E08000001,E12000002,North West
E00024451,E02001004,E08000001,E12000002,North West
E00024452,E02001001,E08000001,E12000002,North West
E00024453,E02001006,E08000001,E12000002,North West
E00024454,E02001006,E08000001,E12000002,North West
E00024455,E02001006,E08000001,E12000002,North West
E00024456,E02001001,E08000001,E12000002,North West
E00024457,E02001006,E08000001,E12000002,North West
E00024458,E02001006,E08000001,E12000002,North West
E00024459,E02001006,E08000001,E12000002,North West
E00024460,E02001004,E08000001,E12000002,North West
E00024461,E02001009,E08000001,E12000002,North West
E00024462,E02001006,E08000001,E12000002,North West
E00024463,E02001006,E08000001,E12000002,North West
E00024464,E02001009,E08000001,E12000002,North West
E00024465,E02001009,E08000001,E12000002,North West
E00024466,E02001009,E08000001,E12000002,North West
E00024467,E02001006,E08000001,E12000002,North West
E00024468,E02001006,E08000001,E12000002,North West
E00024469,E02001009,E08000001,E12000002,North West
E00024470,E02001009,E08000001,E12000002,North West
E00024471,E02001009,E08000001,E12000002,North West
E00024472,E02001006,E08000001,E12000002,North West
E00024473,E02001009,E08000001,E12000002,North West
E00024474,E02001009,E08000001,E12000002,North West
E00024475,E02001009,E08000001,E12000002,North West
E00024476,E02001009,E08000001,E12000002,North West
E00024477,E02001009,E08000001,E12000002,North West
E00024478,E02001009,E08000001,E12000002,North West
E00024479,E02001009,E08000001,E12000002,North West
E00024480,E02001009,E08000001,E12000002,North West
E00024481,E02001003,E08000001,E12000002,North West
E00024482,E02001003,E08000001,E12000002,North West
E00024483,E02001003,E08000001,E12000002,North West
E00024484,E02001001,E08000001,E12000002,North West
E00024485,E02001009,E08000001,E12000002,North West
E00024486,E02001001,E08000001,E12000002,North West
E00024487,E02001001,E08000001,E12000002,North West
E00024488,E02001003,E08000001,E12000002,North West
E00024489,E02001003,E08000001,E12000002,North West
E00024490,E02001003,E08000001,E12000002,North West
E00024491,E02001003,E08000001,E12000002,North West
E00024492,E02001003,E08000001,E12000002,North West
E00024493,E02001001,E08000001,E12000002,North West
E00024494,E02001003,E08000001,E12000002,North West
E00024495,E02001003,E08000001,E12000002,North West
E00024496,E02001003,E08000001,E12000002,North West
E00024497,E02001003,E08000001,E12000002,North West
E00024498,E02001003,E08000001,E12000002,North West
E00024499,E02001001,E08000001,E12000002,North West
E00024500,E02001003,E08000001,E12000002,North West
E00024501,E02001003,E08000001,E12000002,North West
E00024502,E02001001,E08000001,E12000002,North West
E00024503,E02001003,E08000001,E12000002,North West
E00024504,E02001009,E08000001,E12000002,North West
E00024505,E02001009,E08000001,E12000002,North West
E00024506,E02001009,E08000001,E12000002,North West
E00024507,E02001003,E08000001,E12000002,North West
E00024508,E02001009,E08000001,E12000002,North West
E00024509,E02001009,E08000001,E12000002,North West
E00024510,E02000995,E08000001,E12000002,North West
E00024511,E02000995,E08000001,E12000002,North West
E00024512,E02000995,E08000001,E12000002,North West
E00024513,E02000995,E08000001,E12000002,North West
E00024514,E02000995,E08000001,E12000002,North West
E00024515,E02000995,E08000001,E12000002,North West
E00024516,E02000995,E08000001,E12000002,North West
E00024517,E02001001,E08000001,E12000002,North West
E00024518,E02000995,E08000001,E12000002,North West
E00024519,E02001001,E08000001,E12000002,North West
E00024520,E02000995,E08000001,E12000002,North West
E00024521,E02000995,E08000001,E12000002,North West
E00024522,E02000995,E08000001,E12000002,North West
E00024523,E02000995,E08000001,E12000002,North West
E00024524,E02000995,E08000001,E12000002,North West
E00024525,E02000995,E08000001,E12000002,North West
E00024526,E02000995,E08000001,E12000002,North West
E00024527,E02001001,E08000001,E12000002,North West
E00024528,E02001001,E08000001,E12000002,North West
E00024529,E02001001,E08000001,E12000002,North West
E00024530,E02000995,E08000001,E12000002,North West
E00024531,E02001003,E08000001,E12000002,North West
E00024532,E02001001,E08000001,E12000002,North West
E00024533,E02001003,E08000001,E12000002,North West
E00024535,E02001001,E08000001,E12000002,North West
E00024536,E02001003,E08000001,E12000002,North West
E00024537,E02001004,E08000001,E12000002,North West
E00024538,E02001008,E08000001,E12000002,North West
E00024539,E02000999,E08000001,E12000002,North West
E00024540,E02001004,E08000001,E12000002,North West
E00024541,E02001004,E08000001,E12000002,North West
E00024542,E02001004,E08000001,E12000002,North West
E00024543,E02001004,E08000001,E12000002,North West
E00024544,E02001004,E08000001,E12000002,North West
E00024545,E02001004,E08000001,E12000002,North West
E00024546,E02001004,E08000001,E12000002,North West
E00024547,E02001004,E08000001,E12000002,North West
E00024548,E02001008,E08000001,E12000002,North West
E00024551,E02001004,E08000001,E12000002,North West
E00024552,E02001004,E08000001,E12000002,North West
E00024553,E02001008,E08000001,E12000002,North West
E00024554,E02001004,E08000001,E12000002,North West
E00024555,E02000999,E08000001,E12000002,North West
E00024556,E02001004,E08000001,E12000002,North West
E00024557,E02001004,E08000001,E12000002,North West
E00024558,E02001004,E08000001,E12000002,North West
E00024559,E02001004,E08000001,E12000002,North West
E00024560,E02001006,E08000001,E12000002,North West
E00024561,E02001008,E08000001,E12000002,North West
E00024562,E02001006,E08000001,E12000002,North West
E00024563,E02001006,E08000001,E12000002,North West
E00024565,E02000999,E08000001,E12000002,North West
E00024566,E02001006,E08000001,E12000002,North West
E00024567,E02001008,E08000001,E12000002,North West
E00024568,E02001008,E08000001,E12000002,North West
E00024569,E02001008,E08000001,E12000002,North West
E00024570,E02001008,E08000001,E12000002,North West
E00024571,E02001008,E08000001,E12000002,North West
E00024572,E02001008,E08000001,E12000002,North West
E00024573,E02001008,E08000001,E12000002,North West
E00024574,E02000999,E08000001,E12000002,North West
E00024575,E02001004,E08000001,E12000002,North West
E00024576,E02001016,E08000001,E12000002,North West
E00024577,E02001010,E08000001,E12000002,North West
E00024578,E02001010,E08000001,E12000002,North West
E00024579,E02001010,E08000001,E12000002,North West
E00024580,E02001010,E08000001,E12000002,North West
E00024581,E02001016,E08000001,E12000002,North West
E00024582,E02001010,E08000001,E12000002,North West
E00024583,E02001010,E08000001,E12000002,North West
E00024584,E02001010,E08000001,E12000002,North West
