msoa,staff/owner,staff/owner's relative,temporary/visiting
E02004203,12,1,1
E02004204,2,0,0
E02004205,1,0,0
E02004206,3,0,0
E02004207,1,0,0
E02004208,7,2,0
E02004209,0,0,0
E02004210,7,8,3
E02004211,5,1,0
E02004212,0,0,2
E02004213,3,1,58
E02004214,0,4,4
E02004215,1,0,0
E02004216,0,0,0
E02004217,4,4,1
E02004218,2,0,0
E02004219,0,0,0
E02004220,0,0,0
E02004221,0,2,0
E02004222,2,0,9
E02004223,0,0,3
E02004224,1,0,0
E02004225,1,1,0
E02004226,0,0,0
E02004227,1,1,3
E02004228,7,0,3
E02004229,5,0,0
E02004230,31,0,1
E02004231,2,0,16
E02004232,9,2,3
E02004233,11,15,3
E02004234,0,0,0
E02004235,1,1,0
E02004236,0,0,0
E02004237,0,0,0
E02004238,0,0,0
E02004239,0,0,1
E02004240,0,0,0
E02004241,9,1,3
E02004242,0,0,0
E02004243,3,0,7
E02004244,0,0,0
E02004245,0,0,0
E02004246,6,0,1
E02004247,0,0,0
E02004248,0,0,0
E02004249,0,0,0
E02004250,0,0,0
E02004251,0,0,0
E02004252,0,0,1
E02004253,1,0,2
E02004254,0,0,0
E02004255,1,0,3
E02004256,9,0,2
E02004257,1,0,7
E02004258,0,0,0
E02004259,22,8,10
E02004260,73,22,10
E02004261,5,0,0
E02004262,18,0,1
E02004263,0,0,0
E02004264,2,1,0
E02004265,2,1,0
E02004266,3,2,11
E02004267,37,11,0
E02004268,17,3,13
E02004269,23,5,8
E02004270,7,0,1
E02004271,5,0,0
E02004272,6,1,5
E02004273,20,0,4
E02004274,0,0,0
E02004275,6,0,0
E02004276,4,0,0
E02004278,0,0,0
E02004279,0,0,0
E02004280,7,0,0
E02004281,0,0,0
E02004282,0,0,0
E02004283,1,0,0
E02004284,31,0,1
E02004285,3,0,1
E02004286,0,0,0
E02004287,0,0,0
E02004288,1,6,26
E02004289,0,0,0
E02004600,0,0,1
E02004601,0,0,1
E02004602,11,0,0
E02004603,0,0,2
E02004604,2,0,0
E02004605,3,0,0
E02004606,1,4,4
E02004607,4,0,0
E02004608,12,2,10
E02004609,0,0,1
E02004610,8,2,0
E02004611,1,4,1
E02004612,0,0,0
E02004613,1,2,0
E02004614,3,0,0
E02004615,3,1,0
E02004616,5,0,0
E02004617,0,0,0
E02004618,12,11,1
E02004619,16,1,0
E02004620,0,0,0
E02004621,3,2,1
E02004622,1,1,5
E02004623,5,2,0
E02004624,0,0,0
E02004625,28,1,2
E02004626,0,1,6
E02004627,0,0,0
E02004628,0,0,0
E02004629,0,0,0
E02004630,0,1,0
E02004631,0,0,0
E02004632,2,0,0
E02004633,1,0,0
E02004634,1,1,1
E02004635,0,0,1
E02004636,0,0,2
E02004637,8,0,11
E02004638,0,0,1
E02004639,1,14,13
E02004640,0,0,3
E02004641,0,0,0
E02004642,0,0,0
E02004643,0,0,0
E02004644,0,0,0
E02004645,0,0,0
E02004646,0,0,0
E02004647,2,0,1
E02004648,0,0,0
E02004649,0,1,1
E02004650,0,0,4
E02004651,1,0,0
E02004652,2,0,0
E02004653,3,0,2
E02004654,8,0,0
E02004655,15,19,2
E02004656,0,0,1
E02004657,0,0,0
E02004658,0,0,0
E02004659,1,1,0
E02004660,1,0,0
E02004661,0,0,0
E02004662,2,0,0
E02004663,11,1,3
E02004664,5,1,0
E02004665,2,2,2
E02004666,0,0,1
E02004667,2,0,1
E02004668,7,1,2
E02004669,1,0,1
E02004671,0,0,0
E02004672,1,0,5
E02004673,1,2,0
E02004674,0,0,0
E02006047,0,0,0
E02006048,5,2,1
E02006049,0,0,0
E02006050,0,0,0
E02006051,6,2,5
E02006052,4,1,0
E02006053,0,0,0
E02006054,0,2,0
E02006055,0,0,2
E02006056,2,3,2
E02006057,1,5,6
E02006058,14,5,45
E02006059,1,0,0
E02006060,0,3,1
E02006061,2,0,2
E02006062,0,4,0
E02006063,0,0,0
E02006064,0,0,0
E02006065,0,0,0
E02006066,0,0,0
E02006067,2,0,12
E02006068,0,0,0
E02006069,0,0,1
E02006070,0,0,0
E02006071,0,0,1
E02006072,0,0,0
E02006073,0,0,38
E02006074,2,1,0
E02006075,9,1,2
E02006076,1,2,1
E02006077,0,0,0
E02006078,2,2,0
E02006079,0,0,0
E02006080,15,1,12
E02006081,0,0,0
E02006082,0,0,0
E02006083,0,0,0
E02006084,0,0,0
E02006085,0,0,0
E02006086,0,0,0
E02006087,0,0,0
E02006088,0,0,0
E02006089,2,0,0
E02006090,0,3,0
E02006091,6,1,0
E02006092,0,0,0
E02006093,1,0,1
E02006094,2,0,0
E02006095,0,0,0
E02006096,0,2,0
E02006097,0,0,0
E02006098,6,0,0
E02006099,1,1,1
E02006100,13,11,6
E02006101,0,0,5
E02006102,0,0,0
E02006103,0,0,0
E02006104,0,0,2
E02006105,2,2,0
E02006106,1,0,4
E02006107,0,0,8
E02006108,5,1,28
E02006109,0,0,1
E02006110,0,1,1
E02006111,8,0,2
E02006112,7,1,9
E02006113,22,0,0
E02006114,105,12,4
E02006115,7,0,0
E02006116,9,3,2
E02006117,16,12,0
E02006634,6,2,0
E02006635,11,5,15
E02006636,0,0,0
E02006637,0,0,6
E02006638,0,0,1
E02006639,2,0,15
E02006640,0,0,0
E02006641,6,4,1
E02006642,1,0,0
E02006644,1,0,0
E02006645,12,0,0
E02006646,1,0,0
E02006647,0,0,0
E02006648,0,0,0
E02006649,0,0,0
E02006650,11,1,3
E02006651,5,0,0
E02006652,0,0,0
E02006653,0,0,0
E02006654,3,4,0
E02006655,2,0,0
E02006656,0,0,0
E02006657,19,6,3
E02006658,0,0,0
E02006659,6,1,3
E02006660,6,4,4
E02006661,19,1,5
E02006662,0,0,0
E02006663,2,0,1
E02006664,1,0,0
E02006665,0,0,0
E02006666,0,2,0
E02006667,0,0,0
E02006668,1,0,0
E02006669,0,0,0
E02006670,3,0,1
E02006671,7,0,2
E02006672,31,11,0
E02006673,11,0,1
E02006674,0,0,2
E02006675,2,2,0
E02006676,2,0,1
E02006677,3,1,0
E02006678,0,0,0
E02006679,4,8,2
E02006680,5,2,2
E02006681,11,0,9
E02006682,7,0,1
E02006683,0,0,3
E02006684,0,0,0
E02006685,0,0,3
E02006686,0,0,0
E02006687,0,0,0
E02006688,0,0,0
E02006689,0,0,0
E02006690,1,0,0
E02006692,0,0,0
E02006693,0,0,0
E02006694,9,3,1
E02006695,3,1,0
E02006781,11,0,0
E02006840,3,0,0
E02006845,0,0,0
E02006846,0,0,0
E02006847,0,0,0
E02006848,0,0,0
E02006849,1,3,0
E02006883,4,2,0
E02006885,25,4,60
E02006887,0,0,13
E02006888,0,0,1
E02006889,0,4,0
E02006890,0,0,4
E02006949,0,0,0
E02006950,4,0,4
E02006951,2,0,11
E02006952,2,0,106
E02006989,0,1,0
E02006990,9,4,15
E02007006,0,0,2
E02007007,2,0,0
E02007023,0,0,0
E02007024,0,0,0
E02007025,9,2,4
E02007026,3,0,4
E02007027,0,0,0
E02007028,0,0,0
E02007034,0,0,0
E02007035,1,0,0
E02007064,4,0,8
E02007065,0,0,0
E02007066,0,0,24
E02007067,0,0,0
