msoa,all_ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
E02002823,4006,41,35,40,45,40,40,35,35,53,50,49,47,40,35,45,50,50,49,51,35,30,35,35,35,39,40,40,45,40,55,70,50,54,60,55,45,50,35,50,60,45,46,45,25,30,45,40,40,45,60,66,40,60,45,60,68,75,55,60,59,49,40,44,40,55,45,50,44,39,35,38,44,50,59,54,55,43,52,45,53,33,37,25,32,20,15,30,15,6,15,47
E02002824,5574,80,82,85,70,75,75,81,75,78,75,84,83,65,92,85,75,85,83,55,40,55,45,44,75,74,89,59,60,55,60,121,102,75,70,85,90,116,101,80,69,79,90,81,65,78,75,69,65,84,70,75,60,60,65,45,55,65,65,65,60,55,55,84,67,50,45,53,58,63,50,45,54,35,53,40,30,35,30,15,31,25,24,10,5,25,20,15,15,20,15,33
E02002825,4302,41,50,25,45,35,49,45,45,54,50,65,56,45,71,65,74,65,55,45,25,20,35,40,35,40,35,35,30,45,60,55,45,55,45,45,65,50,50,65,60,79,60,82,60,72,60,59,55,64,55,59,70,70,55,60,45,50,40,55,63,45,45,60,35,45,40,50,35,30,62,30,48,49,57,50,30,26,46,30,41,39,27,30,20,19,25,19,26,24,14,77
E02002826,3647,36,25,30,35,25,40,45,46,45,45,54,52,54,45,45,45,64,43,35,45,34,29,35,40,30,35,45,40,40,40,55,50,40,45,40,50,45,45,55,59,45,57,56,50,52,60,45,57,53,67,49,65,75,56,50,63,55,64,35,40,49,45,44,45,35,40,25,43,25,30,25,30,35,20,40,35,21,25,15,15,19,19,20,20,10,15,25,20,4,15,38
E02002827,3526,46,47,57,45,46,61,55,40,55,45,55,46,35,59,55,44,40,44,40,43,32,34,44,39,48,35,40,60,45,59,55,60,40,50,55,50,45,63,68,59,60,55,55,48,45,59,54,44,46,45,52,49,50,45,52,39,48,50,35,47,46,39,43,33,40,25,36,30,25,24,31,25,24,24,20,19,19,20,24,0,18,6,12,4,0,0,0,0,7,0,15
E02002828,4196,27,40,41,40,55,40,40,40,50,45,35,50,50,59,60,40,55,45,50,24,34,37,43,45,49,50,45,60,55,59,50,65,40,61,54,70,60,78,65,60,60,70,55,50,40,50,60,64,45,60,40,50,59,55,45,55,60,65,50,50,74,45,49,58,54,61,52,49,49,57,51,50,35,39,30,46,39,32,41,31,20,20,21,26,15,12,12,24,18,7,30
E02002829,5955,73,79,61,80,85,97,90,88,112,93,97,102,100,86,85,88,85,79,75,59,56,67,50,75,91,90,100,96,73,99,100,95,93,96,84,101,88,106,88,84,80,89,90,85,84,75,93,68,81,85,90,67,68,107,67,58,59,56,62,72,78,64,40,59,40,46,34,39,40,34,31,29,29,35,40,24,29,25,24,30,6,18,24,23,16,15,10,20,4,12,55
E02002830,5728,65,84,94,91,92,82,96,102,75,109,107,91,89,79,89,83,89,92,83,58,56,58,58,69,58,80,85,81,83,74,89,107,114,107,83,91,94,88,96,88,81,75,92,72,69,75,78,81,81,64,83,59,64,77,53,49,62,66,62,52,52,43,49,53,55,51,48,53,48,33,41,35,33,40,41,19,29,20,24,29,22,16,6,16,18,5,0,10,0,6,29
E02002831,3633,24,31,40,45,30,30,30,45,50,45,55,50,50,53,45,50,45,40,40,30,38,28,42,54,39,45,35,40,50,30,40,45,60,50,45,50,44,55,59,50,50,55,55,44,68,54,79,44,57,30,55,49,60,30,40,40,40,45,44,40,40,60,55,43,45,40,38,40,40,29,41,46,35,34,15,30,20,20,21,14,26,21,21,15,15,24,6,18,12,21,42
E02002832,5233,45,40,50,50,65,50,50,50,50,45,60,55,70,60,55,69,55,65,60,54,48,47,56,83,78,75,70,65,94,74,80,80,55,76,69,80,75,84,89,93,60,85,96,77,60,70,70,64,60,65,82,74,79,55,64,59,70,60,50,55,67,73,74,64,60,66,57,59,50,54,55,65,53,55,30,30,25,31,37,38,17,21,32,28,16,22,23,23,20,12,52
E02002833,4538,33,46,56,50,50,55,50,50,40,65,45,65,65,55,55,50,60,64,55,53,46,62,62,50,72,60,60,55,69,74,65,60,61,70,73,71,79,77,64,69,60,60,55,52,50,55,69,58,77,65,67,64,70,66,49,58,50,45,54,73,57,66,44,58,55,50,56,49,49,35,25,51,35,30,30,25,15,20,25,18,24,35,38,15,29,0,5,15,0,6,20
E02002834,5871,51,70,81,75,45,50,65,70,65,65,75,65,55,55,65,70,50,50,70,117,88,84,80,98,122,110,90,110,104,94,85,95,105,100,114,100,108,94,90,79,85,94,96,69,65,70,75,60,60,70,60,79,75,75,55,68,55,77,60,72,67,64,54,53,40,45,53,59,44,39,51,62,53,35,46,30,47,43,33,26,15,21,32,32,20,23,23,17,11,13,41
E02002836,5663,44,55,45,55,45,65,70,65,91,70,55,55,60,40,60,60,65,75,65,68,64,69,61,78,89,75,75,100,85,113,70,75,75,90,65,75,90,75,75,80,75,109,75,74,78,80,100,99,76,70,92,101,88,114,70,60,74,65,55,65,84,60,74,59,55,50,60,50,50,67,67,40,43,45,35,35,34,26,27,31,20,20,36,20,24,24,35,18,24,14,29
E02002837,4987,52,66,57,80,76,65,70,72,87,79,70,91,78,82,98,83,102,86,88,86,61,76,66,72,71,65,75,50,65,49,69,81,81,83,87,76,84,103,78,82,112,65,87,54,55,83,88,72,88,68,78,72,68,50,54,59,50,50,54,47,52,44,30,39,35,36,33,25,25,30,20,15,15,20,20,10,20,19,16,10,15,6,10,17,0,10,0,0,6,0,13
E02002838,4424,39,41,56,80,70,60,65,80,80,90,85,96,80,74,75,74,75,93,70,72,49,42,41,45,64,40,45,56,55,54,50,70,66,70,74,55,60,65,65,90,65,65,70,70,55,35,70,44,50,45,55,55,64,60,44,65,55,29,40,40,30,40,45,33,30,35,25,20,25,30,25,30,29,40,36,25,29,15,31,15,9,10,20,15,10,18,10,10,5,7,35
E02002839,4332,42,40,40,55,66,60,55,64,70,65,55,60,75,69,50,54,50,55,54,49,35,33,46,40,55,45,45,55,60,60,65,65,55,65,60,80,79,59,70,60,70,74,55,54,59,60,40,45,66,50,45,50,60,50,60,60,50,50,44,55,49,60,54,45,50,65,40,35,45,34,25,40,25,33,25,25,25,20,25,36,20,26,5,15,10,28,12,18,18,21,46
E02002842,4331,62,60,56,50,76,45,60,60,71,85,71,55,50,45,40,45,55,50,69,117,101,75,80,78,61,85,85,92,102,86,79,96,113,81,87,95,79,142,93,74,55,69,50,68,40,40,55,40,40,54,50,45,40,51,40,49,58,61,35,45,30,35,25,20,30,9,24,15,10,15,10,15,10,5,15,5,20,5,5,10,5,0,0,0,0,6,6,0,0,0,10
E02002843,7888,99,129,141,115,132,111,131,113,106,110,106,112,134,118,129,98,114,104,126,106,104,103,119,140,130,120,135,80,110,108,130,100,132,153,157,131,133,114,131,118,127,132,136,108,121,123,110,104,97,113,81,104,94,75,75,65,99,75,94,92,77,78,64,64,70,60,60,60,44,57,51,40,39,50,24,35,25,25,15,20,20,18,15,20,10,10,6,6,0,0,18
E02002844,6227,78,66,65,85,85,107,101,89,107,123,148,106,119,98,108,113,100,104,108,82,72,89,79,94,108,90,75,60,90,75,65,80,80,96,109,106,109,118,79,89,115,93,95,93,79,85,80,99,86,80,71,84,75,90,44,59,69,45,70,40,56,55,50,55,39,50,54,45,49,45,35,44,30,35,15,10,23,14,9,20,25,36,20,25,15,6,0,12,12,7,29
E02002845,5685,78,66,88,60,80,75,95,85,75,85,91,85,90,77,79,93,75,75,60,63,51,81,82,83,91,80,65,65,60,79,74,100,85,80,93,90,84,103,85,102,81,89,75,74,60,75,65,75,71,83,75,70,70,50,89,64,60,59,69,51,57,64,55,54,70,50,45,45,58,54,35,46,30,64,29,26,15,23,20,20,10,17,15,20,30,10,12,16,12,0,70
E02002846,3802,31,40,50,35,35,40,40,50,35,40,50,40,55,50,35,50,40,45,30,40,39,29,29,45,40,45,35,50,35,45,35,50,40,50,60,35,60,50,55,60,60,55,70,60,54,50,50,50,61,55,45,60,59,55,60,50,63,65,45,55,52,45,40,49,45,30,40,35,34,40,40,35,30,40,40,45,30,25,25,20,15,31,14,20,20,18,16,18,11,0,59
E02002847,5419,50,45,56,70,65,75,70,55,80,90,85,90,95,90,80,99,85,80,80,120,90,84,75,85,74,85,90,90,65,89,80,80,75,65,80,75,80,75,84,84,75,65,75,64,79,65,74,83,111,75,65,70,65,70,54,45,55,60,45,60,56,60,55,59,50,45,55,45,50,30,35,25,25,40,20,20,25,36,21,10,15,20,5,14,14,12,12,6,0,0,39
E02002848,5406,72,70,60,85,60,85,75,80,95,85,70,85,95,87,70,88,85,85,80,86,128,99,80,84,104,80,90,90,79,75,70,75,80,80,114,90,90,75,90,75,70,85,85,65,74,85,80,65,65,75,66,60,50,60,55,40,50,45,40,65,50,50,30,45,25,35,40,45,44,30,34,51,29,33,20,9,20,30,25,10,25,10,13,10,14,12,6,0,6,0,29
E02002849,6563,81,76,60,35,65,65,50,50,45,55,55,50,45,45,35,45,55,50,104,240,469,448,341,219,190,145,145,167,133,114,134,135,110,116,114,100,114,75,95,65,65,60,60,70,45,65,50,55,55,60,81,65,50,50,65,40,50,35,45,45,40,50,40,45,30,35,35,35,25,28,20,15,20,15,20,15,10,5,15,15,31,10,10,16,21,23,10,11,11,7,54
E02002851,4485,36,35,40,40,40,40,45,55,65,70,50,60,45,69,60,60,60,70,45,44,29,54,66,44,62,40,35,50,40,55,40,55,45,55,54,55,70,60,50,60,70,65,50,70,45,45,50,69,50,40,50,45,65,60,65,55,40,55,50,65,62,48,73,50,54,66,58,45,63,59,40,62,40,55,35,42,38,37,31,31,30,30,14,30,28,28,23,29,18,39,75
E02002852,3725,30,41,30,55,50,72,50,59,87,70,65,66,84,78,69,73,74,63,78,44,37,44,39,35,44,45,30,45,35,50,55,61,45,50,59,55,65,73,64,69,50,55,66,48,45,50,54,61,40,63,52,40,59,51,48,44,45,45,53,46,36,34,43,34,35,19,24,20,20,20,29,15,15,19,15,10,15,10,5,0,12,4,5,12,6,0,0,0,0,0,15
E02002853,6537,80,76,75,80,96,100,80,75,100,80,96,111,95,112,105,95,89,94,100,106,148,135,137,117,113,95,110,95,85,75,90,90,100,100,99,85,90,75,90,85,90,99,80,98,99,90,74,60,70,80,90,75,70,65,65,64,65,60,75,65,71,70,50,64,35,55,58,70,54,54,49,40,40,35,30,36,20,30,31,37,20,26,30,20,24,18,18,12,6,7,34
E02002854,4328,45,57,35,50,55,61,55,63,76,80,76,65,80,73,50,60,70,59,50,53,60,54,49,45,49,50,50,50,50,54,65,70,61,55,73,69,75,69,59,55,81,65,85,54,65,55,60,45,50,54,68,55,55,45,72,63,64,45,44,45,41,39,48,37,25,40,28,39,30,25,30,41,24,25,24,26,20,19,15,22,11,6,16,23,18,5,23,5,16,12,50
E02002855,3940,51,50,40,40,40,61,60,45,35,30,25,30,45,40,30,20,45,20,35,93,120,137,85,78,82,95,90,80,88,83,84,102,92,80,65,70,65,65,65,50,65,55,40,54,50,40,55,44,45,35,56,40,40,45,39,30,40,30,34,46,25,25,43,20,35,30,28,25,20,25,20,20,30,25,19,10,14,10,10,12,16,6,15,12,12,5,6,0,6,0,22
E02002856,5647,43,50,35,50,45,60,45,30,40,30,45,25,35,40,40,35,35,40,40,105,331,321,251,170,141,131,114,112,122,97,75,90,102,70,89,70,85,85,90,55,55,60,50,45,55,45,45,40,65,75,60,60,60,35,45,69,55,71,69,65,56,40,55,35,45,45,39,50,44,30,45,41,35,35,30,25,39,31,36,16,10,39,20,22,34,35,12,17,13,13,67
E02002857,3618,36,51,73,55,46,62,50,44,45,45,50,45,30,40,35,35,40,40,44,39,43,52,86,73,72,70,70,50,83,64,97,75,70,97,68,91,65,55,54,55,55,60,55,39,30,64,45,39,50,45,45,30,40,45,40,20,35,45,44,40,30,25,25,29,24,25,15,30,25,14,10,15,23,10,25,15,15,5,15,6,11,12,0,6,11,6,5,0,6,5,14
E02002858,3803,28,20,35,35,40,40,35,50,45,40,35,40,50,50,55,45,45,40,65,35,15,15,20,35,40,40,30,40,30,25,50,40,25,45,50,50,50,35,55,50,81,65,50,55,40,65,45,45,36,65,71,64,59,88,55,45,45,55,55,44,62,45,49,44,50,39,35,55,49,35,35,41,50,40,40,35,19,31,31,26,19,30,31,20,31,15,26,16,22,14,72
E02002860,4242,38,45,40,40,40,45,55,45,40,54,55,55,65,60,40,40,45,45,55,49,42,53,40,40,39,50,50,65,55,70,55,60,66,60,55,60,45,45,55,59,70,55,55,57,40,60,50,58,55,64,51,54,45,55,49,49,45,62,53,62,79,49,49,50,40,35,33,40,45,34,43,35,33,45,49,37,33,44,33,24,24,24,40,24,28,20,26,20,19,12,71
E02002861,4344,66,45,61,50,65,65,80,79,65,85,75,65,70,69,75,63,79,75,83,62,59,53,62,50,53,60,50,70,60,39,45,45,64,55,60,75,75,80,75,75,65,60,55,55,54,65,50,45,55,49,55,60,45,50,54,55,45,66,55,45,30,54,40,35,39,40,20,25,30,24,25,20,29,25,15,20,20,21,5,10,15,12,14,10,15,18,12,6,17,14,19
E02002862,4573,48,45,62,65,76,50,65,90,80,70,76,70,80,64,60,59,65,45,45,49,42,40,40,50,58,60,65,60,65,78,74,70,71,76,69,65,74,75,80,69,60,50,40,54,45,50,45,45,50,65,71,64,65,45,50,50,60,66,65,40,40,53,45,34,45,35,43,50,30,35,31,20,53,30,46,25,29,18,31,20,20,18,20,26,15,30,18,12,12,14,50
E02002863,3583,33,32,33,43,42,29,38,33,33,38,41,43,30,41,35,39,34,33,29,34,34,27,49,37,38,53,44,34,41,38,61,38,36,43,44,52,55,37,37,49,51,43,30,37,38,33,32,34,39,54,57,46,52,61,40,49,56,58,44,57,55,30,63,52,40,45,41,37,53,51,43,53,41,52,48,24,40,47,43,33,19,22,24,22,20,22,12,23,5,10,42
E02002864,4325,36,37,47,39,53,51,53,42,39,48,40,49,47,66,60,45,50,59,49,30,37,29,40,26,34,49,35,35,58,43,50,58,51,44,47,58,53,54,44,59,50,64,50,52,54,45,56,69,54,55,55,66,60,70,70,55,65,54,69,50,55,49,50,61,45,55,40,51,47,50,48,54,55,50,58,58,45,45,40,35,45,33,30,26,19,32,38,21,5,20,58
E02002865,4072,32,20,29,29,31,28,39,32,39,34,30,34,32,35,70,64,69,63,59,25,16,29,30,37,40,48,25,40,35,38,35,25,37,38,46,26,42,43,38,35,40,49,49,47,40,40,35,50,49,45,51,62,56,71,59,45,55,62,53,65,55,60,45,61,66,56,56,54,42,56,54,59,66,71,53,49,51,66,67,39,53,41,44,47,34,28,34,15,31,17,82
E02002866,3785,6,28,24,34,43,20,37,49,49,34,35,51,33,51,30,49,44,48,39,20,16,34,25,31,17,10,20,25,20,29,20,34,31,29,33,37,26,30,38,45,61,40,39,41,33,54,57,64,43,69,63,61,62,60,65,65,65,73,65,55,40,54,65,68,55,44,61,52,53,40,53,62,76,71,72,52,40,46,36,34,29,25,34,31,28,24,22,21,15,5,68
E02002867,4296,34,16,28,35,31,39,20,27,39,40,25,48,46,50,90,92,99,97,101,14,16,28,25,32,27,31,20,40,30,33,35,40,36,34,34,25,38,30,44,35,40,40,45,41,39,40,51,45,50,65,74,62,71,76,65,65,70,68,56,71,65,77,65,72,60,55,56,43,57,65,58,64,55,70,63,54,59,55,49,44,39,32,39,36,19,29,27,10,30,24,87
E02002868,3180,24,30,50,57,30,25,44,40,25,40,35,25,35,35,50,25,40,25,25,24,20,24,24,19,39,30,30,25,35,50,30,45,45,34,50,35,30,45,35,35,35,40,25,30,30,25,45,35,45,40,40,46,40,40,50,45,45,45,50,46,34,35,47,40,36,43,35,41,34,30,42,43,45,47,52,52,41,43,42,32,27,21,15,27,20,26,19,6,12,12,20
E02002869,3994,45,60,70,50,69,50,45,60,65,60,50,55,50,65,55,50,60,35,20,37,28,42,46,47,44,45,55,80,55,60,65,75,65,65,70,65,45,45,50,45,60,64,54,50,45,53,40,35,45,40,55,45,45,40,61,60,51,45,55,62,49,40,62,54,20,37,30,34,38,25,29,20,38,25,40,29,27,20,15,15,14,20,20,19,25,18,15,12,12,6,38
E02002871,4233,71,54,45,30,55,60,35,45,45,65,50,45,50,55,40,40,25,30,50,42,42,60,60,29,50,60,40,65,75,70,60,65,55,64,70,50,35,60,50,45,40,45,50,50,58,49,55,65,69,60,45,55,60,61,55,61,60,60,65,77,62,56,40,40,51,32,44,51,45,36,42,31,30,30,35,34,37,35,24,37,20,30,20,41,25,27,9,18,25,12,37
